target,tic_id,sectors
TIC 1530056,1530056,100
TIC 14663544,14663544,100
TIC 14717198,14717198,100
TIC 20319492,20319492,100
TIC 20374960,20374960,100
TIC 20416870,20416870,100
TIC 20417152,20417152,100
TIC 20423655,20423655,100
TIC 20489905,20489905,100
TIC 23223563,23223563,100
TIC 23270430,23270430,100
TIC 23270537,23270537,100
TIC 23327012,23327012,100
TIC 23384899,23384899,100
TIC 23582373,23582373,100
TIC 23610552,23610552,100
TIC 26165905,26165905,100
TIC 26228171,26228171,100
TIC 26306754,26306754,100
TIC 32636439,32636439,100
TIC 32662773,32662773,100
TIC 36736310,36736310,100
TIC 36833768,36833768,100
TIC 42743183,42743183,100
TIC 52160996,52160996,100
TIC 54988585,54988585,100
TIC 55109651,55109651,100
TIC 55111103,55111103,100
TIC 56719508,56719508,100
TIC 57378518,57378518,100
TIC 57570218,57570218,100
TIC 57570617,57570617,100
TIC 57611256,57611256,100
TIC 57714798,57714798,100
TIC 57717864,57717864,100
TIC 57795673,57795673,100
TIC 65305860,65305860,100
TIC 72121577,72121577,100
TIC 72500833,72500833,100
TIC 72670776,72670776,100
TIC 72760821,72760821,100
TIC 72814920,72814920,100
TIC 73081785,73081785,100
TIC 73174531,73174531,100
TIC 73301828,73301828,100
TIC 73304453,73304453,100
TIC 73649979,73649979,100
TIC 74184368,74184368,100
TIC 74742533,74742533,100
TIC 74828497,74828497,100
TIC 74984562,74984562,100
TIC 75846415,75846415,100
TIC 75917123,75917123,100
TIC 76445598,76445598,100
TIC 76922197,76922197,100
TIC 76922247,76922247,100
TIC 77555289,77555289,100
TIC 80937975,80937975,100
TIC 81008547,81008547,100
TIC 82849372,82849372,100
TIC 88741544,88741544,100
TIC 92702180,92702180,100
TIC 93412456,93412456,100
TIC 101134898,101134898,100
TIC 101225771,101225771,100
TIC 101249475,101249475,100
TIC 101316032,101316032,100
TIC 107139259,107139259,100
TIC 107143473,107143473,100
TIC 118322787,118322787,100
TIC 134653865,134653865,100
TIC 134754537,134754537,100
TIC 134812686,134812686,100
TIC 134871830,134871830,100
TIC 134971152,134971152,100
TIC 134977626,134977626,100
TIC 135165545,135165545,100
TIC 135176716,135176716,100
TIC 135225667,135225667,100
TIC 135246293,135246293,100
TIC 135371083,135371083,100
TIC 135432237,135432237,100
TIC 135510377,135510377,100
TIC 141908244,141908244,100
TIC 141969034,141969034,100
TIC 141973945,141973945,100
TIC 142006351,142006351,100
TIC 142039824,142039824,100
TIC 142110847,142110847,100
TIC 142116609,142116609,100
TIC 142141870,142141870,100
TIC 142324512,142324512,100
TIC 142375417,142375417,100
TIC 142392159,142392159,100
TIC 143032422,143032422,100
TIC 143046056,143046056,100
TIC 144219989,144219989,100
TIC 144221009,144221009,100
TIC 146664806,146664806,100
TIC 148612197,148612197,100
TIC 157138079,157138079,100
TIC 157140074,157140074,100
TIC 157321602,157321602,100
TIC 157324520,157324520,100
TIC 157701844,157701844,100
TIC 157733188,157733188,100
TIC 165290320,165290320,100
TIC 165323000,165323000,100
TIC 165377279,165377279,100
TIC 167837191,167837191,100
TIC 167885029,167885029,100
TIC 168141109,168141109,100
TIC 168381887,168381887,100
TIC 168384614,168384614,100
TIC 168407694,168407694,100
TIC 170459141,170459141,100
TIC 171295065,171295065,100
TIC 171632238,171632238,100
TIC 171895762,171895762,100
TIC 172633559,172633559,100
TIC 173372579,173372579,100
TIC 179231129,179231129,100
TIC 179245728,179245728,100
TIC 181020271,181020271,100
TIC 181152530,181152530,100
TIC 181240055,181240055,100
TIC 181806298,181806298,100
TIC 183637071,183637071,100
TIC 183637477,183637477,100
TIC 188047009,188047009,100
TIC 188088353,188088353,100
TIC 193195442,193195442,100
TIC 208050265,208050265,100
TIC 208875033,208875033,100
TIC 209014246,209014246,100
TIC 211444046,211444046,100
TIC 211446759,211446759,100
TIC 219126357,219126357,100
TIC 219187441,219187441,100
TIC 219382427,219382427,100
TIC 221170984,221170984,100
TIC 222012610,222012610,100
TIC 244866914,244866914,100
TIC 245166595,245166595,100
TIC 256056579,256056579,100
TIC 258935093,258935093,100
TIC 262871257,262871257,100
TIC 270262695,270262695,100
TIC 270265624,270265624,100
TIC 270372747,270372747,100
TIC 271403377,271403377,100
TIC 271466490,271466490,100
TIC 272118101,272118101,100
TIC 272588795,272588795,100
TIC 276646863,276646863,100
TIC 276734709,276734709,100
TIC 277350005,277350005,100
TIC 278175826,278175826,100
TIC 280773136,280773136,100
TIC 282163444,282163444,100
TIC 282216837,282216837,100
TIC 282326777,282326777,100
TIC 287099451,287099451,100
TIC 288863013,288863013,100
TIC 289861700,289861700,100
TIC 290732717,290732717,100
TIC 292750423,292750423,100
TIC 293042002,293042002,100
TIC 293082187,293082187,100
TIC 294292672,294292672,100
TIC 294344593,294344593,100
TIC 294960851,294960851,100
TIC 295314957,295314957,100
TIC 295545756,295545756,100
TIC 295600977,295600977,100
TIC 295649670,295649670,100
TIC 295770044,295770044,100
TIC 296939839,296939839,100
TIC 296942775,296942775,100
TIC 297446213,297446213,100
TIC 298058420,298058420,100
TIC 298275012,298275012,100
TIC 299298654,299298654,100
TIC 299607053,299607053,100
TIC 301098674,301098674,100
TIC 301404113,301404113,100
TIC 301690351,301690351,100
TIC 301842094,301842094,100
TIC 302061421,302061421,100
TIC 302107568,302107568,100
TIC 303538037,303538037,100
TIC 303655974,303655974,100
TIC 303658933,303658933,100
TIC 303696290,303696290,100
TIC 303704858,303704858,100
TIC 303893911,303893911,100
TIC 304410431,304410431,100
TIC 304430794,304430794,100
TIC 304663241,304663241,100
TIC 304694872,304694872,100
TIC 304904153,304904153,100
TIC 305004624,305004624,100
TIC 305176519,305176519,100
TIC 305272585,305272585,100
TIC 305321139,305321139,100
TIC 305325015,305325015,100
TIC 305421338,305421338,100
TIC 305589829,305589829,100
TIC 305849019,305849019,100
TIC 305946666,305946666,100
TIC 306271621,306271621,100
TIC 306725314,306725314,100
TIC 306806661,306806661,100
TIC 306881354,306881354,100
TIC 306889170,306889170,100
TIC 306980677,306980677,100
TIC 306988730,306988730,100
TIC 306996173,306996173,100
TIC 307051738,307051738,100
TIC 307325401,307325401,100
TIC 307981451,307981451,100
TIC 308095225,308095225,100
TIC 308280008,308280008,100
TIC 308883330,308883330,100
TIC 308883781,308883781,100
TIC 308884000,308884000,100
TIC 309797185,309797185,100
TIC 309806125,309806125,100
TIC 310054248,310054248,100
TIC 310104035,310104035,100
TIC 311106921,311106921,100
TIC 311174169,311174169,100
TIC 311291807,311291807,100
TIC 311401333,311401333,100
TIC 311538063,311538063,100
TIC 311649327,311649327,100
TIC 311887732,311887732,100
TIC 313671963,313671963,100
TIC 317210320,317210320,100
TIC 319647981,319647981,100
TIC 320232953,320232953,100
TIC 320302567,320302567,100
TIC 321289619,321289619,100
TIC 321290494,321290494,100
TIC 323082858,323082858,100
TIC 324759802,324759802,100
TIC 327036329,327036329,100
TIC 329649885,329649885,100
TIC 329975838,329975838,100
TIC 330580106,330580106,100
TIC 332815846,332815846,100
TIC 332817574,332817574,100
TIC 332829586,332829586,100
TIC 334776134,334776134,100
TIC 334849779,334849779,100
TIC 334852042,334852042,100
TIC 334852231,334852231,100
TIC 335378088,335378088,100
TIC 339406181,339406181,100
TIC 340229490,340229490,100
TIC 340617430,340617430,100
TIC 340630839,340630839,100
TIC 340963903,340963903,100
TIC 341029467,341029467,100
TIC 341034233,341034233,100
TIC 341478268,341478268,100
TIC 342041655,342041655,100
TIC 342050102,342050102,100
TIC 342230156,342230156,100
TIC 342237545,342237545,100
TIC 342361818,342361818,100
TIC 342704420,342704420,100
TIC 343048490,343048490,100
TIC 343156261,343156261,100
TIC 343486483,343486483,100
TIC 343577503,343577503,100
TIC 343647193,343647193,100
TIC 343720260,343720260,100
TIC 343757899,343757899,100
TIC 344232719,344232719,100
TIC 344237828,344237828,100
TIC 344984627,344984627,100
TIC 345136771,345136771,100
TIC 345176811,345176811,100
TIC 347624278,347624278,100
TIC 350466558,350466558,100
TIC 350856014,350856014,100
TIC 352228274,352228274,100
TIC 358933830,358933830,100
TIC 359069654,359069654,100
TIC 359143948,359143948,100
TIC 359581838,359581838,100
TIC 359895060,359895060,100
TIC 360221915,360221915,100
TIC 360541225,360541225,100
TIC 360607800,360607800,100
TIC 360632151,360632151,100
TIC 360667618,360667618,100
TIC 361525439,361525439,100
TIC 361861044,361861044,100
TIC 361958918,361958918,100
TIC 362332215,362332215,100
TIC 362471775,362471775,100
TIC 363268904,363268904,100
TIC 364164093,364164093,100
TIC 364208162,364208162,100
TIC 364420283,364420283,100
TIC 364489881,364489881,100
TIC 364936760,364936760,100
TIC 365362195,365362195,100
TIC 365368118,365368118,100
TIC 365435260,365435260,100
TIC 365557584,365557584,100
TIC 365725318,365725318,100
TIC 365996589,365996589,100
TIC 367137925,367137925,100
TIC 367904430,367904430,100
TIC 375563752,375563752,100
TIC 376077639,376077639,100
TIC 376555515,376555515,100
TIC 380372381,380372381,100
TIC 380394028,380394028,100
TIC 380480505,380480505,100
TIC 380527368,380527368,100
TIC 380595719,380595719,100
TIC 380773545,380773545,100
TIC 381140993,381140993,100
TIC 383006458,383006458,100
TIC 384196595,384196595,100
TIC 384196633,384196633,100
TIC 384363148,384363148,100
TIC 384464473,384464473,100
TIC 384827736,384827736,100
TIC 385213737,385213737,100
TIC 386563653,386563653,100
TIC 386610785,386610785,100
TIC 386611087,386611087,100
TIC 386611198,386611198,100
TIC 386614711,386614711,100
TIC 390395323,390395323,100
TIC 391844777,391844777,100
TIC 391847245,391847245,100
TIC 394203427,394203427,100
TIC 394369666,394369666,100
TIC 394947052,394947052,100
TIC 395186118,395186118,100
TIC 396139114,396139114,100
TIC 396651131,396651131,100
TIC 396653520,396653520,100
TIC 396874376,396874376,100
TIC 396914950,396914950,100
TIC 397394991,397394991,100
TIC 398316266,398316266,100
TIC 401768101,401768101,100
TIC 401862221,401862221,100
TIC 402453271,402453271,100
TIC 402595813,402595813,100
TIC 402749789,402749789,100
TIC 402750321,402750321,100
TIC 402797577,402797577,100
TIC 402808611,402808611,100
TIC 406870701,406870701,100
TIC 406935352,406935352,100
TIC 407123886,407123886,100
TIC 410039214,410039214,100
TIC 410060772,410060772,100
TIC 410067602,410067602,100
TIC 413366824,413366824,100
TIC 415681816,415681816,100
TIC 415715251,415715251,100
TIC 418295363,418295363,100
TIC 418338130,418338130,100
TIC 418356777,418356777,100
TIC 418716757,418716757,100
TIC 420629395,420629395,100
TIC 420967314,420967314,100
TIC 421217371,421217371,100
TIC 421217840,421217840,100
TIC 421251930,421251930,100
TIC 421252164,421252164,100
TIC 422246633,422246633,100
TIC 422271351,422271351,100
TIC 422278444,422278444,100
TIC 422279419,422279419,100
TIC 422280868,422280868,100
TIC 423366950,423366950,100
TIC 423513399,423513399,100
TIC 423675568,423675568,100
TIC 423770016,423770016,100
TIC 423911734,423911734,100
TIC 424136217,424136217,100
TIC 424266325,424266325,100
TIC 424412802,424412802,100
TIC 424621975,424621975,100
TIC 424714330,424714330,100
TIC 424717049,424717049,100
TIC 424829832,424829832,100
TIC 425432046,425432046,100
TIC 425813582,425813582,100
TIC 425878192,425878192,100
TIC 426275434,426275434,100
TIC 426286197,426286197,100
TIC 426455625,426455625,100
TIC 426665045,426665045,100
TIC 429149602,429149602,100
TIC 429149606,429149606,100
TIC 429149652,429149652,100
TIC 429150549,429150549,100
TIC 429165228,429165228,100
TIC 429181615,429181615,100
TIC 429304663,429304663,100
TIC 429306233,429306233,100
TIC 429324650,429324650,100
TIC 429326873,429326873,100
TIC 433007215,433007215,100
TIC 434494629,434494629,100
TIC 437231668,437231668,100
TIC 437232382,437232382,100
TIC 437236575,437236575,100
TIC 437247487,437247487,100
TIC 437288983,437288983,100
TIC 438789173,438789173,100
TIC 438789717,438789717,100
TIC 440197267,440197267,100
TIC 443405175,443405175,100
TIC 446344706,446344706,100
TIC 447088034,447088034,100
TIC 447097898,447097898,100
TIC 447179213,447179213,100
TIC 447230221,447230221,100
TIC 447233389,447233389,100
TIC 447311889,447311889,100
TIC 447464613,447464613,100
TIC 447489245,447489245,100
TIC 447503899,447503899,100
TIC 447551851,447551851,100
TIC 447579702,447579702,100
TIC 447645421,447645421,100
TIC 447653415,447653415,100
TIC 447734030,447734030,100
TIC 448586269,448586269,100
TIC 448641178,448641178,100
TIC 448695689,448695689,100
TIC 448807110,448807110,100
TIC 451495562,451495562,100
TIC 452713333,452713333,100
TIC 452714783,452714783,100
TIC 452718432,452718432,100
TIC 453467549,453467549,100
TIC 454043454,454043454,100
TIC 454268353,454268353,100
TIC 454802988,454802988,100
TIC 455192704,455192704,100
TIC 455544476,455544476,100
TIC 461157363,461157363,100
TIC 461162378,461162378,100
TIC 461166720,461166720,100
TIC 461167379,461167379,100
TIC 461200033,461200033,100
TIC 461203071,461203071,100
TIC 1112343918,1112343918,100
