target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,stellar_mass_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 54354699,54354699,100,100,14.59,161.5166,-30.8117,1,1,2864.0,0.148871,0.121337,34.0791,DWARF,0,1.26362,1
TIC 20491383,20491383,100,100,14.11,168.9077,-25.8721,1,2,3142.0,0.280108,0.254094,68.6876,DWARF,0,1.716651,2
TIC 335439938,335439938,100,100,15.17,170.5284,-15.1859,1,3,3910.0,0.206165,0.175124,529.1545,DWARF,0,1.66243,3
TIC 415678624,415678624,100,100,14.1,148.0906,-19.4097,1,4,2824.0,0.169309,0.139733,5324.28,DWARF,0,1.27736,4
TIC 91624888,91624888,100,100,16.0,171.2724,-50.454,2,1,3135.0,0.193542,0.162668,107.27,DWARF,0,1.77355,5
TIC 333289147,333289147,100,100,14.29,181.3536,-49.7953,2,2,3136.0,0.186252,0.155633,47.9795,DWARF,0,1.398202,6
TIC 14715718,14715718,100,100,14.34,174.7089,-28.7074,2,3,2841.0,0.139999,0.113553,,DWARF,0,1.16025,7
TIC 158328237,158328237,100,100,14.47,163.0743,-38.2058,2,4,2915.0,0.153173,0.125148,35.6648,DWARF,0,1.264364,8
TIC 334217994,334217994,100,100,14.18,183.0042,-52.242,3,1,2888.0,0.176446,0.146354,35.9057,DWARF,0,1.329224,9
TIC 287895933,287895933,100,100,14.22,184.8064,-59.5841,3,2,3794.0,0.251141,0.222096,75.2979,DWARF,0,1.643835,10
TIC 448568236,448568236,100,100,15.31,211.5516,-69.9551,3,3,2825.0,0.126976,0.102143,35.9456,DWARF,0,1.269443,11
TIC 327015315,327015315,100,100,14.94,210.4222,-64.0815,3,4,3170.0,0.211619,0.180611,76.1736,DWARF,0,1.639109,12
TIC 455055150,455055150,100,100,14.13,228.0902,-63.3836,4,1,2960.0,0.171083,0.141369,34.8229,DWARF,0,1.292414,13
TIC 309898261,309898261,100,100,15.23,249.4697,-73.8093,4,2,2877.0,0.170844,0.141148,55.6584,DWARF,0,1.511199,14
TIC 295317497,295317497,100,100,14.2,271.3436,-69.8642,4,3,3075.0,0.216797,0.185878,50.1933,DWARF,0,1.512107,15
TIC 365997088,365997088,100,100,14.46,276.3419,-62.6309,4,4,2997.0,0.228206,0.19767,59.7079,DWARF,0,1.608654,16
TIC 193030464,193030464,100,100,14.23,155.7954,-28.5034,1,1,2922.0,0.167227,0.137822,34.8228,DWARF,0,1.292613,17
TIC 219439154,219439154,100,100,15.0,172.2946,-22.5645,1,2,2991.0,0.24857,0.219314,84.6686,DWARF,0,1.790897,18
TIC 143032776,143032776,100,100,14.67,167.2551,-10.1883,1,3,3473.0,0.44667,0.442985,184.734,DWARF,0,2.233974,19
TIC 281298307,281298307,100,100,14.04,151.1565,-19.4405,1,4,3183.0,0.368677,0.355748,100.103,DWARF,0,1.941292,20
TIC 162727353,162727353,100,100,14.58,170.8515,-43.7855,2,1,3109.0,0.269627,0.24239,85.6445,DWARF,0,1.777527,21
TIC 333011055,333011055,100,100,15.11,180.8163,-48.5566,2,2,3051.0,0.180245,0.149924,63.1818,DWARF,0,1.533726,22
TIC 454112557,454112557,100,100,14.14,176.9283,-36.503,2,3,2892.0,0.148338,0.120867,29.4751,DWARF,0,1.170505,23
TIC 158668763,158668763,100,100,15.5,165.0601,-37.4756,2,4,2918.0,0.147977,0.120549,55.1406,DWARF,0,1.440388,24
TIC 273313069,273313069,100,100,14.73,185.7737,-51.598,3,1,2986.0,0.321071,0.30079,100.586,DWARF,0,1.959202,25
TIC 466500329,466500329,100,100,14.62,165.9443,-60.02,3,2,2979.0,0.275542,0.248979,,DWARF,0,1.804376,26
TIC 448658346,448658346,100,100,15.41,212.275,-70.0744,3,3,3026.0,0.208818,0.177786,81.5184,DWARF,0,1.721536,27
TIC 383884413,383884413,100,100,15.36,216.4509,-60.2574,3,4,3204.0,0.218811,0.187941,95.5716,DWARF,0,1.752138,28
TIC 343247642,343247642,100,100,15.47,240.8683,-65.8711,4,1,3267.0,0.247488,0.218146,119.535,DWARF,0,1.881108,29
TIC 426540179,426540179,100,100,15.9,245.1232,-72.8132,4,2,3111.0,0.192361,0.161521,102.131,DWARF,0,1.748234,30
TIC 343246818,343246818,100,100,14.68,265.6152,-77.1757,4,3,2825.0,0.220336,0.189508,51.9093,DWARF,0,1.622171,31
TIC 407767359,407767359,100,100,15.36,273.0325,-66.84,4,4,3240.0,0.193485,0.162612,86.1245,DWARF,0,1.645295,32
TIC 188173172,188173172,100,100,14.1,162.334,-24.6699,1,1,3101.0,0.184084,0.153564,42.0772,DWARF,0,1.350032,33
TIC 322776994,322776994,100,100,15.92,169.2907,-25.3833,1,2,3182.0,0.218658,0.187783,122.51,DWARF,0,1.863531,34
TIC 148577779,148577779,100,100,15.77,165.0714,-11.9239,1,3,3727.0,0.621443,0.605242,520.66,DWARF,0,2.740803,35
TIC 348902952,348902952,100,100,15.01,148.7868,-16.0053,1,4,3543.0,0.447045,0.443388,234.662,DWARF,0,2.302702,36
TIC 82256386,82256386,100,100,14.44,168.8626,-48.2448,2,1,3269.0,0.283914,0.258375,89.2714,DWARF,0,1.794374,37
TIC 165318168,165318168,100,100,14.98,179.3157,-39.4131,2,2,2924.0,0.224826,0.19415,70.0593,DWARF,0,1.699693,38
TIC 142277868,142277868,100,100,14.31,180.7628,-33.6656,2,3,3003.0,0.205056,0.174017,48.4666,DWARF,0,1.485745,39
TIC 106315632,106315632,100,100,14.66,159.0595,-38.9065,2,4,2871.0,0.181701,0.1513,,DWARF,0,1.450715,40
TIC 260773390,260773390,100,100,14.7,189.2256,-50.8161,3,1,3021.0,0.330957,0.312197,105.794,DWARF,0,1.979543,41
TIC 310888517,310888517,100,100,14.1,185.4252,-61.7973,3,2,3428.0,0.322905,0.302904,94.4482,DWARF,0,1.83815,42
TIC 360260204,360260204,100,100,15.64,187.8706,-72.8305,3,3,2945.0,0.253379,0.224528,101.234,DWARF,0,1.935541,43
TIC 334104357,334104357,100,100,14.34,213.8671,-65.3371,3,4,3322.0,0.296394,0.272508,89.5066,DWARF,0,1.811739,44
TIC 341721909,341721909,100,100,15.83,239.2577,-64.9556,4,1,3223.0,0.269132,0.241841,146.943,DWARF,0,2.025931,45
TIC 418639847,418639847,100,100,14.43,208.9136,-79.4184,4,2,3007.0,0.297072,0.27328,82.1597,DWARF,0,1.831723,46
TIC 382041286,382041286,100,100,14.74,285.2783,-71.2575,4,3,2953.0,0.228361,0.197832,65.5807,DWARF,0,1.665244,47
TIC 304579262,304579262,100,100,15.82,260.1018,-62.806,4,4,3120.0,0.190974,0.160177,94.3333,DWARF,0,1.725948,48
TIC 168205635,168205635,100,100,14.31,153.427,-27.9999,1,1,2915.0,0.193344,0.162476,,DWARF,0,1.434661,49
TIC 219189017,219189017,100,100,15.5,171.1674,-19.3397,1,2,3210.0,0.241033,0.21122,114.082,DWARF,0,1.864153,50
TIC 55004890,55004890,100,100,15.35,160.8986,-11.7601,1,3,3994.0,0.691525,0.657451,532.083,DWARF,0,2.749616,51
TIC 293605548,293605548,100,100,15.73,149.6566,-15.5516,1,4,3351.0,0.381514,0.370471,239.554,DWARF,0,2.309021,52
TIC 162258746,162258746,100,100,14.34,169.1082,-47.0628,2,1,3309.0,0.311397,0.289662,94.0572,DWARF,0,1.854629,53
TIC 258322275,258322275,100,100,14.55,182.3771,-46.1645,2,2,2972.0,0.248788,0.21955,,DWARF,0,1.701659,54
TIC 454037959,454037959,100,100,14.27,175.61,-39.0728,2,3,2947.0,0.234254,0.204022,,DWARF,0,1.593374,55
TIC 105915853,105915853,100,100,14.74,157.3691,-38.3941,2,4,3055.0,0.206776,0.175736,,DWARF,0,1.579,56
TIC 405848960,405848960,100,100,14.49,192.2511,-55.9776,3,1,3110.0,0.351505,0.335946,107.269,DWARF,0,1.989863,57
TIC 271106312,271106312,100,100,15.44,186.3956,-57.7867,3,2,2905.0,0.254198,0.225418,95.4503,DWARF,0,1.898344,58
TIC 410981161,410981161,100,100,14.7,178.049,-70.6989,3,3,2949.0,0.329727,0.310777,98.5033,DWARF,0,1.976309,59
TIC 397894107,397894107,100,100,14.69,219.3166,-62.8774,3,4,3234.0,0.300152,0.276791,100.995,DWARF,0,1.892682,60
TIC 363274545,363274545,100,100,14.98,248.8933,-69.7276,4,1,3511.0,0.345497,0.329003,163.09,DWARF,0,2.072889,61
TIC 395510283,395510283,100,100,14.76,207.2785,-75.8314,4,2,2979.0,0.275849,0.249322,82.7399,DWARF,0,1.833343,62
TIC 256055669,256055669,100,100,15.49,266.1491,-72.9931,4,3,3405.0,0.203962,0.172925,,DWARF,0,1.717099,63
TIC 305273332,305273332,100,100,15.72,261.7312,-63.5926,4,4,3166.0,0.202667,0.171638,104.4,DWARF,0,1.757566,64
TIC 188084200,188084200,100,100,14.96,161.4689,-28.3252,1,1,2868.0,0.27498,0.248352,83.8068,DWARF,0,1.870602,65
TIC 322776453,322776453,100,100,14.19,165.9111,-24.0345,1,2,3234.0,0.338399,0.320797,96.2306,DWARF,0,1.896858,66
TIC 1539914,1539914,100,100,14.08,166.7345,-12.7339,1,3,,0.128,0.096,,DWARF,2,1.03042,67
TIC 348884388,348884388,100,100,16.0,148.5409,-14.0517,1,4,3213.0,0.365086,0.351615,238.895,DWARF,0,2.32479,68
TIC 82765492,82765492,100,100,15.39,169.9996,-49.9338,2,1,3045.0,0.250595,0.221505,106.677,DWARF,0,1.875945,69
TIC 72323503,72323503,100,100,14.81,186.9748,-44.728,2,2,3117.0,0.236682,0.206591,77.7945,DWARF,0,1.71033,70
TIC 157229933,157229933,100,100,14.24,176.1647,-34.9175,2,3,3219.0,0.254274,0.225501,68.9177,DWARF,0,1.658604,71
TIC 29979567,29979567,100,100,14.21,166.6082,-40.3258,2,4,3170.0,0.254884,0.226166,65.9111,DWARF,0,1.654685,72
TIC 162400263,162400263,100,100,14.26,190.8591,-50.1814,3,1,3281.0,0.372909,0.360611,111.793,DWARF,0,1.995206,73
TIC 266842406,266842406,100,100,14.23,175.5708,-57.1341,3,2,3008.0,0.351357,0.335776,99.5963,DWARF,0,1.937497,74
TIC 327039106,327039106,100,100,14.18,188.8131,-70.7189,3,3,2952.0,0.375218,0.363262,93.168,DWARF,0,1.984567,75
TIC 410876128,410876128,100,100,14.54,214.047,-57.5151,3,4,3024.0,0.364224,0.350622,112.123,DWARF,0,2.030737,76
TIC 423765614,423765614,100,100,15.17,235.5052,-65.1001,4,1,3743.0,0.335683,0.317658,,DWARF,0,2.085859,77
TIC 395398706,395398706,100,100,14.05,206.9243,-76.8595,4,2,3109.0,0.354652,0.339582,89.1612,DWARF,0,1.909605,78
TIC 304476020,304476020,100,100,14.93,276.9201,-67.8411,4,3,3167.0,0.249416,0.220229,87.8737,DWARF,0,1.779849,79
TIC 303917010,303917010,100,100,14.55,278.1841,-65.5329,4,4,3290.0,0.276715,0.250291,93.7438,DWARF,0,1.794065,80
TIC 168160336,168160336,100,100,14.09,153.3596,-27.9681,1,1,3294.0,0.343619,0.326832,95.2031,DWARF,0,1.890154,81
TIC 219190787,219190787,100,100,15.39,171.1986,-22.047,1,2,3190.0,0.259664,0.231393,115.636,DWARF,0,1.906823,82
TIC 55224097,55224097,100,100,14.38,163.3602,-6.7708,1,3,34501.0,0.16,0.47,887.248,DWARF,2,1.28424,83
TIC 396807424,396807424,100,100,14.94,147.6596,-15.1125,1,4,3539.0,0.487831,0.485901,245.204,DWARF,0,2.364539,84
TIC 82586255,82586255,100,100,14.29,169.5018,-51.8464,2,1,3280.0,0.339992,0.322639,103.055,DWARF,0,1.920937,85
TIC 181242805,181242805,100,100,14.49,175.1177,-41.4025,2,2,3160.0,0.255528,0.226868,74.2084,DWARF,0,1.712877,86
TIC 181063703,181063703,100,100,14.63,173.428,-39.0209,2,3,3225.0,0.258943,0.230602,85.8354,DWARF,0,1.752408,87
TIC 151859499,151859499,100,100,14.16,168.1483,-40.4309,2,4,3282.0,0.312218,0.290605,86.6951,DWARF,0,1.820916,88
TIC 258386265,258386265,100,100,15.45,192.7675,-45.8951,3,1,2925.0,0.285909,0.260624,112.194,DWARF,0,2.002456,89
TIC 301431046,301431046,100,100,14.75,178.4473,-57.739,3,2,2951.0,0.329839,0.310906,103.094,DWARF,0,1.986604,90
TIC 340221485,340221485,100,100,14.7,201.1457,-70.3407,3,3,2883.0,0.334563,0.316363,96.1448,DWARF,0,1.988956,91
TIC 326884740,326884740,100,100,14.91,210.3783,-64.2167,3,4,2986.0,0.335133,0.317022,115.305,DWARF,0,2.032434,92
TIC 299509036,299509036,100,100,15.72,243.9719,-62.1958,4,1,3189.0,0.319676,0.299183,170.453,DWARF,0,2.15342,93
TIC 384274480,384274480,100,100,14.67,245.6354,-81.1554,4,2,3280.0,0.309462,0.287442,109.566,DWARF,0,1.915215,94
TIC 343946899,343946899,100,100,15.57,276.4613,-73.7871,4,3,3125.0,0.216129,0.185196,102.208,DWARF,0,1.783426,95
TIC 290641863,290641863,100,100,14.92,256.0898,-65.2433,4,4,3244.0,0.266797,0.239253,101.17,DWARF,0,1.836362,96
TIC 168078233,168078233,100,100,14.48,152.8579,-24.037,1,1,3311.0,0.337494,0.319751,111.959,DWARF,0,1.952532,97
TIC 380091518,380091518,100,100,15.87,172.7026,-25.193,1,2,3212.0,0.238311,0.20832,132.751,DWARF,0,1.928288,98
TIC 143058705,143058705,100,100,14.12,167.9011,-7.3091,1,3,31000.0,0.18,0.47,1113.94,DWARF,2,1.334545,99
TIC 410299178,410299178,100,100,15.92,149.7711,-21.815,1,4,3464.0,0.504029,0.502023,577.696838,DWARF,0,2.588911,100
TIC 80296886,80296886,100,100,15.43,164.9819,-50.545,2,1,3214.0,0.263579,0.235698,122.855,DWARF,0,1.927822,101
TIC 102076870,102076870,100,100,15.66,181.8888,-39.5485,2,2,2825.0,0.21887,0.188001,64.308,DWARF,0,1.812372,102
TIC 142387735,142387735,100,100,15.11,181.795,-32.5151,2,3,3379.0,0.249126,0.219915,80.9217,DWARF,0,1.814838,103
TIC 152149810,152149810,100,100,14.53,170.1324,-41.5338,2,4,3272.0,0.289302,0.264459,92.2443,DWARF,0,1.828703,104
TIC 253317750,253317750,100,100,14.75,195.9209,-56.9627,3,1,2953.0,0.33783,0.32014,106.365,DWARF,0,2.007396,105
TIC 300807295,300807295,100,100,15.15,177.7879,-56.608,3,2,2909.0,0.301034,0.277797,107.213,DWARF,0,1.987231,106
TIC 360626787,360626787,100,100,15.71,189.6512,-73.0283,3,3,3521.0,0.266788,0.239243,,DWARF,0,1.994333,107
TIC 442875567,442875567,100,100,14.75,198.4855,-60.2811,3,4,2960.0,0.348525,0.332503,108.694,DWARF,0,2.034468,108
TIC 402591310,402591310,100,100,15.82,248.3368,-65.4028,4,1,3339.0,0.32549,0.305886,193.767,DWARF,0,2.189075,109
TIC 426494404,426494404,100,100,14.78,244.7405,-72.7123,4,2,3279.0,0.334021,0.315738,124.695,DWARF,0,2.003548,110
TIC 311564475,311564475,100,100,15.63,260.9354,-72.7063,4,3,3198.0,0.218372,0.18749,112.801,DWARF,0,1.804394,111
TIC 290895626,290895626,100,100,15.89,256.3153,-64.409,4,4,3022.0,0.21398,0.183006,112.57,DWARF,0,1.838746,112
TIC 168006334,168006334,100,100,15.49,152.4357,-28.2828,1,1,3831.0,0.592557,0.581973,,DWARF,0,2.64346,113
TIC 52161249,52161249,100,100,15.4,163.3578,-20.8032,1,2,3245.0,0.271257,0.244201,132.622,DWARF,0,1.946762,114
TIC 410063172,410063172,100,100,14.36,161.9907,-17.046,1,3,31000.0,0.18,0.47,5229.44,DWARF,2,1.382545,115
TIC 415644181,415644181,100,100,15.09,147.8099,-18.1988,1,4,3859.0,0.67767,0.647489,,DWARF,0,2.680037,116
TIC 162731723,162731723,100,100,14.71,170.9264,-47.1804,2,1,2897.0,0.313538,0.292121,88.2353,DWARF,0,1.93458,117
TIC 61369188,61369188,100,100,15.27,175.6013,-45.1854,2,2,3160.0,0.240406,0.21055,98.9215,DWARF,0,1.815891,118
TIC 390495250,390495250,100,100,15.82,184.1797,-34.1862,2,3,3051.0,0.213487,0.182505,106.281,DWARF,0,1.822743,119
TIC 448415791,448415791,100,100,14.15,165.5888,-31.5818,2,4,3150.0,0.322762,0.30274,,DWARF,0,1.847765,120
TIC 245360635,245360635,100,100,14.32,199.8097,-49.7422,3,1,3020.0,0.373625,0.361434,100.945,DWARF,0,2.008872,121
TIC 405235910,405235910,100,100,14.81,184.0193,-55.854,3,2,2998.0,0.325628,0.306045,106.196,DWARF,0,1.987443,122
TIC 325559992,325559992,100,100,14.51,186.3938,-71.9172,3,3,2916.0,0.353365,0.338095,94.5313,DWARF,0,1.998447,123
TIC 446278074,446278074,100,100,14.51,206.4337,-59.1313,3,4,3153.0,0.368669,0.355739,117.662,DWARF,0,2.035273,124
TIC 207037854,207037854,100,100,15.91,242.6264,-59.5773,4,1,3263.0,0.326683,0.307262,196.72,DWARF,0,2.210253,125
TIC 460130305,460130305,100,100,14.25,206.6084,-75.9561,4,2,3083.0,0.382057,0.371091,102.708,DWARF,0,2.014256,126
TIC 292547119,292547119,100,100,14.52,270.4467,-75.4359,4,3,3382.0,0.290478,0.265791,101.313,DWARF,0,1.830226,127
TIC 303918930,303918930,100,100,15.99,278.2502,-64.6355,4,4,3110.0,0.211314,0.180302,119.749,DWARF,0,1.847857,128
TIC 168275403,168275403,100,100,15.47,154.0246,-27.4235,1,1,4016.0,0.624021,0.607261,483.2,DWARF,0,2.684398,129
TIC 423492628,423492628,100,100,14.38,168.8679,-22.8696,1,2,3421.0,0.347583,0.331415,119.432,DWARF,0,1.958117,130
TIC 289737935,289737935,100,100,14.62,160.7511,-14.0597,1,3,31000.0,0.18,0.47,1762.85,DWARF,2,1.434545,131
TIC 284040942,284040942,100,100,15.85,152.401,-17.8996,1,4,3902.0,0.659666,0.634322,,DWARF,0,2.808648,132
TIC 300306169,300306169,100,100,14.01,170.8388,-48.4967,2,1,3229.0,0.378431,0.366943,101.122,DWARF,0,1.957973,133
TIC 72817681,72817681,100,100,14.06,188.5837,-46.7951,2,2,3254.0,0.330183,0.311303,87.0154,DWARF,0,1.849509,134
TIC 181063549,181063549,100,100,15.42,173.3889,-39.2191,2,3,3197.0,0.254258,0.225483,118.168,DWARF,0,1.894549,135
TIC 49046625,49046625,100,100,15.47,164.3192,-35.2153,2,4,2855.0,0.250527,0.221431,94.7397,DWARF,0,1.891709,136
TIC 411684478,411684478,100,100,14.71,189.3761,-56.6163,3,1,3023.0,0.341625,0.324526,109.063,DWARF,0,2.009099,137
TIC 338529949,338529949,100,100,14.49,189.63,-61.476,3,2,2983.0,0.357027,0.342323,103.289,DWARF,0,2.003402,138
TIC 341448790,341448790,100,100,14.29,203.0479,-71.7941,3,3,2954.0,0.376715,0.364977,98.3321,DWARF,0,2.010026,139
TIC 208170106,208170106,100,100,15.41,208.1033,-55.0339,3,4,2921.0,0.304739,0.282031,118.882,DWARF,0,2.049856,140
TIC 260023402,260023402,100,100,15.47,224.5425,-66.2409,4,1,3539.0,0.362063,0.348132,178.729,DWARF,0,2.211568,141
TIC 310055130,310055130,100,100,14.36,250.3805,-72.0118,4,2,3356.0,0.395923,0.386869,132.122,DWARF,0,2.067221,142
TIC 384818441,384818441,100,100,15.06,261.7207,-78.1754,4,3,2957.0,0.271879,0.244893,93.2827,DWARF,0,1.880751,143
TIC 307057457,307057457,100,100,15.67,267.1252,-62.7047,4,4,3196.0,0.232533,0.202208,116.725,DWARF,0,1.866969,144
TIC 434486077,434486077,100,100,14.39,156.5725,-23.5081,1,1,4966.0,0.824288,0.82,638.972,DWARF,0,2.710158,145
TIC 437288021,437288021,100,100,14.96,174.1919,-19.6142,1,2,3224.0,0.306798,0.284388,118.983,DWARF,0,1.965705,146
TIC 391825813,391825813,100,100,15.98,160.2204,-13.2928,1,3,34000.0,0.143,0.47,2461.53,DWARF,2,1.506672,147
TIC 410301418,410301418,100,100,15.14,149.9988,-19.021,1,4,6191.0,1.00901,1.19,1671.34,DWARF,0,3.035791,148
TIC 82104938,82104938,100,100,14.62,168.6929,-48.4846,2,1,3415.0,0.350513,0.334801,132.289,DWARF,0,2.013408,149
TIC 288096435,288096435,100,100,14.02,187.089,-48.6522,2,2,3313.0,0.363853,0.350195,98.34,DWARF,0,1.925852,150
TIC 181239372,181239372,100,100,15.99,175.0722,-37.1781,2,3,3126.0,0.223768,0.193052,129.144,DWARF,0,1.897596,151
TIC 29847084,29847084,100,100,14.39,165.9646,-37.1967,2,4,2996.0,0.322599,0.302552,84.7393,DWARF,0,1.895326,152
TIC 253465344,253465344,100,100,14.77,197.0566,-56.9732,3,1,2982.0,0.338121,0.320476,105.99,DWARF,0,2.012144,153
TIC 309663845,309663845,100,100,15.4,184.7831,-64.0603,3,2,2916.0,0.29237,0.267936,108.861,DWARF,0,2.011866,154
TIC 281742840,281742840,100,100,14.48,186.2698,-65.9951,3,3,3028.0,0.361653,0.34766,103.269,DWARF,0,2.012584,155
TIC 325586784,325586784,100,100,15.64,209.6496,-61.9147,3,4,3215.0,0.289942,0.265183,148.969,DWARF,0,2.052622,156
TIC 298388996,298388996,100,100,14.12,242.7789,-63.9934,4,1,3537.0,0.507162,0.505089,175.153,DWARF,0,2.234293,157
TIC 406941990,406941990,100,100,15.84,229.4522,-80.9249,4,2,3103.0,0.284952,0.259545,153.68,DWARF,0,2.077543,158
TIC 422138213,422138213,100,100,14.05,280.8779,-73.1198,4,3,3395.0,0.346269,0.329896,99.0488,DWARF,0,1.888827,159
TIC 381048393,381048393,100,100,15.9,270.8759,-62.1762,4,4,3298.0,0.220996,0.190188,135.632,DWARF,0,1.868769,160
TIC 71494700,71494700,100,100,15.45,155.5685,-31.9934,1,1,5502.0,0.841553,0.97,1271.48,DWARF,0,2.940163,161
TIC 1590837,1590837,100,100,15.16,170.8347,-16.751,1,2,3171.0,0.293788,0.269546,122.239,DWARF,0,1.968068,162
TIC 289818817,289818817,100,100,15.21,161.0126,-17.4144,1,3,31000.0,0.18,0.47,1356.78,DWARF,2,1.552545,163
TIC 358930371,358930371,100,100,15.19,151.6716,-18.4162,1,4,5691.0,1.16266,1.01,1685.32,DWARF,0,3.168905,164
TIC 92692990,92692990,100,100,14.27,173.6949,-48.922,2,1,3342.0,0.386234,0.375859,122.386,DWARF,0,2.027701,165
TIC 21615680,21615680,100,100,14.8,180.3036,-47.5787,2,2,3292.0,0.309622,0.287625,116.991,DWARF,0,1.941664,166
TIC 107112659,107112659,100,100,15.71,182.9493,-33.9166,2,3,3146.0,0.244992,0.21546,126.044,DWARF,0,1.920304,167
TIC 448589888,448589888,100,100,14.41,166.3016,-35.6967,2,4,3349.0,0.347212,0.330986,115.063,DWARF,0,1.963189,168
TIC 406376196,406376196,100,100,14.55,198.0092,-54.5575,3,1,3086.0,0.357855,0.343279,112.702,DWARF,0,2.017414,169
TIC 466713984,466713984,100,100,14.55,166.7506,-61.9079,3,2,3049.0,0.35641,0.341612,103.825,DWARF,0,2.0139,170
TIC 405142856,405142856,100,100,15.45,185.6336,-66.5856,3,3,2941.0,0.290032,0.265286,112.735,DWARF,0,2.014892,171
TIC 208575791,208575791,100,100,14.24,208.7988,-54.5111,3,4,3215.0,0.400801,0.392384,119.002,DWARF,0,2.053858,172
TIC 362829950,362829950,100,100,15.61,247.2648,-66.4953,4,1,3306.0,0.364944,0.351452,200.72,DWARF,0,2.246452,173
TIC 384514862,384514862,100,100,14.26,253.1595,-81.2252,4,2,3423.0,0.410437,0.403212,135.137,DWARF,0,2.078493,174
TIC 382150493,382150493,100,100,15.04,285.91,-69.5654,4,3,3210.0,0.277564,0.251241,108.027,DWARF,0,1.894726,175
TIC 304582148,304582148,100,100,14.83,260.0723,-61.6292,4,4,3371.0,0.285666,0.26035,113.533,DWARF,0,1.877717,176
TIC 308934436,308934436,100,100,15.51,150.6116,-25.3589,1,1,5195.0,0.906082,0.88,1275.73,DWARF,0,3.016335,177
TIC 461166758,461166758,100,100,14.91,171.8977,-24.2537,1,2,3293.0,0.311699,0.290009,124.712,DWARF,0,1.969471,178
TIC 385307168,385307168,100,100,15.65,167.6657,-14.8665,1,3,31000.0,0.18,0.47,1090.65,DWARF,2,1.640545,179
TIC 36879659,36879659,100,100,15.47,156.3222,-9.3447,1,4,33500.0,0.113,0.47,1695.24,DWARF,2,1.200157,180
TIC 162208589,162208589,100,100,14.71,168.762,-43.9745,2,1,3383.0,0.352573,0.337181,137.829,DWARF,0,2.036498,181
TIC 72987984,72987984,100,100,14.14,189.2705,-44.3222,2,2,2937.0,0.364701,0.351172,87.8662,DWARF,0,1.951874,182
TIC 157267002,157267002,100,100,15.52,176.507,-33.2311,2,3,3188.0,0.258947,0.230607,121.752,DWARF,0,1.930422,183
TIC 106369570,106369570,100,100,14.85,159.0857,-41.5167,2,4,2994.0,0.318043,0.297303,104.921,DWARF,0,1.974972,184
TIC 333573299,333573299,100,100,14.24,181.9682,-52.5552,3,1,3168.0,0.384532,0.373918,108.004,DWARF,0,2.017865,185
TIC 450561772,450561772,100,100,14.36,186.5478,-63.7634,3,2,2937.0,0.378679,0.367227,102.332,DWARF,0,2.028542,186
TIC 179985405,179985405,100,100,14.67,188.6662,-65.7209,3,3,2988.0,0.348361,0.332313,107.04,DWARF,0,2.018059,187
TIC 256703709,256703709,100,100,14.55,200.3121,-59.1184,3,4,2987.0,0.374603,0.362555,109.736,DWARF,0,2.057143,188
TIC 423673786,423673786,100,100,15.13,235.367,-64.0767,4,1,3250.0,0.41601,0.409432,176.504,DWARF,0,2.264208,189
TIC 426266623,426266623,100,100,15.0,240.1768,-75.5228,4,2,3390.0,0.352804,0.337447,158.089,DWARF,0,2.095067,190
TIC 304732716,304732716,100,100,15.26,278.9086,-67.2427,4,3,3149.0,0.268134,0.240733,109.756,DWARF,0,1.908704,191
TIC 304341456,304341456,100,100,15.27,275.8824,-66.4875,4,4,3217.0,0.258841,0.230491,112.219,DWARF,0,1.880066,192
TIC 71222742,71222742,100,100,15.76,154.1462,-31.4669,1,1,5893.0,0.859142,1.07,1684.76,DWARF,0,3.02013,193
TIC 20491438,20491438,100,100,15.15,168.8043,-26.0515,1,2,3284.0,0.296698,0.272855,127.937,DWARF,0,1.974629,194
TIC 181804209,181804209,100,100,15.79,165.7664,-14.4243,1,3,31000.0,0.18,0.47,1836.15,DWARF,2,1.668545,195
TIC 293603085,293603085,100,100,14.51,149.5444,-16.0978,1,4,50000.0,0.147,0.5,1457.32,DWARF,2,1.236635,196
TIC 94175577,94175577,100,100,14.57,176.7643,-51.1695,2,1,3047.0,0.369738,0.356968,114.512,DWARF,0,2.049788,197
TIC 73484573,73484573,100,100,14.5,191.1578,-43.5276,2,2,3301.0,0.336707,0.318841,112.148,DWARF,0,1.954504,198
TIC 142278120,142278120,100,100,15.88,180.725,-33.2292,2,3,3160.0,0.239441,0.209522,133.182,DWARF,0,1.934397,199
TIC 158150879,158150879,100,100,15.81,162.1282,-38.6134,2,4,3263.0,0.256193,0.227594,141.119,DWARF,0,1.979135,200
TIC 273384330,273384330,100,100,14.35,185.8615,-52.7123,3,1,3021.0,0.378275,0.366765,102.427,DWARF,0,2.025615,201
TIC 405378236,405378236,100,100,14.28,184.1628,-58.4761,3,2,3076.0,0.386764,0.376463,109.826,DWARF,0,2.030892,202
TIC 360765786,360765786,100,100,14.79,190.2204,-72.6052,3,3,3102.0,0.339205,0.321729,116.254,DWARF,0,2.018924,203
TIC 289973652,289973652,100,100,14.55,205.0389,-55.5949,3,4,3083.0,0.380068,0.368817,,DWARF,0,2.069723,204
TIC 298530700,298530700,100,100,15.84,242.6071,-60.4189,4,1,3206.0,0.354708,0.339646,203.171,DWARF,0,2.267742,205
