target,tic_id,sectors,artifact_epoch_btjd,prior_depth_snr,prior_passes,prior_period_days,prior_pipeline_version,prior_transit_time,shared_epochs_seen,source_campaigns
TIC 68176067,68176067,100,4074.4,11.8326,False,6.387137,processed-lc-v2,4074.080662,4074.4,sector100_expansion_5000
TIC 68177106,68177106,100,4080.8,24.5846,False,1.579728,processed-lc-v2,4074.508776,4080.8,sector100_expansion_5000
TIC 70905821,70905821,100,4080.8,8.9887,True,6.074792,processed-lc-v2,4074.712419,4080.8,sector100_expansion_5000
TIC 71250578,71250578,100,4080.8,5.9995,False,0.876208,processed-lc-v2,4074.713288,4080.8,sector100_expansion_5000
TIC 71250579,71250579,100,4080.8,5.6007,False,1.36589,processed-lc-v2,4074.769538,4080.8,sector100_expansion_5000
TIC 71670639,71670639,100,4080.8,5.0577,False,0.511046,processed-lc-v2,4074.827674,4080.8,sector100_expansion_5000
TIC 71733813,71733813,100,4080.8,5.0767,False,0.597706,processed-lc-v2,4074.322254,4080.8,sector100_expansion_5000
TIC 71733814,71733814,100,4080.8,5.8653,False,9.238076,processed-lc-v2,4076.721212,4080.8,sector100_expansion_5000
TIC 72499657,72499657,100,4074.4,61.619,False,1.24328,processed-lc-v2,4074.426591,4074.4,sector100_expansion_5000
TIC 72818359,72818359,100,4080.8,6.5624,False,0.83695,processed-lc-v2,4074.28362,4080.8,sector100_expansion_5000
TIC 73303344,73303344,100,4074.4,9.7782,False,0.68447,processed-lc-v2,4074.620473,4074.4,sector100_expansion_5000
TIC 73305532,73305532,100,4074.4,6.0009,False,5.006183,processed-lc-v2,4077.185646,4074.4,sector100_expansion_5000
TIC 73485654,73485654,100,4080.8,10.8765,False,1.002958,processed-lc-v2,4074.120237,4080.8,sector100_expansion_5000
TIC 73714894,73714894,100,4074.4,58.5734,False,0.844257,processed-lc-v2,4074.431466,4074.4,sector100_expansion_5000
TIC 73794653,73794653,100,4080.8,10.9676,True,9.177568,processed-lc-v2,4080.78355,4080.8,sector100_expansion_5000
TIC 74741564,74741564,100,4074.4,15.8859,True,6.075036,processed-lc-v2,4075.02413,4074.4,sector100_expansion_5000
TIC 80933690,80933690,100,4080.8,8.8735,False,0.519732,processed-lc-v2,4074.372788,4080.8,sector100_expansion_5000
TIC 81003959,81003959,100,4080.8,20.6738,False,0.794218,processed-lc-v2,4074.612536,4080.8,sector100_expansion_5000
TIC 81003962,81003962,100,4080.8,32.2073,False,0.792656,processed-lc-v2,4074.633369,4080.8,sector100_expansion_5000
TIC 81699706,81699706,100,4074.4,28.419,False,6.091601,processed-lc-v2,4074.584397,4074.4,sector100_expansion_5000
TIC 81785393,81785393,100,4080.8,5.3299,False,5.79256,processed-lc-v2,4075.098575,4080.8,sector100_expansion_5000
TIC 81785400,81785400,100,4080.8,7.3933,False,0.825798,processed-lc-v2,4074.316283,4080.8,sector100_expansion_5000
TIC 82321632,82321632,100,4080.8,15.2397,True,9.159826,processed-lc-v2,4080.778735,4080.8,sector100_expansion_5000
TIC 82882503,82882503,100,4080.8,7.1549,True,6.73994,processed-lc-v2,4074.040247,4080.8,sector100_expansion_5000
TIC 91531787,91531787,100,4080.8,6.3343,False,3.355625,processed-lc-v2,4074.20282,4080.8,sector100_expansion_5000
TIC 91730317,91730317,100,4080.8,12.8845,True,5.570415,processed-lc-v2,4076.419721,4080.8,sector100_expansion_5000
TIC 92093079,92093079,100,4080.8,5.3145,False,2.564948,processed-lc-v2,4076.143422,4080.8,sector100_expansion_5000
TIC 92757286,92757286,100,4080.8,12.7164,False,8.190952,processed-lc-v2,4074.127653,4080.8,sector100_expansion_5000
TIC 93001507,93001507,100,4080.8,5.8657,False,2.221383,processed-lc-v2,4076.482371,4080.8,sector100_expansion_5000
TIC 93148662,93148662,100,4080.8,6.7233,False,3.329846,processed-lc-v2,4074.720198,4080.8,sector100_expansion_5000
TIC 94088626,94088626,100,4074.4,108.1689,False,0.549731,processed-lc-v2,4074.471291,4074.4,sector100_expansion_5000
TIC 94346626,94346626,100,4074.4,11.7899,True,8.180231,processed-lc-v2,4074.472331,4074.4,sector100_expansion_5000
TIC 102046331,102046331,100,4080.8,10.3935,True,3.883469,processed-lc-v2,4075.286226,4080.8,sector100_expansion_5000
TIC 102076638,102076638,100,4074.4,7.551,True,8.266061,processed-lc-v2,4078.227516,4074.4,sector100_expansion_5000
TIC 105884066,105884066,100,4080.8,8.877,True,6.658521,processed-lc-v2,4074.184155,4080.8,sector100_expansion_5000
TIC 105992511,105992511,100,4074.4,5.9566,False,0.676081,processed-lc-v2,4074.650374,4074.4,sector100_expansion_5000
TIC 106260535,106260535,100,4080.8,5.1966,False,7.923663,processed-lc-v2,4081.12141,4080.8,sector100_expansion_5000
TIC 106260536,106260536,100,4080.8,5.3303,False,2.211615,processed-lc-v2,4074.851273,4080.8,sector100_expansion_5000
TIC 119863167,119863167,100,4080.8,7.9943,True,6.659123,processed-lc-v2,4074.676908,4080.8,sector100_expansion_5000
TIC 119867023,119867023,100,4074.4,27.9852,True,7.157424,processed-lc-v2,4080.885342,4074.4,sector100_expansion_5000
TIC 134758536,134758536,100,4080.8,7.5733,False,6.74498,processed-lc-v2,4074.058365,4080.8,sector100_expansion_5000
TIC 134976537,134976537,100,4074.4,25.1551,False,0.794861,processed-lc-v2,4074.449731,4074.4,sector100_expansion_5000
TIC 135078221,135078221,100,4080.8,4.3742,False,0.540374,processed-lc-v2,4074.213655,4080.8,sector100_expansion_5000
TIC 141939885,141939885,100,4080.8,7.1014,False,6.775263,processed-lc-v2,4080.739247,4080.8,sector100_expansion_5000
TIC 142312635,142312635,100,4080.8,5.5296,False,0.80405,processed-lc-v2,4074.342316,4080.8,sector100_expansion_5000
TIC 142389148,142389148,100,4074.4,4.9199,False,0.790553,processed-lc-v2,4074.330947,4074.4,sector100_expansion_5000
TIC 144219766,144219766,100,4074.4,83.9004,False,2.002835,processed-lc-v2,4074.357931,4074.4,sector100_expansion_5000
TIC 144289338,144289338,100,4080.8,6.3234,False,6.74991,processed-lc-v2,4074.007937,4080.8,sector100_expansion_5000
TIC 146271266,146271266,100,4080.8,5.3207,False,5.275619,processed-lc-v2,4078.717518,4080.8,sector100_expansion_5000
TIC 146890957,146890957,100,4074.4,5.5565,False,0.765655,processed-lc-v2,4074.450174,4074.4,sector100_expansion_5000
TIC 148498368,148498368,100,4080.8,8.1041,True,6.094325,processed-lc-v2,4075.278125,4080.8,sector100_expansion_5000
TIC 148563078,148563078,100,4080.8,17.3228,False,1.134734,processed-lc-v3-edge-safe,4076.026981,4080.8,sector100_expansion_5000
TIC 148612264,148612264,100,4074.4,14.1104,False,7.529775,processed-lc-v2,4080.114073,4074.4,sector100_expansion_5000
TIC 151738776,151738776,100,4074.4,13.1774,True,7.829797,processed-lc-v2,4078.724127,4074.4,sector100_expansion_5000
TIC 151825527,151825527,100,4080.8,6.9885,False,5.692565,processed-lc-v2,4076.218463,4080.8,sector100_expansion_5000
TIC 152059149,152059149,100,4080.8,4.2777,False,0.582235,processed-lc-v2,4074.396838,4080.8,sector100_expansion_5000
TIC 152397298,152397298,100,4080.8,9.9644,True,6.546992,processed-lc-v2,4079.268358,4080.8,sector100_expansion_5000
TIC 152397300,152397300,100,4080.8,9.889,True,6.546991,processed-lc-v2,4079.264192,4080.8,sector100_expansion_5000
TIC 152479118,152479118,100,4080.8,29.0774,True,9.064873,processed-lc-v2,4076.249633,4080.8,sector100_expansion_5000
TIC 152563846,152563846,100,4080.8,8.2949,True,8.849457,processed-lc-v2,4081.447192,4080.8,sector100_expansion_5000
TIC 157257983,157257983,100,4080.8,5.5724,False,0.839869,processed-lc-v2,4074.125927,4080.8,sector100_expansion_5000
TIC 157257984,157257984,100,4080.8,5.6042,False,0.599814,processed-lc-v2,4074.359261,4080.8,sector100_expansion_5000
TIC 159881887,159881887,100,4080.8,5.2998,False,1.028621,processed-lc-v2,4074.365648,4080.8,sector100_expansion_5000
TIC 160833480,160833480,100,4074.4,7.8636,True,6.595072,processed-lc-v2,4074.400332,4074.4,sector100_expansion_5000
TIC 161738781,161738781,100,4080.8,5.3528,False,1.781781,processed-lc-v2,4075.58035,4080.8,sector100_expansion_5000
TIC 161740136,161740136,100,4074.4,47.6673,False,1.185557,processed-lc-v2,4074.489606,4074.4,sector100_expansion_5000
TIC 162305348,162305348,100,4080.8,13.2983,True,6.910298,processed-lc-v2,4080.315961,4080.8,sector100_expansion_5000
TIC 162363011,162363011,100,4080.8,16.8252,True,6.672376,processed-lc-v2,4079.145169,4080.8,sector100_expansion_5000
TIC 162431488,162431488,100,4080.8,11.6206,False,1.040073,processed-lc-v2,4074.680436,4080.8,sector100_expansion_5000
TIC 162625921,162625921,100,4080.8,6.5215,False,6.742925,processed-lc-v2,4074.016919,4080.8,sector100_expansion_5000
TIC 162809834,162809834,100,4074.4,5.5242,False,0.985922,processed-lc-v2,4074.605204,4074.4,sector100_expansion_5000
TIC 162892242,162892242,100,4080.8,7.7111,False,1.383032,processed-lc-v2,4074.618033,4080.8,sector100_expansion_5000
TIC 162922932,162922932,100,4080.8,18.1432,False,8.877608,processed-lc-v2,4081.350239,4080.8,sector100_expansion_5000
TIC 163028436,163028436,100,4080.8,10.0132,True,6.794493,processed-lc-v2,4080.778344,4080.8,sector100_expansion_5000
TIC 163032300,163032300,100,4080.8,21.7675,True,9.365099,processed-lc-v2,4080.824616,4080.8,sector100_expansion_5000
TIC 163586821,163586821,100,4080.8,17.4476,False,5.330631,processed-lc-v2,4076.678812,4080.8,sector100_expansion_5000
TIC 165290827,165290827,100,4080.8,5.6843,False,5.316798,processed-lc-v2,4077.948093,4080.8,sector100_expansion_5000
TIC 165424163,165424163,100,4080.8,5.3324,False,0.581584,processed-lc-v2,4074.542923,4080.8,sector100_expansion_5000
TIC 165455652,165455652,100,4080.8,6.1115,False,2.811167,processed-lc-v2,4075.972202,4080.8,sector100_expansion_5000
TIC 165903395,165903395,100,4074.4,31.8171,True,1.869222,processed-lc-v2,4074.319847,4074.4,sector100_expansion_5000
TIC 165909066,165909066,100,4074.4,100.3378,True,1.834076,processed-lc-v2,4074.562208,4074.4,sector100_expansion_5000
TIC 167900479,167900479,100,4080.8,12.2411,True,6.069641,processed-lc-v2,4075.150177,4080.8,sector100_expansion_5000
TIC 167905035,167905035,100,4080.8,7.1646,False,5.546728,processed-lc-v2,4075.763741,4080.8,sector100_expansion_5000
TIC 168140976,168140976,100,4074.4,5.4097,False,0.904192,processed-lc-v2,4075.033589,4074.4,sector100_expansion_5000
TIC 168406593,168406593,100,4080.8,6.0351,False,8.593958,processed-lc-v2,4074.541636,4080.8,sector100_expansion_5000
TIC 178535991,178535991,100,4080.8,16.3161,True,6.945421,processed-lc-v2,4080.790009,4080.8,sector100_expansion_5000
TIC 178709444,178709444,100,4080.8,6.1462,False,1.176129,processed-lc-v2,4074.372034,4080.8,sector100_expansion_5000
TIC 179301898,179301898,100,4080.8,7.622,False,5.72165,processed-lc-v2,4075.637011,4080.8,sector100_expansion_5000
TIC 179397129,179397129,100,4074.4,17.2765,False,1.028021,processed-lc-v2,4074.119206,4074.4,sector100_expansion_5000
TIC 181112829,181112829,100,4080.8,6.3266,False,8.367657,processed-lc-v2,4074.018049,4080.8,sector100_expansion_5000
TIC 181112830,181112830,100,4080.8,9.7263,True,8.367657,processed-lc-v2,4074.018049,4080.8,sector100_expansion_5000
TIC 181114779,181114779,100,4080.8,5.7201,False,2.844087,processed-lc-v2,4075.133077,4080.8,sector100_expansion_5000
TIC 181150811,181150811,100,4080.8,6.2032,False,0.519976,processed-lc-v2,4074.146479,4080.8,sector100_expansion_5000
TIC 181804551,181804551,100,4074.4,5.447,False,1.848841,processed-lc-v2,4075.873521,4074.4,sector100_expansion_5000
TIC 188087958,188087958,100,4080.8,9.4505,False,0.710988,processed-lc-v2,4075.109648,4080.8,sector100_expansion_5000
TIC 192942178,192942178,100,4074.4,515.0187,False,1.356074,processed-lc-v2,4075.718637,4074.4,sector100_expansion_5000
TIC 192990045,192990045,100,4080.8,6.0335,False,1.106891,processed-lc-v2,4074.755407,4080.8,sector100_expansion_5000
TIC 193136669,193136669,100,4074.4,205.8547,False,1.553998,processed-lc-v2,4076.028293,4074.4,sector100_expansion_5000
TIC 193270454,193270454,100,4080.8,6.1705,False,0.920416,processed-lc-v2,4074.657417,4080.8,sector100_expansion_5000
TIC 210064349,210064349,100,4074.4,160.8983,False,0.586995,processed-lc-v2,4074.443348,4074.4,sector100_expansion_5000
TIC 210454085,210454085,100,4080.8,52.7309,False,1.234105,processed-lc-v2,4074.619391,4080.8,sector100_expansion_5000
TIC 219698955,219698955,100,4074.4,5.0251,False,0.824187,processed-lc-v2,4075.045208,4074.4,sector100_expansion_5000
TIC 245131517,245131517,100,4080.8,6.2309,False,6.809448,processed-lc-v2,4079.277807,4080.8,sector100_expansion_5000
TIC 253956777,253956777,100,4074.4,38.5073,False,0.770859,processed-lc-v2,4074.119065,4074.4,sector100_expansion_5000
TIC 255985025,255985025,100,4074.4,9.7644,False,1.426945,processed-lc-v2,4074.570374,4074.4,sector100_expansion_5000
TIC 256339165,256339165,100,4080.8,5.4563,False,0.670793,processed-lc-v2,4074.188871,4080.8,sector100_expansion_5000
TIC 257699919,257699919,100,4074.4,23.0922,True,6.507882,processed-lc-v2,4074.385451,4074.4,sector100_expansion_5000
TIC 257699927,257699927,100,4074.4,19.6863,True,6.352303,processed-lc-v2,4074.413228,4074.4,sector100_expansion_5000
TIC 260778617,260778617,100,4080.8,62.9161,False,1.077845,processed-lc-v2,4075.307574,4080.8,sector100_expansion_5000
TIC 261753030,261753030,100,4080.8,36.3945,True,6.337684,processed-lc-v2,4074.435038,4080.8,sector100_expansion_5000
TIC 263020470,263020470,100,4074.4,40.3712,False,6.24233,processed-lc-v2,4080.719151,4074.4,sector100_expansion_5000
TIC 266376971,266376971,100,4080.8,11.4309,True,7.486944,processed-lc-v2,4077.390705,4080.8,sector100_expansion_5000
TIC 268539465,268539465,100,4074.4,141.1338,False,0.817977,processed-lc-v2,4074.728296,4074.4,sector100_expansion_5000
TIC 268539933,268539933,100,4074.4,12.1096,False,0.715697,processed-lc-v2,4074.447398,4074.4,sector100_expansion_5000
TIC 268902533,268902533,100,4074.4,37.8645,False,0.733069,processed-lc-v2,4074.431563,4074.4,sector100_expansion_5000
TIC 270264416,270264416,100,4080.8,6.4079,False,1.23855,processed-lc-v2,4074.554365,4080.8,sector100_expansion_5000
TIC 270991768,270991768,100,4074.4,59.8249,False,6.336108,processed-lc-v2,4075.520417,4074.4,sector100_expansion_5000
TIC 271395468,271395468,100,4074.4,77.863,False,3.663906,processed-lc-v2,4075.903734,4074.4,sector100_expansion_5000
TIC 271825250,271825250,100,4080.8,5.8296,False,1.509896,processed-lc-v2,4074.1027,4080.8,sector100_expansion_5000
TIC 271946648,271946648,100,4080.8,5.0735,False,1.186643,processed-lc-v3-edge-safe,4076.188419,4080.8,sector100_expansion_5000
TIC 272168163,272168163,100,4080.8,23.0624,False,9.518557,processed-lc-v2,4080.748581,4080.8,sector100_expansion_5000
TIC 272482203,272482203,100,4080.8,6.6383,False,0.815898,processed-lc-v2,4074.621575,4080.8,sector100_expansion_5000
TIC 272649679,272649679,100,4080.8,6.9555,False,0.521322,processed-lc-v3-edge-safe,4075.402517,4080.8,sector100_expansion_5000
TIC 273032265,273032265,100,4080.8,62.0885,False,0.873671,processed-lc-v2,4074.223491,4080.8,sector100_expansion_5000
TIC 273052736,273052736,100,4074.4,24.0597,False,0.502563,processed-lc-v2,4074.472476,4074.4,sector100_expansion_5000
TIC 273712085,273712085,100,4080.8,6.7381,False,1.360006,processed-lc-v2,4074.264289,4080.8,sector100_expansion_5000
TIC 273996739,273996739,100,4080.8,49.6775,False,1.117073,processed-lc-v2,4074.86198,4080.8,sector100_expansion_5000
TIC 275546580,275546580,100,4080.8,15.8848,True,9.159519,processed-lc-v2,4080.808145,4080.8,sector100_expansion_5000
TIC 275546599,275546599,100,4080.8,15.2229,True,6.162695,processed-lc-v2,4074.134186,4080.8,sector100_expansion_5000
TIC 280667150,280667150,100,4080.8,30.7364,False,0.536018,processed-lc-v2,4074.073042,4080.8,sector100_expansion_5000
TIC 280667164,280667164,100,4080.8,20.62,False,0.536182,processed-lc-v2,4074.066097,4080.8,sector100_expansion_5000
TIC 281650462,281650462,100,4080.8,15.2215,False,0.523379,processed-lc-v2,4074.39899,4080.8,sector100_expansion_5000
TIC 281650466,281650466,100,4080.8,15.6291,False,0.523379,processed-lc-v2,4074.39899,4080.8,sector100_expansion_5000
TIC 286896393,286896393,100,4074.4,54.0146,False,1.251896,processed-lc-v2,4074.431068,4074.4,sector100_expansion_5000
TIC 287045523,287045523,100,4080.8,7.1559,True,7.027958,processed-lc-v2,4074.735607,4080.8,sector100_expansion_5000
TIC 287078599,287078599,100,4080.8,13.9616,False,5.99684,processed-lc-v2,4075.554701,4080.8,sector100_expansion_5000
TIC 289668177,289668177,100,4074.4,279.1134,False,0.87757,processed-lc-v2,4074.789575,4074.4,sector100_expansion_5000
TIC 289668400,289668400,100,4074.4,6.1959,False,1.109686,processed-lc-v2,4075.523227,4074.4,sector100_expansion_5000
TIC 289669006,289669006,100,4074.4,10.059,True,3.964869,processed-lc-v2,4075.010303,4074.4,sector100_expansion_5000
TIC 289736264,289736264,100,4074.4,9.9612,True,6.216083,processed-lc-v2,4074.587352,4074.4,sector100_expansion_5000
TIC 290674357,290674357,100,4080.8,42.0526,True,7.367515,processed-lc-v2,4080.721768,4080.8,sector100_expansion_5000
TIC 293395175,293395175,100,4080.8,8.4169,True,6.444956,processed-lc-v2,4074.325378,4080.8,sector100_expansion_5000
TIC 293605269,293605269,100,4074.4,6.9158,False,6.15906,processed-lc-v2,4080.321319,4074.4,sector100_expansion_5000
TIC 295338999,295338999,100,4080.8,50.529,True,9.664394,processed-lc-v2,4080.770873,4080.8,sector100_expansion_5000
TIC 296860004,296860004,100,4080.8,6.1633,False,1.643009,processed-lc-v2,4074.595563,4080.8,sector100_expansion_5000
TIC 296881302,296881302,100,4074.4,49.1145,False,1.57264,processed-lc-v2,4075.522704,4074.4,sector100_expansion_5000
TIC 296941561,296941561,100,4080.8,6.2423,False,7.584303,processed-lc-v2,4078.107286,4080.8,sector100_expansion_5000
TIC 297223601,297223601,100,4080.8,16.3263,True,9.997851,processed-lc-v2,4079.016954,4080.8,sector100_expansion_5000
TIC 297661014,297661014,100,4080.8,6.6742,False,7.971182,processed-lc-v2,4075.12836,4080.8,sector100_expansion_5000
TIC 299688946,299688946,100,4080.8,16.1037,True,6.484829,processed-lc-v2,4080.065095,4080.8,sector100_expansion_5000
TIC 299964370,299964370,100,4074.4,24.1161,False,1.406472,processed-lc-v2,4075.272545,4074.4,sector100_expansion_5000
TIC 303653327,303653327,100,4074.4,621.1539,False,0.508894,processed-lc-v2,4074.388787,4074.4,sector100_expansion_5000
TIC 304417560,304417560,100,4080.8,137.1334,False,1.557762,processed-lc-v2,4075.143283,4080.8,sector100_expansion_5000
TIC 305129667,305129667,100,4080.8,17.8524,False,1.231099,processed-lc-v2,4074.124542,4080.8,sector100_expansion_5000
TIC 305368119,305368119,100,4080.8,16.662,True,6.323858,processed-lc-v2,4074.118272,4080.8,sector100_expansion_5000
TIC 305372180,305372180,100,4080.8,12.4622,False,0.892383,processed-lc-v2,4074.648517,4080.8,sector100_expansion_5000
TIC 305374696,305374696,100,4080.8,41.2981,False,0.833492,processed-lc-v2,4074.58291,4080.8,sector100_expansion_5000
TIC 306996324,306996324,100,4080.8,5.0678,False,0.533094,processed-lc-v2,4074.358725,4080.8,sector100_expansion_5000
TIC 307079330,307079330,100,4080.8,4.4979,False,0.532752,processed-lc-v2,4074.246129,4080.8,sector100_expansion_5000
TIC 307265174,307265174,100,4080.8,23.7692,False,0.992485,processed-lc-v2,4074.122568,4080.8,sector100_expansion_5000
TIC 308007414,308007414,100,4080.8,5.1684,False,0.89897,processed-lc-v2,4074.506824,4080.8,sector100_expansion_5000
