target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,selection_rank
TIC 178171401,178171401,105,105,10.58,43.1861,-33.4901,4,1,2375
TIC 91636700,91636700,105,105,10.37,39.3673,-38.0997,4,2,2376
TIC 89254768,89254768,105,105,10.25,58.5097,-27.8468,4,3,2377
TIC 88405265,88405265,105,105,10.52,45.2838,-29.0542,4,4,2378
TIC 100565855,100565855,105,105,12.87,309.3359,-48.637,1,1,2379
TIC 269766236,269766236,105,105,13.71,302.5419,-36.2071,1,3,2380
TIC 79755134,79755134,105,105,12.97,296.2715,-44.6046,1,4,2381
TIC 412050326,412050326,105,105,13.16,337.3398,-62.401,2,4,2382
TIC 67584421,67584421,105,105,13.55,17.0896,-35.6094,3,4,2383
TIC 122609955,122609955,105,105,10.59,40.5164,-32.0818,4,1,2384
TIC 175493109,175493109,105,105,10.37,45.5114,-36.5436,4,2,2385
TIC 142960917,142960917,105,105,10.25,53.4511,-32.5413,4,3,2386
TIC 88465959,88465959,105,105,10.52,46.7692,-26.5777,4,4,2387
TIC 79301671,79301671,105,105,12.88,318.8424,-51.2766,1,1,2388
TIC 300400347,300400347,105,105,13.71,298.5571,-36.4298,1,3,2389
TIC 369956684,369956684,105,105,13.02,299.0609,-45.4574,1,4,2390
TIC 406318573,406318573,105,105,13.26,326.5826,-61.1078,2,4,2391
TIC 102164996,102164996,105,105,13.65,18.5873,-42.6905,3,4,2392
TIC 178156034,178156034,105,105,10.59,42.9204,-32.9014,4,1,2393
TIC 91555165,91555165,105,105,10.38,43.8855,-34.9783,4,2,2394
TIC 166832463,166832463,105,105,10.25,58.3283,-32.5066,4,3,2395
TIC 209456892,209456892,105,105,10.52,46.5969,-30.161,4,4,2396
TIC 91036194,91036194,105,105,12.88,308.9032,-47.6464,1,1,2397
TIC 389348640,389348640,105,105,13.78,310.955,-39.0576,1,3,2398
TIC 61613856,61613856,105,105,13.09,288.5345,-47.2908,1,4,2399
TIC 229805551,229805551,105,105,13.32,329.7529,-55.6343,2,4,2400
TIC 199736295,199736295,105,105,13.75,22.825,-44.6378,3,4,2401
TIC 65345366,65345366,105,105,10.6,39.3379,-28.639,4,1,2402
TIC 153077481,153077481,105,105,10.38,49.7629,-42.144,4,2,2403
TIC 168674338,168674338,105,105,10.25,61.0871,-31.487,4,3,2404
TIC 88338589,88338589,105,105,10.53,43.8971,-29.4164,4,4,2405
TIC 79490419,79490419,105,105,12.89,321.5828,-50.1117,1,1,2406
TIC 269719526,269719526,105,105,13.84,302.3636,-40.336,1,3,2407
TIC 406239686,406239686,105,105,13.1,293.2441,-51.0244,1,4,2408
TIC 277751234,277751234,105,105,13.42,330.5885,-61.8777,2,4,2409
TIC 42057110,42057110,105,105,13.85,24.6747,-38.702,3,4,2410
TIC 122557520,122557520,105,105,10.6,39.5842,-34.497,4,1,2411
TIC 165165739,165165739,105,105,10.38,47.3557,-35.9241,4,2,2412
TIC 168785676,168785676,105,105,10.25,63.1163,-34.2167,4,3,2413
TIC 88482318,88482318,105,105,10.53,47.3795,-28.9812,4,4,2414
TIC 360822008,360822008,105,105,12.91,304.2332,-55.8748,1,1,2415
TIC 129580709,129580709,105,105,13.86,305.7044,-43.5033,1,3,2416
TIC 62301042,62301042,105,105,13.12,291.4774,-43.6255,1,4,2417
TIC 231695233,231695233,105,105,13.47,323.3658,-59.8483,2,4,2418
TIC 41993553,41993553,105,105,13.96,23.4532,-40.3514,3,4,2419
TIC 122558307,122558307,105,105,10.6,39.7478,-34.3764,4,1,2420
TIC 209458267,209458267,105,105,10.38,46.7423,-34.4637,4,2,2421
TIC 176799149,176799149,105,105,10.25,48.6785,-33.2835,4,3,2422
TIC 88523474,88523474,105,105,10.53,48.0283,-26.4088,4,4,2423
TIC 220347029,220347029,105,105,12.95,307.6826,-57.607,1,1,2424
TIC 61732255,61732255,105,105,13.13,289.1301,-45.4142,1,4,2425
TIC 406344319,406344319,105,105,13.49,328.2701,-61.3708,2,4,2426
TIC 122576805,122576805,105,105,10.6,40.2625,-35.2978,4,1,2427
TIC 209462375,209462375,105,105,10.38,47.2271,-35.4523,4,2,2428
TIC 176829955,176829955,105,105,10.25,48.8625,-32.3621,4,3,2429
TIC 88524706,88524706,105,105,10.53,48.1597,-28.9521,4,4,2430
TIC 79490421,79490421,105,105,12.98,321.5829,-50.1126,1,1,2431
TIC 355130708,355130708,105,105,13.19,299.204,-43.6326,1,4,2432
TIC 370241283,370241283,105,105,13.5,327.6641,-59.3569,2,4,2433
TIC 72705652,72705652,105,105,10.61,33.967,-27.0159,4,1,2434
TIC 321052245,321052245,105,105,10.38,43.7972,-36.7966,4,2,2435
TIC 142832854,142832854,105,105,10.26,50.1471,-34.5519,4,3,2436
TIC 88524923,88524923,105,105,10.53,48.3249,-29.547,4,4,2437
TIC 220369034,220369034,105,105,12.99,308.2912,-58.1571,1,1,2438
TIC 79754655,79754655,105,105,13.2,296.1842,-43.9851,1,4,2439
TIC 140052200,140052200,105,105,13.57,330.1679,-53.885,2,4,2440
TIC 178154213,178154213,105,105,10.61,42.6509,-31.8828,4,1,2441
TIC 323297636,323297636,105,105,10.38,52.9689,-40.9705,4,2,2442
TIC 142884375,142884375,105,105,10.26,51.6189,-32.4185,4,3,2443
TIC 89045198,89045198,105,105,10.53,47.5575,-30.1852,4,4,2444
TIC 100327960,100327960,105,105,13.0,307.3352,-51.4967,1,1,2445
TIC 143290555,143290555,105,105,13.24,293.5251,-42.6819,1,4,2446
TIC 197987557,197987557,105,105,13.6,334.9587,-58.2716,2,4,2447
TIC 32452415,32452415,105,105,10.62,27.7605,-32.4526,4,1,2448
TIC 79548090,79548090,105,105,10.39,50.9302,-42.3943,4,2,2449
TIC 142888712,142888712,105,105,10.26,51.9653,-33.9771,4,3,2450
TIC 144653562,144653562,105,105,10.53,54.0774,-24.2806,4,4,2451
TIC 101509239,101509239,105,105,13.01,301.6104,-53.5802,1,1,2452
TIC 79920467,79920467,105,105,13.3,297.1103,-43.0181,1,4,2453
TIC 370239521,370239521,105,105,13.72,327.601,-53.9768,2,4,2454
TIC 70514998,70514998,105,105,10.63,32.7866,-32.0724,4,1,2455
TIC 152358436,152358436,105,105,10.4,42.366,-36.2401,4,2,2456
TIC 144653241,144653241,105,105,10.26,54.1416,-26.1785,4,3,2457
TIC 65517157,65517157,105,105,10.54,43.3585,-28.5095,4,4,2458
TIC 219962914,219962914,105,105,13.02,305.6685,-56.8651,1,1,2459
TIC 62118505,62118505,105,105,13.35,290.6443,-43.3046,1,4,2460
TIC 2026553042,2026553042,105,105,13.72,338.6572,-59.9079,2,4,2461
TIC 122670341,122670341,105,105,10.63,42.1521,-29.9804,4,1,2462
TIC 159967593,159967593,105,105,10.4,49.8725,-40.7672,4,2,2463
TIC 168703526,168703526,105,105,10.26,62.186,-30.6243,4,3,2464
TIC 144496421,144496421,105,105,10.54,49.7028,-27.0416,4,4,2465
TIC 219290316,219290316,105,105,13.03,311.2013,-58.0584,1,1,2466
TIC 158210088,158210088,105,105,13.46,287.112,-48.26,1,4,2467
TIC 370326489,370326489,105,105,13.82,341.4535,-59.3491,2,4,2468
TIC 70555490,70555490,105,105,10.64,33.8389,-31.1466,4,1,2469
TIC 175531823,175531823,105,105,10.4,45.7273,-37.4459,4,2,2470
TIC 325691009,325691009,105,105,10.26,56.5971,-28.6436,4,3,2471
TIC 257554758,257554758,105,105,10.54,46.3715,-21.846,4,4,2472
TIC 360912453,360912453,105,105,13.05,307.3105,-54.9373,1,1,2473
TIC 79753162,79753162,105,105,13.47,296.2634,-42.1475,1,4,2474
TIC 406345204,406345204,105,105,13.87,328.7885,-60.7507,2,4,2475
TIC 146246874,146246874,105,105,10.65,34.3417,-31.4235,4,1,2476
TIC 165124210,165124210,105,105,10.41,46.1829,-38.32,4,2,2477
TIC 44629102,44629102,105,105,10.27,49.9999,-33.0845,4,3,2478
TIC 88347534,88347534,105,105,10.55,44.3297,-28.4909,4,4,2479
TIC 231620211,231620211,105,105,13.11,315.6174,-58.0567,1,1,2480
TIC 143348170,143348170,105,105,13.5,293.9077,-44.1499,1,4,2481
TIC 143894194,143894194,105,105,13.88,332.1066,-53.259,2,4,2482
TIC 146284310,146284310,105,105,10.65,36.258,-32.5289,4,1,2483
TIC 175492350,175492350,105,105,10.41,45.3344,-39.6875,4,2,2484
TIC 89239921,89239921,105,105,10.27,58.394,-27.1418,4,3,2485
TIC 88480747,88480747,105,105,10.55,47.2319,-28.2891,4,4,2486
TIC 79301672,79301672,105,105,13.17,318.8438,-51.2754,1,1,2487
TIC 299692103,299692103,105,105,13.51,295.7957,-40.205,1,4,2488
TIC 144067198,144067198,105,105,13.88,337.6186,-52.7427,2,4,2489
TIC 122608761,122608761,105,105,10.66,40.468,-32.9756,4,1,2490
TIC 215335274,215335274,105,105,10.41,42.956,-36.2916,4,2,2491
TIC 144597548,144597548,105,105,10.27,52.8963,-29.0997,4,3,2492
TIC 423782008,423782008,105,105,10.55,52.0287,-24.8813,4,4,2493
TIC 469869546,469869546,105,105,13.27,321.2907,-49.5336,1,1,2494
TIC 62223401,62223401,105,105,13.52,290.9423,-47.7882,1,4,2495
TIC 197765610,197765610,105,105,13.93,326.9682,-56.3742,2,4,2496
TIC 122670263,122670263,105,105,10.67,41.9441,-30.367,4,1,2497
TIC 308243264,308243264,105,105,10.41,46.57,-37.0346,4,2,2498
TIC 166870648,166870648,105,105,10.27,59.1741,-32.2715,4,3,2499
TIC 88338460,88338460,105,105,10.56,43.894,-28.593,4,4,2500
TIC 79303567,79303567,105,105,13.3,319.0475,-49.3498,1,1,2501
TIC 128842909,128842909,105,105,13.52,300.6939,-44.7231,1,4,2502
TIC 122686379,122686379,105,105,10.67,42.2269,-30.8712,4,1,2503
TIC 79564036,79564036,105,105,10.42,51.3359,-42.747,4,2,2504
TIC 166873855,166873855,105,105,10.27,59.4677,-35.5929,4,3,2505
TIC 88405323,88405323,105,105,10.56,45.2523,-29.3507,4,4,2506
TIC 79154773,79154773,105,105,13.32,316.5629,-51.2524,1,1,2507
TIC 271281625,271281625,105,105,13.54,292.2537,-42.734,1,4,2508
TIC 91542112,91542112,105,105,10.68,43.6336,-32.7702,4,1,2509
TIC 146761368,146761368,105,105,10.42,46.1732,-44.6604,4,2,2510
TIC 168674140,168674140,105,105,10.27,61.1339,-32.4758,4,3,2511
TIC 144504382,144504382,105,105,10.56,50.1014,-25.203,4,4,2512
TIC 100263315,100263315,105,105,13.49,306.501,-48.9205,1,1,2513
TIC 425799931,425799931,105,105,13.54,294.4175,-43.0656,1,4,2514
TIC 70524163,70524163,105,105,10.69,33.1541,-35.3909,4,1,2515
TIC 209453203,209453203,105,105,10.42,46.0527,-34.0974,4,2,2516
TIC 168728149,168728149,105,105,10.27,62.5521,-33.2578,4,3,2517
TIC 209429630,209429630,105,105,10.56,45.2593,-30.2102,4,4,2518
TIC 166578649,166578649,105,105,13.57,305.5928,-49.4947,1,1,2519
TIC 62227842,62227842,105,105,13.56,291.0955,-43.6394,1,4,2520
TIC 122670258,122670258,105,105,10.7,41.9003,-30.3988,4,1,2521
TIC 159989783,159989783,105,105,10.43,50.7759,-38.9129,4,2,2522
TIC 209458520,209458520,105,105,10.27,46.7506,-33.1811,4,3,2523
TIC 423781493,423781493,105,105,10.56,51.9106,-25.7166,4,4,2524
TIC 100414663,100414663,105,105,13.59,308.3042,-51.1544,1,1,2525
TIC 60893065,60893065,105,105,13.6,285.8945,-46.8607,1,4,2526
TIC 91543208,91543208,105,105,10.71,43.7862,-31.983,4,1,2527
TIC 152972120,152972120,105,105,10.44,48.0119,-42.5341,4,2,2528
TIC 89263366,89263366,105,105,10.28,58.8094,-29.203,4,3,2529
TIC 88338227,88338227,105,105,10.57,43.9483,-27.1838,4,4,2530
TIC 387267717,387267717,105,105,13.63,312.0824,-59.1612,1,1,2531
TIC 80061566,80061566,105,105,13.62,297.9038,-45.4365,1,4,2532
TIC 122522333,122522333,105,105,10.71,38.5831,-31.8485,4,1,2533
TIC 308242559,308242559,105,105,10.44,46.5248,-40.6677,4,2,2534
TIC 142850916,142850916,105,105,10.28,50.1883,-31.3092,4,3,2535
TIC 88405602,88405602,105,105,10.57,45.2927,-28.8586,4,4,2536
TIC 355544723,355544723,105,105,13.65,320.3606,-54.0763,1,1,2537
TIC 129032143,129032143,105,105,13.62,301.5586,-43.6986,1,4,2538
TIC 122557547,122557547,105,105,10.71,39.5863,-34.5613,4,1,2539
TIC 165160847,165160847,105,105,10.45,46.9498,-38.1773,4,2,2540
TIC 142884338,142884338,105,105,10.28,51.6558,-32.3359,4,3,2541
TIC 88523013,88523013,105,105,10.57,48.0383,-29.2528,4,4,2542
TIC 201688405,201688405,105,105,13.84,300.5568,-54.4349,1,1,2543
TIC 101512805,101512805,105,105,13.66,301.4825,-48.2696,1,4,2544
TIC 122671520,122671520,105,105,10.71,42.2643,-34.0675,4,1,2545
TIC 147470602,147470602,105,105,10.46,41.5743,-39.4802,4,2,2546
TIC 142931052,142931052,105,105,10.28,52.3728,-34.934,4,3,2547
TIC 144522836,144522836,105,105,10.57,50.9092,-25.597,4,4,2548
TIC 369985217,369985217,105,105,13.96,307.3921,-47.7906,1,1,2549
TIC 369984456,369984456,105,105,13.71,306.3162,-46.6564,1,4,2550
TIC 91638759,91638759,105,105,10.72,39.7165,-36.4897,4,1,2551
TIC 159966246,159966246,105,105,10.46,49.6617,-37.9139,4,2,2552
TIC 142937789,142937789,105,105,10.28,52.5146,-31.7756,4,3,2553
TIC 209459275,209459275,105,105,10.57,46.8185,-31.1632,4,4,2554
TIC 231629787,231629787,105,105,14.0,317.1794,-56.6184,1,1,2555
TIC 404057315,404057315,105,105,13.75,292.0329,-48.5917,1,4,2556
TIC 122557833,122557833,105,105,10.72,39.7359,-35.8112,4,1,2557
TIC 79563287,79563287,105,105,10.47,51.1153,-45.2437,4,2,2558
TIC 142939955,142939955,105,105,10.28,52.6917,-31.9746,4,3,2559
TIC 88570855,88570855,105,105,10.58,48.8564,-27.6965,4,4,2560
TIC 62119081,62119081,105,105,13.78,290.7042,-43.8044,1,4,2561
TIC 122614411,122614411,105,105,10.72,41.2282,-33.5163,4,1,2562
TIC 153046525,153046525,105,105,10.47,49.2785,-43.8918,4,2,2563
TIC 143030021,143030021,105,105,10.28,54.7971,-35.2296,4,3,2564
TIC 144481230,144481230,105,105,10.59,49.2876,-25.714,4,4,2565
TIC 79957784,79957784,105,105,13.8,297.364,-42.7123,1,4,2566
TIC 122617317,122617317,105,105,10.72,41.6861,-31.1791,4,1,2567
TIC 159894243,159894243,105,105,10.47,48.4139,-37.4346,4,2,2568
TIC 143043749,143043749,105,105,10.28,55.2236,-30.1124,4,3,2569
TIC 144504005,144504005,105,105,10.59,50.114,-27.3463,4,4,2570
TIC 158438868,158438868,105,105,13.81,289.2254,-48.7829,1,4,2571
TIC 122670720,122670720,105,105,10.72,42.1166,-32.2691,4,1,2572
TIC 159924846,159924846,105,105,10.47,49.1501,-40.0862,4,2,2573
TIC 89116358,89116358,105,105,10.29,55.5586,-28.5773,4,3,2574
TIC 209452228,209452228,105,105,10.59,45.8318,-31.2669,4,4,2575
TIC 143463471,143463471,105,105,13.82,294.8629,-45.0612,1,4,2576
TIC 123365543,123365543,105,105,10.72,31.2353,-32.576,4,1,2577
TIC 165161730,165161730,105,105,10.47,47.042,-35.9047,4,2,2578
TIC 89205842,89205842,105,105,10.29,58.0762,-27.353,4,3,2579
TIC 88525424,88525424,105,105,10.6,48.2682,-26.5296,4,4,2580
TIC 7085366,7085366,105,105,13.84,286.0655,-48.0728,1,4,2581
TIC 122616339,122616339,105,105,10.73,41.5525,-33.8976,4,1,2582
TIC 301051650,301051650,105,105,10.47,49.9913,-46.0432,4,2,2583
TIC 144576548,144576548,105,105,10.29,52.7599,-29.292,4,3,2584
TIC 92228371,92228371,105,105,10.6,48.9445,-29.284,4,4,2585
TIC 62120732,62120732,105,105,13.84,290.6102,-45.4107,1,4,2586
TIC 122609481,122609481,105,105,10.74,40.5884,-34.8321,4,1,2587
TIC 308267224,308267224,105,105,10.47,52.1526,-40.1444,4,2,2588
TIC 166899336,166899336,105,105,10.29,59.9379,-30.0905,4,3,2589
TIC 144514750,144514750,105,105,10.6,50.543,-26.5189,4,4,2590
TIC 128706893,128706893,105,105,13.84,299.4352,-45.8105,1,4,2591
TIC 122617622,122617622,105,105,10.74,41.7689,-30.5904,4,1,2592
TIC 91591162,91591162,105,105,10.48,44.2413,-35.508,4,2,2593
TIC 168750914,168750914,105,105,10.29,62.7352,-31.5111,4,3,2594
TIC 137862331,137862331,105,105,10.61,48.3144,-19.5438,4,4,2595
TIC 122669944,122669944,105,105,10.74,42.0307,-32.4578,4,1,2596
TIC 165147336,165147336,105,105,10.48,47.0013,-41.3428,4,2,2597
TIC 325688063,325688063,105,105,10.29,56.3192,-26.4557,4,3,2598
TIC 88480182,88480182,105,105,10.62,47.0922,-28.1704,4,4,2599
TIC 139472191,139472191,105,105,10.74,35.7797,-29.5465,4,1,2600
TIC 165184393,165184393,105,105,10.48,47.7908,-36.25,4,2,2601
TIC 44646384,44646384,105,105,10.3,59.3728,-29.1959,4,3,2602
TIC 88409747,88409747,105,105,10.63,45.7323,-29.1838,4,4,2603
TIC 122609841,122609841,105,105,10.76,40.5799,-32.7855,4,1,2604
TIC 146710597,146710597,105,105,10.49,44.1487,-42.8196,4,2,2605
TIC 89265504,89265504,105,105,10.3,59.0143,-28.4541,4,3,2606
TIC 209461151,209461151,105,105,10.63,47.0565,-30.3624,4,4,2607
TIC 122615351,122615351,105,105,10.76,41.4215,-32.4183,4,1,2608
TIC 159984124,159984124,105,105,10.49,50.2371,-40.9499,4,2,2609
TIC 129809169,129809169,105,105,10.3,54.0188,-36.1866,4,3,2610
TIC 423764347,423764347,105,105,10.63,51.6707,-26.0005,4,4,2611
TIC 138727432,138727432,105,105,10.76,32.9143,-37.893,4,1,2612
TIC 175492026,175492026,105,105,10.49,45.3218,-41.4498,4,2,2613
TIC 129887371,129887371,105,105,10.3,55.9973,-35.9134,4,3,2614
TIC 71336106,71336106,105,105,10.64,43.5199,-28.5024,4,4,2615
TIC 91543105,91543105,105,105,10.77,43.778,-32.6494,4,1,2616
TIC 209462356,209462356,105,105,10.49,47.2629,-35.5638,4,2,2617
TIC 142939409,142939409,105,105,10.3,52.6471,-30.9174,4,3,2618
TIC 88507857,88507857,105,105,10.64,47.711,-27.9236,4,4,2619
TIC 123269681,123269681,105,105,10.77,29.0054,-30.9483,4,1,2620
TIC 91591431,91591431,105,105,10.5,44.3828,-34.6769,4,2,2621
TIC 168675611,168675611,105,105,10.3,61.2943,-34.367,4,3,2622
TIC 88570709,88570709,105,105,10.64,48.7836,-28.5576,4,4,2623
TIC 122609788,122609788,105,105,10.78,40.5513,-33.1278,4,1,2624
TIC 165165803,165165803,105,105,10.5,47.4209,-36.2845,4,2,2625
TIC 176797220,176797220,105,105,10.3,48.4537,-33.3714,4,3,2626
TIC 209429386,209429386,105,105,10.64,45.2623,-31.5461,4,4,2627
TIC 122610632,122610632,105,105,10.78,40.7387,-32.4991,4,1,2628
TIC 165124200,165124200,105,105,10.51,46.2419,-38.2962,4,2,2629
TIC 423762617,423762617,105,105,10.3,51.4562,-28.8094,4,3,2630
TIC 88454549,88454549,105,105,10.65,46.3376,-28.3171,4,4,2631
TIC 122616739,122616739,105,105,10.78,41.629,-35.2184,4,1,2632
TIC 175532610,175532610,105,105,10.51,45.966,-41.937,4,2,2633
TIC 142866592,142866592,105,105,10.31,50.6385,-31.0588,4,3,2634
TIC 144505344,144505344,105,105,10.65,50.2461,-27.9359,4,4,2635
TIC 122618155,122618155,105,105,10.78,41.8191,-34.2059,4,1,2636
TIC 209407306,209407306,105,105,10.51,44.9391,-34.4506,4,2,2637
TIC 142868094,142868094,105,105,10.31,50.9868,-34.3044,4,3,2638
TIC 144514505,144514505,105,105,10.65,50.5275,-25.2411,4,4,2639
TIC 122670089,122670089,105,105,10.79,42.0002,-31.4935,4,1,2640
TIC 147458784,147458784,105,105,10.52,41.2911,-40.8575,4,2,2641
TIC 142873543,142873543,105,105,10.31,51.142,-30.7751,4,3,2642
TIC 257527578,257527578,105,105,10.65,46.2927,-21.9337,4,4,2643
TIC 123318834,123318834,105,105,10.8,29.6766,-32.023,4,1,2644
TIC 91591258,91591258,105,105,10.53,44.3869,-35.7439,4,2,2645
TIC 89202841,89202841,105,105,10.32,57.7548,-29.8715,4,3,2646
TIC 279328510,279328510,105,105,10.65,43.6449,-29.0111,4,4,2647
TIC 122609077,122609077,105,105,10.81,40.3629,-34.5536,4,1,2648
TIC 146803209,146803209,105,105,10.53,46.4167,-43.0695,4,2,2649
TIC 143041361,143041361,105,105,10.32,54.9174,-30.5153,4,3,2650
TIC 88415988,88415988,105,105,10.66,45.9473,-27.4095,4,4,2651
TIC 122609838,122609838,105,105,10.82,40.5901,-32.8341,4,1,2652
TIC 159951784,159951784,105,105,10.53,49.7311,-40.1073,4,2,2653
TIC 144574573,144574573,105,105,10.32,52.499,-28.3554,4,3,2654
TIC 144463567,144463567,105,105,10.67,49.1138,-29.2364,4,4,2655
TIC 91554656,91554656,105,105,10.83,43.8641,-31.9161,4,1,2656
TIC 147470134,147470134,105,105,10.54,41.5909,-36.7315,4,2,2657
TIC 166741952,166741952,105,105,10.32,56.2566,-31.8528,4,3,2658
TIC 144539690,144539690,105,105,10.67,52.3494,-24.5432,4,4,2659
TIC 91642430,91642430,105,105,10.83,40.2026,-36.0842,4,1,2660
TIC 165184155,165184155,105,105,10.54,47.5597,-36.7291,4,2,2661
TIC 176852244,176852244,105,105,10.32,49.8217,-30.2409,4,3,2662
TIC 209458857,209458857,105,105,10.67,46.6817,-31.0742,4,4,2663
TIC 122557617,122557617,105,105,10.83,39.5808,-34.7802,4,1,2664
TIC 165194497,165194497,105,105,10.54,48.2148,-36.9075,4,2,2665
TIC 142930166,142930166,105,105,10.33,52.1872,-32.0008,4,3,2666
TIC 65481161,65481161,105,105,10.68,42.6722,-27.478,4,4,2667
TIC 122556002,122556002,105,105,10.84,39.3949,-35.3246,4,1,2668
TIC 209428912,209428912,105,105,10.54,45.2991,-34.185,4,2,2669
TIC 144621456,144621456,105,105,10.33,53.892,-29.3381,4,3,2670
TIC 88338781,88338781,105,105,10.68,44.0086,-29.2061,4,4,2671
TIC 122617470,122617470,105,105,10.84,41.7365,-30.2543,4,1,2672
TIC 209457934,209457934,105,105,10.54,46.5238,-35.6601,4,2,2673
TIC 166714331,166714331,105,105,10.33,55.9825,-34.2423,4,3,2674
TIC 88524246,88524246,105,105,10.68,48.1375,-26.2609,4,4,2675
TIC 122505766,122505766,105,105,10.85,38.1919,-34.3593,4,1,2676
TIC 91593074,91593074,105,105,10.55,44.5096,-35.5043,4,2,2677
TIC 209463677,209463677,105,105,10.33,47.4463,-32.0535,4,3,2678
TIC 144515009,144515009,105,105,10.68,50.5656,-27.8384,4,4,2679
TIC 122617166,122617166,105,105,10.85,41.7428,-32.2538,4,1,2680
TIC 91639407,91639407,105,105,10.55,39.8282,-39.6279,4,2,2681
TIC 89182964,89182964,105,105,10.34,56.2059,-29.6259,4,3,2682
TIC 178198273,178198273,105,105,10.69,43.5321,-30.1754,4,4,2683
TIC 122617465,122617465,105,105,10.85,41.7423,-30.2804,4,1,2684
TIC 215336200,215336200,105,105,10.55,42.8205,-40.0225,4,2,2685
TIC 166713930,166713930,105,105,10.34,55.8288,-35.4767,4,3,2686
TIC 88478508,88478508,105,105,10.7,46.9339,-29.6603,4,4,2687
TIC 178154226,178154226,105,105,10.85,42.6358,-32.0142,4,1,2688
TIC 308244908,308244908,105,105,10.55,51.6924,-40.0012,4,2,2689
TIC 166933002,166933002,105,105,10.34,60.2416,-31.4907,4,3,2690
TIC 88478971,88478971,105,105,10.7,47.0062,-26.7578,4,4,2691
TIC 70554226,70554226,105,105,10.87,33.5121,-34.7339,4,1,2692
TIC 159989611,159989611,105,105,10.56,50.8025,-37.9742,4,2,2693
TIC 176797879,176797879,105,105,10.34,48.5841,-34.0319,4,3,2694
TIC 88524548,88524548,105,105,10.7,48.1636,-27.9771,4,4,2695
TIC 122575942,122575942,105,105,10.87,40.152,-32.9301,4,1,2696
TIC 209430904,209430904,105,105,10.56,45.6287,-35.1367,4,2,2697
TIC 44679794,44679794,105,105,10.35,60.1981,-28.7718,4,3,2698
TIC 92228490,92228490,105,105,10.7,48.8961,-28.5856,4,4,2699
TIC 123291021,123291021,105,105,10.87,29.3122,-33.1893,4,1,2700
TIC 301051477,301051477,105,105,10.56,49.9767,-45.2362,4,2,2701
TIC 44736094,44736094,105,105,10.35,60.7487,-29.7374,4,3,2702
TIC 88462130,88462130,105,105,10.71,46.4948,-27.1845,4,4,2703
TIC 178170707,178170707,105,105,10.87,43.0394,-31.0915,4,1,2704
TIC 321067696,321067696,105,105,10.56,44.2444,-38.0509,4,2,2705
TIC 89205662,89205662,105,105,10.35,58.1504,-28.1651,4,3,2706
TIC 88531904,88531904,105,105,10.71,48.3983,-26.3949,4,4,2707
TIC 122577063,122577063,105,105,10.89,40.2416,-34.2916,4,1,2708
TIC 91555540,91555540,105,105,10.57,44.0266,-34.7064,4,2,2709
TIC 89265966,89265966,105,105,10.35,59.0969,-28.8419,4,3,2710
TIC 144577263,144577263,105,105,10.71,52.7315,-25.5304,4,4,2711
TIC 122614276,122614276,105,105,10.89,41.2569,-32.5237,4,1,2712
TIC 91591171,91591171,105,105,10.57,44.2507,-35.5589,4,2,2713
TIC 142874975,142874975,105,105,10.35,51.4414,-34.4582,4,3,2714
TIC 88478497,88478497,105,105,10.72,46.9736,-29.711,4,4,2715
TIC 122615092,122615092,105,105,10.89,41.4481,-34.0619,4,1,2716
TIC 165191384,165191384,105,105,10.57,47.8486,-40.6683,4,2,2717
TIC 142976399,142976399,105,105,10.35,53.488,-31.5394,4,3,2718
TIC 144516038,144516038,105,105,10.72,50.6576,-26.3905,4,4,2719
TIC 123270103,123270103,105,105,10.89,28.9156,-33.8572,4,1,2720
TIC 176778195,176778195,105,105,10.57,48.0388,-35.7572,4,2,2721
TIC 166779227,166779227,105,105,10.35,57.4764,-31.7547,4,3,2722
TIC 144463949,144463949,105,105,10.73,49.1056,-26.8962,4,4,2723
TIC 178155343,178155343,105,105,10.89,42.7498,-31.8546,4,1,2724
TIC 129815412,129815412,105,105,10.58,54.7823,-41.8816,4,2,2725
TIC 44670353,44670353,105,105,10.36,60.0316,-28.5962,4,3,2726
TIC 209408612,209408612,105,105,10.73,45.0011,-30.068,4,4,2727
TIC 122577183,122577183,105,105,10.9,40.3497,-33.7988,4,1,2728
TIC 321052399,321052399,105,105,10.59,43.8468,-36.3704,4,2,2729
TIC 140072648,140072648,105,105,10.36,57.2318,-40.0647,4,3,2730
TIC 65482867,65482867,105,105,10.74,42.9611,-29.1853,4,4,2731
TIC 122610697,122610697,105,105,10.9,40.7068,-33.0304,4,1,2732
TIC 159988243,159988243,105,105,10.6,50.5344,-40.6336,4,2,2733
TIC 142984046,142984046,105,105,10.36,54.1115,-30.3783,4,3,2734
TIC 88409413,88409413,105,105,10.74,45.7611,-27.4841,4,4,2735
TIC 123370829,123370829,105,105,10.9,31.9549,-32.1521,4,1,2736
TIC 209457746,209457746,105,105,10.6,46.5785,-34.7231,4,2,2737
TIC 142984065,142984065,105,105,10.36,54.1987,-30.4788,4,3,2738
TIC 88507432,88507432,105,105,10.74,47.6351,-29.3652,4,4,2739
TIC 178198592,178198592,105,105,10.9,43.4733,-32.3287,4,1,2740
TIC 321055026,321055026,105,105,10.6,44.1428,-40.4867,4,2,2741
TIC 166899107,166899107,105,105,10.36,59.8725,-31.0773,4,3,2742
TIC 89045274,89045274,105,105,10.74,54.2897,-24.0654,4,4,2743
