target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,stellar_mass_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 327656776,327656776,100,100,8.88,189.8297,-71.6218,3,3,13144.0,,,1502.87,UNKNOWN,5,999.0,2371
TIC 39509106,39509106,100,100,8.89,227.0973,-58.6975,4,1,,,,903.85,UNKNOWN,5,999.0,2372
TIC 120859681,120859681,100,100,8.89,164.3488,-51.8277,2,1,,,,2101.49,UNKNOWN,5,999.0,2373
TIC 449658016,449658016,100,100,8.89,200.615,-60.2929,3,4,,,,129.319,UNKNOWN,5,999.0,2374
TIC 379007078,379007078,100,100,8.9,180.8554,-62.1711,3,2,,,,1876.03,UNKNOWN,5,999.0,2375
TIC 42741514,42741514,100,100,8.91,228.8328,-59.2332,4,1,,,,7916.21,UNKNOWN,5,999.0,2376
TIC 321795369,321795369,100,100,8.91,205.961,-65.3005,3,4,3231.0,,,1810.29,UNKNOWN,5,999.0,2377
TIC 456383746,456383746,100,100,8.92,231.5269,-63.4271,4,1,12600.0,,,597.397,UNKNOWN,5,999.0,2378
TIC 336606891,336606891,100,100,8.93,196.1131,-66.2261,3,3,14452.0,,,852.359,UNKNOWN,5,999.0,2379
TIC 260652853,260652853,100,100,8.94,186.6657,-48.3958,2,2,3040.0,,,2928.59,UNKNOWN,5,999.0,2380
TIC 304943076,304943076,100,100,8.94,178.4203,-60.267,3,2,,,,2413.44,UNKNOWN,5,999.0,2381
TIC 315798707,315798707,100,100,8.94,203.0358,-60.8154,3,4,,,,2004.16,UNKNOWN,5,999.0,2382
TIC 319219289,319219289,100,100,8.96,204.8153,-60.9839,3,4,,,,2330.36,UNKNOWN,5,999.0,2383
TIC 410492272,410492272,100,100,8.96,176.8359,-70.4162,3,3,,,,2992.9,UNKNOWN,5,999.0,2384
TIC 322418939,322418939,100,100,8.99,175.9538,-62.5145,3,2,,,,2946.02,UNKNOWN,5,999.0,2385
TIC 324252945,324252945,100,100,8.99,208.9744,-61.5038,3,4,,,,933.266,UNKNOWN,5,999.0,2386
TIC 450918869,450918869,100,100,9.0,187.275,-62.4667,3,2,,,,2989.74,UNKNOWN,5,999.0,2387
TIC 248112440,248112440,100,100,9.02,193.4755,-45.5099,3,1,3566.0,,,1942.76,UNKNOWN,5,999.0,2388
TIC 381257866,381257866,100,100,9.02,182.5045,-64.001,3,2,,,,2822.02,UNKNOWN,5,999.0,2389
TIC 382155357,382155357,100,100,9.02,286.1597,-68.2269,4,3,,,,1117.76,UNKNOWN,5,999.0,2390
TIC 434362297,434362297,100,100,9.04,191.0211,-61.6483,3,2,,,,2230.83,UNKNOWN,5,999.0,2391
TIC 442170794,442170794,100,100,9.04,197.7587,-60.1227,3,4,,,,2061.59,UNKNOWN,5,999.0,2392
TIC 118196094,118196094,100,100,9.05,272.1733,-59.2522,4,4,7772.0,,,650.693,UNKNOWN,5,999.0,2393
TIC 465739871,465739871,100,100,9.06,164.0439,-59.9303,3,2,,,,2392.29,UNKNOWN,5,999.0,2394
TIC 313399930,313399930,100,100,9.07,183.5681,-67.7413,3,3,,,,1713.98,UNKNOWN,5,999.0,2395
TIC 323951783,323951783,100,100,9.07,176.7266,-61.463,3,2,12524.0,,,2058.76,UNKNOWN,5,999.0,2396
TIC 439164152,439164152,100,100,9.08,195.6984,-63.8357,3,3,,,,2243.23,UNKNOWN,5,999.0,2397
TIC 439670072,439670072,100,100,9.09,196.15,-61.6715,3,4,,,,3414.42,UNKNOWN,5,999.0,2398
TIC 81400324,81400324,100,100,9.11,167.2282,-53.5245,2,1,,,,2567.12,UNKNOWN,5,999.0,2399
TIC 436285033,436285033,100,100,9.11,193.4897,-60.4161,3,1,,,,2017.76,UNKNOWN,5,999.0,2400
TIC 295717587,295717587,100,100,9.12,223.4611,-64.7745,4,1,3265.0,,,1151.9,UNKNOWN,5,999.0,2401
TIC 322415005,322415005,100,100,9.13,175.9874,-62.1381,3,2,,,,2709.36,UNKNOWN,5,999.0,2402
TIC 328063994,328063994,100,100,9.13,210.8041,-62.2607,3,4,,,,2442.78,UNKNOWN,5,999.0,2403
TIC 376749374,376749374,100,100,9.13,180.9994,-58.7225,3,2,,,,2450.31,UNKNOWN,5,999.0,2404
TIC 457400626,457400626,100,100,9.14,206.2963,-58.9629,3,4,,,,1348.58,UNKNOWN,5,999.0,2405
TIC 441769260,441769260,100,100,9.16,197.5809,-64.4566,3,3,,,,2419.11,UNKNOWN,5,999.0,2406
TIC 248129790,248129790,100,100,9.18,193.6307,-46.1269,3,1,6035.0,,,133.006,UNKNOWN,5,999.0,2407
TIC 433738620,433738620,100,100,9.19,190.5529,-60.6524,3,2,,,,2212.97,UNKNOWN,5,999.0,2408
TIC 454447461,454447461,100,100,9.19,226.3591,-65.9293,4,1,3064.0,,,1383.71,UNKNOWN,5,999.0,2409
TIC 91538397,91538397,100,100,9.2,171.0558,-47.9771,2,1,5868.0,,,105.074,UNKNOWN,5,999.0,2410
TIC 253360159,253360159,100,100,9.2,196.1317,-59.8245,3,1,,,,1906.27,UNKNOWN,5,999.0,2411
TIC 36259885,36259885,100,100,9.21,225.2739,-59.8951,4,1,,,,1213.12,UNKNOWN,5,999.0,2412
TIC 318266639,318266639,100,100,9.21,173.069,-62.5477,3,2,,,,4040.37,UNKNOWN,5,999.0,2413
TIC 448964322,448964322,100,100,9.23,215.1934,-66.3224,3,4,,,,1675.05,UNKNOWN,5,999.0,2414
TIC 209887981,209887981,100,100,9.25,211.2047,-57.9598,3,4,,,,1069.15,UNKNOWN,5,999.0,2415
TIC 311334494,311334494,100,100,9.26,185.5807,-63.6598,3,2,,,,1012.72,UNKNOWN,5,999.0,2416
TIC 449614628,449614628,100,100,9.26,200.7658,-63.0618,3,4,,,,2220.97,UNKNOWN,5,999.0,2417
TIC 406696133,406696133,100,100,9.3,198.3756,-58.3624,3,1,13675.0,,,2141.81,UNKNOWN,5,999.0,2418
TIC 460977279,460977279,100,100,9.3,232.2253,-60.8012,4,1,,,,3013.92,UNKNOWN,5,999.0,2419
TIC 315955586,315955586,100,100,9.31,203.3737,-61.4456,3,4,,,,2206.76,UNKNOWN,5,999.0,2420
TIC 325163738,325163738,100,100,9.32,177.3166,-63.0786,3,2,,,,2750.26,UNKNOWN,5,999.0,2421
TIC 449060404,449060404,100,100,9.32,215.9629,-69.9693,4,2,12379.0,,,741.501,UNKNOWN,5,999.0,2422
TIC 268027536,268027536,100,100,9.33,176.5108,-58.0871,3,2,,,,2176.13,UNKNOWN,5,999.0,2423
TIC 43460530,43460530,100,100,9.4,228.9084,-59.4012,4,1,13139.0,,,3239.68,UNKNOWN,5,999.0,2424
TIC 450609787,450609787,100,100,9.4,186.718,-60.7539,3,2,,,,1392.8,UNKNOWN,5,999.0,2425
TIC 37938281,37938281,100,100,9.41,226.2394,-58.6425,4,1,,,,998.479,UNKNOWN,5,999.0,2426
TIC 284374921,284374921,100,100,9.41,233.2271,-59.8073,4,1,,,,1333.27,UNKNOWN,5,999.0,2427
TIC 450798851,450798851,100,100,9.41,187.0841,-62.9576,3,2,,,,1779.34,UNKNOWN,5,999.0,2428
TIC 268465859,268465859,100,100,9.42,176.9207,-59.2361,3,2,,,,39.9377,UNKNOWN,5,999.0,2429
TIC 451999257,451999257,100,100,9.43,173.2039,-57.6775,3,2,7243.0,,,286.404,UNKNOWN,5,999.0,2430
TIC 362378537,362378537,100,100,9.44,245.7623,-69.3587,4,1,6480.0,,,139.602,UNKNOWN,5,999.0,2431
TIC 467817623,467817623,100,100,9.46,169.331,-61.511,3,2,12455.0,,,2392.82,UNKNOWN,5,999.0,2432
TIC 317794504,317794504,100,100,9.47,172.7614,-63.0794,3,2,,,,2860.79,UNKNOWN,5,999.0,2433
TIC 326161059,326161059,100,100,9.47,188.1012,-68.7498,3,3,,,,2212.7,UNKNOWN,5,999.0,2434
TIC 459123758,459123758,100,100,9.47,161.873,-55.7863,2,1,,,,2592.89,UNKNOWN,5,999.0,2435
TIC 334903224,334903224,100,100,9.49,213.9152,-62.2113,3,4,,,,1713.82,UNKNOWN,5,999.0,2436
TIC 441675318,441675318,100,100,9.49,197.4683,-61.1316,3,4,,,,2195.33,UNKNOWN,5,999.0,2437
TIC 449517017,449517017,100,100,9.49,200.4011,-60.5208,3,4,,,,2343.39,UNKNOWN,5,999.0,2438
TIC 67527206,67527206,100,100,9.51,182.1065,-57.2447,3,2,14262.0,,,723.456,UNKNOWN,5,999.0,2439
TIC 305104377,305104377,100,100,9.52,178.3913,-62.491,3,2,,,,1773.34,UNKNOWN,5,999.0,2440
TIC 320233974,320233974,100,100,9.52,174.6725,-62.8187,3,2,,,,2181.15,UNKNOWN,5,999.0,2441
TIC 441163023,441163023,100,100,9.53,196.9435,-64.2026,3,3,,,,2600.2,UNKNOWN,5,999.0,2442
TIC 45763487,45763487,100,100,9.54,230.1272,-57.955,4,1,,,,1596.6,UNKNOWN,5,999.0,2443
TIC 337724787,337724787,100,100,9.55,215.562,-62.411,3,4,,,,1891.41,UNKNOWN,5,999.0,2444
TIC 311328253,311328253,100,100,9.56,185.5877,-63.3329,3,2,,,,1324.91,UNKNOWN,5,999.0,2445
TIC 306386296,306386296,100,100,9.6,166.6439,-58.9201,3,2,13774.0,,,2583.98,UNKNOWN,5,999.0,2446
TIC 412546933,412546933,100,100,9.6,193.0769,-57.6442,3,1,,,,929.541,UNKNOWN,5,999.0,2447
TIC 448594570,448594570,100,100,9.6,211.7563,-68.5688,3,3,,,,3414.12,UNKNOWN,5,999.0,2448
TIC 306141305,306141305,100,100,9.61,179.2161,-62.6097,3,2,,,,2529.87,UNKNOWN,5,999.0,2449
TIC 452107356,452107356,100,100,9.62,173.3734,-59.4935,3,2,12453.0,,,2151.11,UNKNOWN,5,999.0,2450
TIC 456277548,456277548,100,100,9.62,231.1692,-63.6339,4,1,,,,5085.11,UNKNOWN,5,999.0,2451
TIC 317791613,317791613,100,100,9.63,172.7033,-63.4782,3,2,,,,3122.2,UNKNOWN,5,999.0,2452
TIC 454834333,454834333,100,100,9.63,227.4774,-65.5063,4,1,,,,2617.53,UNKNOWN,5,999.0,2453
TIC 261686130,261686130,100,100,9.64,185.9275,-57.4234,3,2,,,,1392.65,UNKNOWN,5,999.0,2454
TIC 271610589,271610589,100,100,9.64,233.1056,-60.5352,4,1,,,,3022.92,UNKNOWN,5,999.0,2455
TIC 179401672,179401672,100,100,9.66,188.0998,-61.709,3,2,,,,4203.64,UNKNOWN,5,999.0,2456
TIC 186818850,186818850,100,100,9.67,220.1434,-59.3271,3,4,,,,822.764,UNKNOWN,5,999.0,2457
TIC 220753460,220753460,100,100,9.67,245.8961,-58.8914,4,1,,,,209.493,UNKNOWN,5,999.0,2458
TIC 401184949,401184949,100,100,9.67,186.0855,-54.7315,3,1,,,,148.889,UNKNOWN,5,999.0,2459
TIC 1309555082,1309555082,100,100,9.67,256.3369,-81.1554,4,2,,,,53.739,UNKNOWN,5,999.0,2460
TIC 257036465,257036465,100,100,9.69,200.4197,-59.7856,3,4,,,,1754.27,UNKNOWN,5,999.0,2461
TIC 259844172,259844172,100,100,9.69,224.2263,-71.4117,4,2,5125.0,,,283.586,UNKNOWN,5,999.0,2462
TIC 299957854,299957854,100,100,9.71,208.1546,-62.3816,3,4,6769.0,,,374.112,UNKNOWN,5,999.0,2463
TIC 103458769,103458769,100,100,9.72,157.2957,-46.0893,2,1,,,,2231.29,UNKNOWN,5,999.0,2464
TIC 280246700,280246700,100,100,9.72,170.7624,-60.5205,3,2,12950.0,,,2926.84,UNKNOWN,5,999.0,2465
TIC 303492140,303492140,100,100,9.73,159.738,-52.4426,2,1,,,,2184.82,UNKNOWN,5,999.0,2466
TIC 305016046,305016046,100,100,9.73,261.2293,-61.0219,4,4,7931.0,,,447.383,UNKNOWN,5,999.0,2467
TIC 381259601,381259601,100,100,9.73,182.4678,-63.8302,3,2,,,,2484.98,UNKNOWN,5,999.0,2468
TIC 403907527,403907527,100,100,9.73,188.3851,-48.4358,3,1,,,,20.7926,UNKNOWN,5,999.0,2469
TIC 440710465,440710465,100,100,9.73,196.8215,-64.053,3,3,,,,1955.09,UNKNOWN,5,999.0,2470
TIC 459807846,459807846,100,100,9.73,163.5912,-58.07,3,2,13755.0,,,2401.02,UNKNOWN,5,999.0,2471
TIC 448962730,448962730,100,100,9.75,215.1267,-66.1203,3,4,13935.0,,,2174.31,UNKNOWN,5,999.0,2472
TIC 441875921,441875921,100,100,9.76,197.544,-65.2647,3,3,,,,3111.57,UNKNOWN,5,999.0,2473
TIC 304992548,304992548,100,100,9.77,165.7119,-59.3183,3,2,,,,2941.54,UNKNOWN,5,999.0,2474
TIC 264026330,264026330,100,100,9.78,216.9889,-59.6355,3,4,,,,2287.27,UNKNOWN,5,999.0,2475
TIC 466887289,466887289,100,100,9.79,167.2132,-61.3529,3,2,,,,4605.93,UNKNOWN,5,999.0,2476
TIC 449576953,449576953,100,100,9.82,200.4543,-65.046,3,3,,,,2199.31,UNKNOWN,5,999.0,2477
TIC 74986140,74986140,100,100,9.85,266.0617,-57.8356,4,4,,,,173.02,UNKNOWN,5,999.0,2478
TIC 308466959,308466959,100,100,9.85,184.0898,-60.3202,3,2,4626.0,,,1804.57,UNKNOWN,5,999.0,2479
TIC 460719374,460719374,100,100,9.86,191.6656,-61.1425,3,2,14650.0,,,1673.9,UNKNOWN,5,999.0,2480
TIC 363378214,363378214,100,100,9.9,249.1793,-66.3897,4,1,4504.0,,,58.1627,UNKNOWN,5,999.0,2481
TIC 436272241,436272241,100,100,9.9,193.4457,-60.3099,3,1,,,,2041.33,UNKNOWN,5,999.0,2482
TIC 38550194,38550194,100,100,9.91,226.4435,-58.382,4,1,3268.0,,,2856.46,UNKNOWN,5,999.0,2483
TIC 292765671,292765671,100,100,9.95,221.6188,-60.7885,3,4,12980.0,,,1595.87,UNKNOWN,5,999.0,2484
TIC 440714949,440714949,100,100,9.97,196.7818,-63.5287,3,3,,,,2681.11,UNKNOWN,5,999.0,2485
TIC 447625280,447625280,100,100,9.97,254.2457,-60.4051,4,4,3099.0,,,7776.04,UNKNOWN,5,999.0,2486
TIC 162737005,162737005,100,100,9.98,171.0773,-44.9069,2,1,5698.0,,,141.779,UNKNOWN,5,999.0,2487
TIC 467409163,467409163,100,100,10.01,168.3728,-61.2641,3,2,,,,2143.46,UNKNOWN,5,999.0,2488
TIC 363596605,363596605,100,100,10.02,249.7861,-68.3874,4,1,,,,,UNKNOWN,5,999.0,2489
TIC 401043278,401043278,100,100,10.02,220.1841,-63.5791,3,4,,,,1505.7,UNKNOWN,5,999.0,2490
TIC 467408384,467408384,100,100,10.03,168.3946,-61.3452,3,2,,,,2609.44,UNKNOWN,5,999.0,2491
TIC 317792919,317792919,100,100,10.06,172.847,-63.2969,3,2,,,,2557.57,UNKNOWN,5,999.0,2492
TIC 1205449441,1205449441,100,100,10.06,247.0461,-75.309,4,2,,,,292.886,UNKNOWN,5,999.0,2493
TIC 311328485,311328485,100,100,10.08,185.5535,-63.3466,3,2,,,,2237.53,UNKNOWN,5,999.0,2494
TIC 467023914,467023914,100,100,10.09,167.5488,-61.4407,3,2,,,,3195.28,UNKNOWN,5,999.0,2495
TIC 920218771,920218771,100,100,10.1,177.4919,-59.8008,3,2,,,,87.3186,UNKNOWN,5,999.0,2496
TIC 76970891,76970891,100,100,10.12,237.1789,-59.6247,4,1,6882.0,,,169.475,UNKNOWN,5,999.0,2497
TIC 360371656,360371656,100,100,10.12,217.4126,-70.1223,4,2,,,,5108.82,UNKNOWN,5,999.0,2498
TIC 443661491,443661491,100,100,10.17,199.6282,-62.6625,3,4,,,,1538.65,UNKNOWN,5,999.0,2499
TIC 443694508,443694508,100,100,10.17,199.7544,-61.8942,3,4,,,,2493.53,UNKNOWN,5,999.0,2500
TIC 450941267,450941267,100,100,10.17,187.2524,-63.2053,3,2,4290.0,,,103.992,UNKNOWN,5,999.0,2501
TIC 344792784,344792784,100,100,10.2,253.8082,-58.4774,4,4,5580.0,,,141.443,UNKNOWN,5,999.0,2502
TIC 436272308,436272308,100,100,10.21,193.3569,-60.3667,3,1,,,,2845.98,UNKNOWN,5,999.0,2503
TIC 338681866,338681866,100,100,10.28,189.6659,-61.4489,3,2,14594.0,,,2093.5,UNKNOWN,5,999.0,2504
TIC 451524691,451524691,100,100,10.28,171.7487,-57.1851,3,2,,,,2501.75,UNKNOWN,5,999.0,2505
TIC 316380301,316380301,100,100,10.3,171.7333,-62.0169,3,2,,,,3513.17,UNKNOWN,5,999.0,2506
TIC 340159353,340159353,100,100,10.32,201.1453,-69.5324,3,3,7478.0,,,167.101,UNKNOWN,5,999.0,2507
TIC 324993602,324993602,100,100,10.34,177.4142,-60.6051,3,2,,,,2794.65,UNKNOWN,5,999.0,2508
TIC 375838965,375838965,100,100,10.34,178.9286,-56.6255,3,2,4099.0,,,100.262,UNKNOWN,5,999.0,2509
TIC 322104948,322104948,100,100,10.35,175.7771,-60.7346,3,2,,,,2783.96,UNKNOWN,5,999.0,2510
TIC 352229000,352229000,100,100,10.37,288.5452,-76.6374,4,3,,,,2212.56,UNKNOWN,5,999.0,2511
TIC 394152356,394152356,100,100,10.37,198.267,-75.3139,3,3,,,,4147.47,UNKNOWN,5,999.0,2512
TIC 189504668,189504668,100,100,10.39,221.071,-59.4851,3,4,,,,2109.13,UNKNOWN,5,999.0,2513
TIC 327933089,327933089,100,100,10.39,190.1492,-67.4809,3,3,,,,2796.4,UNKNOWN,5,999.0,2514
TIC 359690566,359690566,100,100,10.39,195.8708,-47.3878,3,1,,,,,UNKNOWN,5,999.0,2515
TIC 307890542,307890542,100,100,10.4,180.172,-61.4755,3,2,,,,2144.45,UNKNOWN,5,999.0,2516
TIC 401975322,401975322,100,100,10.4,218.7703,-73.5325,4,2,,,,4612.49,UNKNOWN,5,999.0,2517
TIC 460640587,460640587,100,100,10.4,191.4378,-63.5192,3,3,,,,2154.01,UNKNOWN,5,999.0,2518
TIC 317792461,317792461,100,100,10.42,172.7717,-63.3636,3,2,,,,2371.54,UNKNOWN,5,999.0,2519
TIC 253227053,253227053,100,100,10.43,195.3636,-58.7408,3,1,,,,863.505,UNKNOWN,5,999.0,2520
TIC 313959947,313959947,100,100,10.43,202.3866,-61.5935,3,4,,,,1355.97,UNKNOWN,5,999.0,2521
TIC 342470937,342470937,100,100,10.43,240.2318,-59.9798,4,1,,,,446.586,UNKNOWN,5,999.0,2522
TIC 319228243,319228243,100,100,10.44,204.8067,-61.7042,3,4,,,,3236.99,UNKNOWN,5,999.0,2523
TIC 466886442,466886442,100,100,10.44,167.1398,-61.2763,3,2,,,,3265.53,UNKNOWN,5,999.0,2524
TIC 467231403,467231403,100,100,10.44,167.9623,-61.8081,3,2,,,,3331.65,UNKNOWN,5,999.0,2525
TIC 15373882,15373882,100,100,10.46,185.0955,-52.7046,3,1,,,,105.477,UNKNOWN,5,999.0,2526
TIC 34867775,34867775,100,100,10.46,224.589,-59.6592,3,4,,,,804.412,UNKNOWN,5,999.0,2527
TIC 297707975,297707975,100,100,10.46,241.93,-59.9651,4,1,,,,509.529,UNKNOWN,5,999.0,2528
TIC 320732406,320732406,100,100,10.46,175.0061,-63.4471,3,2,,,,2954.66,UNKNOWN,5,999.0,2529
TIC 454954403,454954403,100,100,10.46,227.8823,-61.1982,4,1,,,,5229.99,UNKNOWN,5,999.0,2530
TIC 337028799,337028799,100,100,10.47,215.0363,-64.7481,3,4,,,,3825.68,UNKNOWN,5,999.0,2531
TIC 305114097,305114097,100,100,10.48,178.4022,-63.4812,3,2,,,,4478.16,UNKNOWN,5,999.0,2532
TIC 72858760,72858760,100,100,10.52,188.7346,-45.6354,2,2,,,,,UNKNOWN,5,999.0,2533
TIC 291772616,291772616,100,100,10.52,218.0764,-57.6007,3,4,,,,2899.43,UNKNOWN,5,999.0,2534
TIC 459404776,459404776,100,100,10.52,162.5174,-55.6951,2,1,,,,3824.13,UNKNOWN,5,999.0,2535
TIC 450909889,450909889,100,100,10.56,187.4451,-61.5912,3,2,14152.0,,,1197.92,UNKNOWN,5,999.0,2536
TIC 311768360,311768360,100,100,10.58,185.9069,-61.6291,3,2,6203.0,,,7479.42,UNKNOWN,5,999.0,2537
TIC 412750923,412750923,100,100,10.58,193.3446,-54.6,3,1,,,,250.827,UNKNOWN,5,999.0,2538
TIC 305108002,305108002,100,100,10.6,178.3055,-62.8474,3,2,,,,10705.3,UNKNOWN,5,999.0,2539
TIC 400809805,400809805,100,100,10.61,178.3108,-48.4683,2,2,6253.0,,,250.531,UNKNOWN,5,999.0,2540
TIC 398773821,398773821,100,100,10.64,180.2735,-55.3287,3,2,,,,2872.46,UNKNOWN,5,999.0,2541
TIC 447530589,447530589,100,100,10.7,253.405,-61.5865,4,4,,,,4167.89,UNKNOWN,5,999.0,2542
TIC 93236650,93236650,100,100,10.71,175.0453,-52.3501,2,1,,,,31.5412,UNKNOWN,5,999.0,2543
TIC 407558846,407558846,100,100,10.71,213.3155,-55.599,3,4,6421.0,,,327.271,UNKNOWN,5,999.0,2544
TIC 313087584,313087584,100,100,10.75,201.8244,-63.7619,3,4,,,,4839.62,UNKNOWN,5,999.0,2545
TIC 168835186,168835186,100,100,10.77,193.903,-52.6531,3,1,13377.0,,,745.911,UNKNOWN,5,999.0,2546
TIC 465740584,465740584,100,100,10.77,164.3227,-59.9619,3,2,14504.0,,,3334.59,UNKNOWN,5,999.0,2547
TIC 340847612,340847612,100,100,10.79,293.2776,-77.9067,4,3,4788.0,,,105.923,UNKNOWN,5,999.0,2548
TIC 424709073,424709073,100,100,10.8,236.9018,-64.5469,4,1,5346.0,,,163.929,UNKNOWN,5,999.0,2549
TIC 35542651,35542651,100,100,10.85,224.847,-59.395,3,4,8176.0,,,2430.08,UNKNOWN,5,999.0,2550
TIC 328023626,328023626,100,100,10.85,190.0648,-70.2071,3,3,5062.0,,,211.23,UNKNOWN,5,999.0,2551
TIC 439168784,439168784,100,100,10.85,195.5843,-63.4732,3,3,,,,2776.41,UNKNOWN,5,999.0,2552
TIC 68321605,68321605,100,100,10.86,236.2072,-59.1145,4,1,14400.0,,,3470.04,UNKNOWN,5,999.0,2553
TIC 318669260,318669260,100,100,10.86,173.3241,-63.2424,3,2,,,,3957.36,UNKNOWN,5,999.0,2554
TIC 178710314,178710314,100,100,10.93,166.1567,-47.2433,2,1,,,,134.444,UNKNOWN,5,999.0,2555
TIC 1030035125,1030035125,100,100,10.99,205.8646,-60.5282,3,4,,,,1124.68,UNKNOWN,5,999.0,2556
TIC 1311852410,1311852410,100,100,10.99,258.8987,-63.5656,4,4,,,,171.869,UNKNOWN,5,999.0,2557
TIC 383228890,383228890,100,100,11.0,183.9169,-60.7839,3,2,,,,3844.58,UNKNOWN,5,999.0,2558
TIC 265125304,265125304,100,100,11.05,293.6235,-75.2148,4,3,5708.0,,,234.079,UNKNOWN,5,999.0,2559
TIC 323484729,323484729,100,100,11.08,176.2973,-64.7399,3,2,5039.0,,,186.787,UNKNOWN,5,999.0,2560
TIC 436272339,436272339,100,100,11.08,193.515,-60.4225,3,1,,,,1862.65,UNKNOWN,5,999.0,2561
TIC 326750243,326750243,100,100,11.09,210.2327,-65.0318,3,4,,,,5046.0,UNKNOWN,5,999.0,2562
TIC 408147984,408147984,100,100,11.1,213.4824,-59.6431,3,4,,,,1530.76,UNKNOWN,5,999.0,2563
TIC 336932754,336932754,100,100,11.13,215.1035,-63.8907,3,4,,,,2786.27,UNKNOWN,5,999.0,2564
TIC 340624586,340624586,100,100,11.13,238.2415,-63.8606,4,1,,,,,UNKNOWN,5,999.0,2565
TIC 314139276,314139276,100,100,11.15,202.5034,-63.6345,3,4,,,,3388.66,UNKNOWN,5,999.0,2566
TIC 412444432,412444432,100,100,11.16,192.8017,-56.513,3,1,3964.0,,,109.952,UNKNOWN,5,999.0,2567
TIC 66761070,66761070,100,100,11.2,181.4019,-58.6964,3,2,,,,3507.35,UNKNOWN,5,999.0,2568
TIC 319991836,319991836,100,100,11.2,205.1257,-61.6083,3,4,,,,2884.88,UNKNOWN,5,999.0,2569
TIC 450824128,450824128,100,100,11.21,187.1562,-62.0512,3,2,,,,2144.41,UNKNOWN,5,999.0,2570
TIC 467285796,467285796,100,100,11.21,168.2737,-61.3751,3,2,,,,2290.56,UNKNOWN,5,999.0,2571
TIC 362710804,362710804,100,100,11.27,246.7601,-69.7362,4,1,3325.0,,,27.1366,UNKNOWN,5,999.0,2572
TIC 405911276,405911276,100,100,11.27,192.6864,-56.9135,3,1,,,,102.736,UNKNOWN,5,999.0,2573
TIC 300760656,300760656,100,100,11.28,245.3671,-61.5225,4,1,3292.0,,,6892.62,UNKNOWN,5,999.0,2574
TIC 383087344,383087344,100,100,11.28,183.6508,-60.6681,3,2,,,,4681.67,UNKNOWN,5,999.0,2575
TIC 120774302,120774302,100,100,11.31,164.1642,-49.1779,2,1,,,,150.11,UNKNOWN,5,999.0,2576
TIC 301300706,301300706,100,100,11.32,255.5218,-68.1991,4,4,5498.0,,,228.501,UNKNOWN,5,999.0,2577
TIC 134754923,134754923,100,100,11.38,182.7291,-37.369,2,2,4509.0,,,119.823,UNKNOWN,5,999.0,2578
TIC 306566788,306566788,100,100,11.38,179.3585,-63.4505,3,2,,,,6586.75,UNKNOWN,5,999.0,2579
TIC 941125595,941125595,100,100,11.38,166.1567,-47.2438,2,1,,,,135.24,UNKNOWN,5,999.0,2580
TIC 21113347,21113347,100,100,11.4,186.7873,-48.9784,2,2,,,,403.591,UNKNOWN,5,999.0,2581
TIC 413607990,413607990,100,100,11.4,232.1539,-58.862,4,1,,,,4312.29,UNKNOWN,5,999.0,2582
TIC 466281230,466281230,100,100,11.4,165.5639,-61.8273,3,2,,,,1449.5,UNKNOWN,5,999.0,2583
TIC 208504429,208504429,100,100,11.42,208.6889,-59.1512,3,4,,,,,UNKNOWN,5,999.0,2584
TIC 467104085,467104085,100,100,11.44,167.7654,-62.1216,3,2,,,,165.04,UNKNOWN,5,999.0,2585
TIC 317532389,317532389,100,100,11.46,172.595,-62.4375,3,2,,,,3205.52,UNKNOWN,5,999.0,2586
TIC 1922147645,1922147645,100,100,11.48,293.624,-75.2152,4,3,,,,233.895,UNKNOWN,5,999.0,2587
TIC 73762744,73762744,100,100,11.5,263.2829,-59.7973,4,4,5479.0,,,211.975,UNKNOWN,5,999.0,2588
TIC 466073202,466073202,100,100,11.51,165.1043,-60.9932,3,2,,,,4870.95,UNKNOWN,5,999.0,2589
TIC 467101005,467101005,100,100,11.54,167.6851,-61.762,3,2,,,,2643.52,UNKNOWN,5,999.0,2590
TIC 985028003,985028003,100,100,11.54,192.687,-56.9138,3,1,,,,105.778,UNKNOWN,5,999.0,2591
TIC 398466662,398466662,100,100,11.57,179.9445,-59.1737,3,2,6832.0,,,590.194,UNKNOWN,5,999.0,2592
TIC 263206649,263206649,100,100,11.58,230.369,-66.5037,4,1,5321.0,,,233.697,UNKNOWN,5,999.0,2593
TIC 405081305,405081305,100,100,11.59,185.5027,-70.0186,3,3,8754.0,,,719.981,UNKNOWN,5,999.0,2594
TIC 439980330,439980330,100,100,11.62,196.2828,-64.6878,3,3,,,,4507.62,UNKNOWN,5,999.0,2595
TIC 922728288,922728288,100,100,11.69,167.7647,-62.1217,3,2,,,,194.234,UNKNOWN,5,999.0,2596
TIC 1104778328,1104778328,100,100,11.69,224.2505,-76.8603,4,2,,,,165.77,UNKNOWN,5,999.0,2597
TIC 160828759,160828759,100,100,11.71,189.8373,-53.6327,3,1,,,,81.7598,UNKNOWN,5,999.0,2598
TIC 436276821,436276821,100,100,11.72,193.3246,-60.2333,3,1,,,,,UNKNOWN,5,999.0,2599
