target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,stellar_mass_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 311697391,311697391,100,100,9.25,261.5218,-74.9653,4,3,9143.0,2.30827,2.31,414.841,DWARF,2,2.576573,719
TIC 381236200,381236200,100,100,7.97,254.5996,-67.5208,4,4,9559.0,2.99926,2.43,316.526,DWARF,2,2.548028,720
TIC 167978341,167978341,100,100,8.36,152.028,-26.3425,1,1,5230.0,3.99581,,215.281,GIANT,6,2.87521,721
TIC 167805119,167805119,100,100,8.33,162.5803,-21.3866,1,2,4885.0,7.16234,,325.775,GIANT,6,3.37611,722
TIC 305599641,305599641,100,100,8.36,163.7783,-12.2036,1,3,4942.0,10.239,,484.274,GIANT,6,3.692515,723
TIC 308018608,308018608,100,100,8.41,155.0523,-12.2089,1,4,5089.0,8.94885,,459.216,GIANT,6,3.585534,724
TIC 147413592,147413592,100,100,9.47,163.1018,-47.8862,2,1,6524.0,3.27168,1.34,404.251,DWARF,2,2.923542,725
TIC 61373318,61373318,100,100,9.76,175.6936,-43.1101,2,2,7773.0,2.30461,1.84,430.343,DWARF,2,2.677195,726
TIC 461201882,461201882,100,100,8.14,181.6661,-35.9209,2,3,4895.0,7.31956,,306.28,GIANT,6,3.35697,727
TIC 151764983,151764983,100,100,10.02,167.6152,-37.5311,2,4,3266.0,,,36.5847,UNKNOWN,5,999.0,728
TIC 260770623,260770623,100,100,9.66,189.1232,-49.4016,3,1,7491.0,1.8685,,337.837,DWARF,2,2.474986,729
TIC 376103935,376103935,100,100,8.17,179.2841,-58.455,3,2,7321.0,3.19864,1.66,264.431,DWARF,2,2.643931,730
TIC 327026873,327026873,100,100,9.79,188.798,-69.1255,3,3,9919.0,1.92246,2.54,462.628,DWARF,2,2.525715,731
TIC 189005742,189005742,100,100,9.61,220.9649,-56.9587,3,4,7828.0,1.98759,,329.35,DWARF,2,2.518654,732
TIC 426665346,426665346,100,100,9.4,235.9333,-65.9589,4,1,8804.0,2.05232,2.21,381.709,DWARF,2,2.50449,733
TIC 257141147,257141147,100,100,9.73,219.473,-70.349,4,2,9927.0,2.03512,2.54,458.449,DWARF,2,2.56318,734
TIC 293401664,293401664,100,100,9.42,262.0543,-71.6581,4,3,8702.0,2.2285,,422.921,DWARF,2,2.580025,735
TIC 306195974,306195974,100,100,8.59,264.4808,-65.8644,4,4,7625.0,2.60234,1.78,287.299,DWARF,2,2.548728,736
TIC 54361956,54361956,100,100,10.81,161.8956,-30.6359,1,1,5045.4,2.49372,,362.391,GIANT,6,2.955695,737
TIC 270986100,270986100,100,100,8.07,167.4042,-23.5499,1,2,5134.0,8.51624,,369.86,GIANT,6,3.474496,738
TIC 396874575,396874575,100,100,8.51,168.4947,-7.4237,1,3,5028.0,9.96791,,529.836,GIANT,6,3.699208,739
TIC 396792779,396792779,100,100,8.06,147.4327,-17.032,1,4,4869.0,9.89718,,401.25,GIANT,6,3.603023,740
TIC 400802343,400802343,100,100,10.05,178.2488,-52.633,2,1,8547.0,2.86667,2.13,665.188,DWARF,2,2.924755,741
TIC 275544356,275544356,100,100,9.71,179.0144,-43.9397,2,2,7673.0,2.34293,1.8,402.844,DWARF,2,2.681519,742
TIC 157118385,157118385,100,100,8.16,175.178,-34.2579,2,3,4670.4,7.52029,,278.883,GIANT,6,3.384469,743
TIC 941701069,941701069,100,100,10.19,160.0754,-43.1347,2,4,,,,985.876,UNKNOWN,5,999.0,744
TIC 270777131,270777131,100,100,9.93,186.279,-55.1782,3,1,8253.0,1.75619,2.03,366.323,DWARF,2,2.475143,745
TIC 376008420,376008420,100,100,9.56,179.1335,-58.4345,3,2,8295.0,2.3278,2.04,410.887,DWARF,2,2.645891,746
TIC 435898801,435898801,100,100,9.04,193.2232,-63.3357,3,3,7325.0,2.3141,1.66,277.831,DWARF,2,2.536764,747
TIC 398597422,398597422,100,100,9.12,219.506,-64.9415,3,4,8719.0,2.232,,328.26,DWARF,2,2.521388,748
TIC 424210331,424210331,100,100,8.99,236.4376,-60.1318,4,1,6000.0,2.25615,1.11,201.557,DWARF,2,2.504736,749
TIC 407225719,407225719,100,100,9.11,237.9975,-78.7154,4,2,9514.0,2.36012,2.42,401.284,DWARF,2,2.567868,750
TIC 295599897,295599897,100,100,9.32,274.2598,-68.8449,4,3,7344.0,2.33203,1.67,332.272,DWARF,2,2.599468,751
TIC 294345132,294345132,100,100,9.87,265.8865,-67.7044,4,4,8467.0,1.959,2.1,434.14,DWARF,2,2.558069,752
TIC 188080707,188080707,100,100,8.54,161.263,-27.5199,1,1,5043.0,4.26528,,233.23,GIANT,6,2.967895,753
TIC 5576756,5576756,100,100,8.07,166.0405,-22.3004,1,2,5142.0,8.67402,,383.626,GIANT,6,3.490441,754
TIC 335379229,335379229,100,100,8.67,169.9286,-13.4524,1,3,4627.0,9.81033,,469.52,GIANT,6,3.717367,755
TIC 358848663,358848663,100,100,8.45,151.3519,-21.4699,1,4,5199.0,9.06969,,500.91,GIANT,6,3.605185,756
TIC 303814029,303814029,100,100,12.77,164.5198,-56.386,2,1,7514.0,1.54084,1.73,999.139,DWARF,2,2.929515,757
TIC 449352829,449352829,100,100,10.24,191.3302,-45.851,2,2,6350.1,2.08838,1.26,364.219,DWARF,2,2.687619,758
TIC 181021137,181021137,100,100,8.22,173.1894,-37.5067,2,3,4671.0,8.03501,,311.423,GIANT,6,3.453973,759
TIC 71589821,71589821,100,100,10.54,156.0186,-35.7358,2,4,,,,290.117,UNKNOWN,5,999.0,760
TIC 253342878,253342878,100,100,7.97,196.2382,-57.056,3,1,8390.0,2.75811,2.08,249.149,DWARF,2,2.475223,761
TIC 433005813,433005813,100,100,10.42,181.153,-54.2122,3,2,7189.0,1.91835,1.61,436.703,DWARF,2,2.649856,762
TIC 394308408,394308408,100,100,8.14,200.0184,-76.4192,3,3,9597.0,2.8487,2.44,307.408,DWARF,2,2.537293,763
TIC 335512768,335512768,100,100,9.95,214.3686,-61.6597,3,4,7464.0,1.84489,1.71,286.839,DWARF,2,2.521941,764
TIC 343681524,343681524,100,100,9.96,241.4319,-63.0318,4,1,8497.0,1.80506,2.11,407.93,DWARF,2,2.504983,765
TIC 425941194,425941194,100,100,9.91,235.8976,-73.9318,4,2,7502.0,1.96468,1.73,382.306,DWARF,2,2.568584,766
TIC 295594080,295594080,100,100,9.58,273.8778,-68.2588,4,3,8445.0,2.22421,2.1,417.848,DWARF,2,2.610352,767
TIC 294764212,294764212,100,100,8.93,267.664,-68.2012,4,4,9588.0,2.4497,2.44,398.271,DWARF,2,2.564226,768
TIC 363348787,363348787,100,100,9.23,163.7813,-29.1123,1,1,4977.0,4.04493,,293.328,GIANT,6,3.059822,769
TIC 334885316,334885316,100,100,8.46,171.4116,-17.4163,1,2,4794.0,7.93224,,371.531,GIANT,6,3.490792,770
TIC 148574718,148574718,100,100,8.24,164.8181,-10.955,1,3,4753.0,10.8611,,453.43,GIANT,6,3.719748,771
TIC 26352390,26352390,100,100,8.05,154.2512,-9.0418,1,4,4923.0,9.97966,,406.88,GIANT,6,3.608231,772
TIC 163253168,163253168,100,100,8.71,172.9126,-44.0,2,1,6891.0,3.93234,1.5,391.88,DWARF,2,2.931302,773
TIC 275467351,275467351,100,100,8.96,178.6499,-45.0818,2,2,9942.0,2.80756,2.54,459.381,DWARF,2,2.688658,774
TIC 157325832,157325832,100,100,8.2,176.9832,-32.3893,2,3,4819.0,8.87834,,371.701,GIANT,6,3.536664,775
TIC 146886115,146886115,100,100,11.35,161.115,-43.5476,2,4,,,,,UNKNOWN,5,999.0,776
TIC 160833326,160833326,100,100,9.69,189.7758,-51.5289,3,1,7676.0,1.86678,1.8,330.159,DWARF,2,2.480186,777
TIC 332719291,332719291,100,100,8.27,180.3943,-53.8357,3,2,7784.0,3.14753,1.84,299.581,DWARF,2,2.64994,778
TIC 338896659,338896659,100,100,9.97,199.1878,-68.9724,3,3,8449.0,1.87393,2.1,401.519,DWARF,2,2.539507,779
TIC 446802935,446802935,100,100,9.64,218.4342,-67.1139,3,4,9581.0,1.9913,2.44,424.227,DWARF,2,2.526273,780
TIC 455502526,455502526,100,100,8.67,229.3725,-60.2823,4,1,8964.0,2.43164,2.26,274.859,DWARF,2,2.505799,781
TIC 425694913,425694913,100,100,9.27,233.0828,-76.9871,4,2,9960.0,2.30133,2.55,448.46,DWARF,2,2.577958,782
TIC 407880289,407880289,100,100,9.6,282.397,-78.6794,4,3,9776.0,2.25549,2.5,488.586,DWARF,2,2.626482,783
TIC 303478699,303478699,100,100,8.86,257.0374,-60.751,4,4,8148.0,2.51568,1.99,331.893,DWARF,2,2.573311,784
TIC 188128470,188128470,100,100,11.54,162.1688,-24.7194,1,1,4953.52,2.46561,,521.207,GIANT,6,3.091849,785
TIC 410363878,410363878,100,100,8.76,166.4279,-20.1022,1,2,4723.0,7.43657,,382.082,GIANT,6,3.494745,786
TIC 56651813,56651813,100,100,9.98,158.3315,-11.7388,1,3,5017.0,7.28785,,752.059,GIANT,6,3.721199,787
TIC 101249277,101249277,100,100,8.07,155.8556,-13.5948,1,4,4675.0,10.3942,,372.499,GIANT,6,3.647582,788
TIC 92173719,92173719,100,100,10.36,172.4342,-51.5938,2,1,5960.0,2.73539,1.09,444.797,DWARF,2,2.946039,789
TIC 275544993,275544993,100,100,8.36,178.9418,-44.5101,2,2,7352.0,3.23153,1.67,292.398,DWARF,2,2.690816,790
TIC 142210408,142210408,100,100,8.22,180.3994,-34.1421,2,3,4832.0,9.07736,,378.446,GIANT,6,3.559919,791
TIC 48973430,48973430,100,100,11.99,163.7843,-35.6332,2,4,3646.0,,,51.716,UNKNOWN,5,999.0,792
TIC 422086550,422086550,100,100,9.3,188.7908,-52.3697,3,1,7523.0,2.04315,1.74,301.421,DWARF,2,2.480601,793
TIC 398540624,398540624,100,100,9.99,179.9189,-55.3631,3,2,7761.0,2.1222,1.83,432.688,DWARF,2,2.651573,794
TIC 448126622,448126622,100,100,7.03,208.2459,-70.0473,3,3,8647.0,3.68912,2.16,226.476,DWARF,2,2.539846,795
TIC 208572734,208572734,100,100,9.2,208.743,-55.088,3,4,8608.0,2.20849,,333.173,DWARF,2,2.528191,796
TIC 454474343,454474343,100,100,8.37,226.5382,-63.4915,4,1,9970.0,2.63062,2.55,299.382,DWARF,2,2.514116,797
TIC 260927155,260927155,100,100,9.81,226.2427,-71.3828,4,2,7516.0,2.03897,1.73,380.743,DWARF,2,2.580822,798
TIC 255918967,255918967,100,100,9.7,266.6434,-70.3572,4,3,7834.0,2.20445,1.86,415.783,DWARF,2,2.626601,799
TIC 304907445,304907445,100,100,8.91,261.0913,-61.6338,4,4,9552.0,2.49647,2.43,401.159,DWARF,2,2.576653,800
TIC 187994107,187994107,100,100,8.36,160.0987,-24.6773,1,1,5051.0,6.28295,,312.603,GIANT,6,3.268327,801
TIC 287221547,287221547,100,100,8.19,164.9714,-27.6658,1,2,4535.0,8.93434,,324.013,GIANT,6,3.540125,802
TIC 422250290,422250290,100,100,8.47,162.9091,-13.8461,1,3,4925.0,10.3892,,510.529,GIANT,6,3.727164,803
TIC 293624996,293624996,100,100,8.06,153.6726,-14.2772,1,4,5002.0,10.5151,,422.607,GIANT,6,3.655627,804
TIC 459771112,459771112,100,100,8.62,163.5868,-54.9732,2,1,11082.0,4.14163,2.9,625.039,DWARF,2,2.958343,805
TIC 61474606,61474606,100,100,9.85,175.9145,-42.4386,2,2,8328.0,2.29415,2.05,477.815,DWARF,2,2.691244,806
TIC 57378437,57378437,100,100,8.56,171.8902,-35.2532,2,3,5210.0,8.48349,,486.482,GIANT,6,3.569149,807
TIC 941996822,941996822,100,100,12.04,163.5746,-36.2711,2,4,,,,840.054,UNKNOWN,5,999.0,808
TIC 411876840,411876840,100,100,9.22,189.558,-54.9068,3,1,8662.0,2.08468,2.17,332.785,DWARF,2,2.482079,809
TIC 411415792,411415792,100,100,8.56,183.0842,-55.5893,3,2,9755.0,2.97187,2.49,399.797,DWARF,2,2.65806,810
TIC 327273899,327273899,100,100,8.89,189.0571,-68.2164,3,3,8236.0,2.41006,2.02,323.594,DWARF,2,2.542056,811
TIC 448768418,448768418,100,100,9.65,213.3823,-66.9518,3,4,9416.0,1.99505,2.39,407.061,DWARF,2,2.529908,812
TIC 455370344,455370344,100,100,9.47,228.9441,-64.4194,4,1,9517.0,2.0455,2.42,395.505,DWARF,2,2.515599,813
TIC 403596901,403596901,100,100,9.52,231.7695,-74.6604,4,2,8487.0,2.18086,,397.564,DWARF,2,2.581256,814
TIC 304859559,304859559,100,100,8.81,279.7021,-70.8778,4,3,7806.0,2.71299,1.85,332.953,DWARF,2,2.628896,815
TIC 304333215,304333215,100,100,9.61,259.5634,-63.6914,4,4,8492.0,2.13319,2.11,423.765,DWARF,2,2.580059,816
TIC 188037800,188037800,100,100,8.5,160.5949,-28.8367,1,1,4925.0,6.25064,,317.61,GIANT,6,3.291849,817
TIC 52163947,52163947,100,100,8.53,165.7239,-19.7075,1,2,4556.4,8.38856,,357.729,GIANT,6,3.553375,818
TIC 410040293,410040293,100,100,8.36,161.6494,-13.5666,1,3,4677.0,10.6819,,449.566,GIANT,6,3.729297,819
TIC 434457991,434457991,100,100,8.14,156.0322,-19.7812,1,4,4921.0,10.4682,,451.887,GIANT,6,3.667744,820
TIC 273212753,273212753,100,100,9.71,178.8928,-51.6709,2,1,8512.0,3.27457,2.12,655.466,DWARF,2,2.972309,821
TIC 334789673,334789673,100,100,9.43,184.354,-50.2358,2,2,7704.15,2.58971,1.81,386.827,DWARF,2,2.712502,822
TIC 429153021,429153021,100,100,8.06,173.1745,-27.9186,2,3,4548.0,9.68885,,334.013,GIANT,6,3.584544,823
TIC 158223878,158223878,100,100,12.12,162.6241,-39.7614,2,4,14760.0,,,6118.68,UNKNOWN,5,999.0,824
TIC 21164578,21164578,100,100,9.82,187.0009,-49.9069,3,1,8159.0,1.81593,1.99,365.936,DWARF,2,2.482198,825
TIC 308628233,308628233,100,100,9.59,184.1203,-62.683,3,2,9411.0,2.34867,,505.074,DWARF,2,2.659644,826
TIC 334471133,334471133,100,100,9.82,193.2009,-69.818,3,3,8877.0,1.9457,2.24,425.831,DWARF,2,2.542152,827
TIC 208575792,208575792,100,100,9.69,208.6901,-54.5109,3,4,8652.0,1.97683,2.16,386.1,DWARF,2,2.529939,828
TIC 423672698,423672698,100,100,9.0,235.4495,-63.8698,4,1,9000.0,2.28471,,315.881,DWARF,2,2.517662,829
TIC 448790879,448790879,100,100,9.93,213.3334,-71.7731,4,2,7820.0,1.98485,,384.01,DWARF,2,2.581455,830
TIC 379806538,379806538,100,100,9.62,257.0007,-71.0002,4,3,9622.0,2.27118,2.45,503.525,DWARF,2,2.636503,831
TIC 447651407,447651407,100,100,9.44,254.4815,-63.1639,4,4,9688.0,2.22138,2.47,452.742,DWARF,2,2.581246,832
TIC 193024473,193024473,100,100,9.17,155.7456,-29.8082,1,1,4763.0,5.39329,,348.352,GIANT,6,3.297708,833
TIC 333797290,333797290,100,100,9.14,176.0709,-23.7489,1,2,4837.0,8.07212,,512.32,GIANT,6,3.641975,834
TIC 143058593,143058593,100,100,8.18,167.8615,-6.7911,1,3,4988.0,11.1713,,501.539,GIANT,6,3.732207,835
TIC 283995507,283995507,100,100,8.0,152.2949,-18.1862,1,4,5110.0,10.8551,,471.406,GIANT,6,3.671268,836
TIC 94014153,94014153,100,100,9.78,176.3939,-49.6325,2,1,7421.87,3.22286,1.7,552.856,DWARF,2,2.972483,837
TIC 61763105,61763105,100,100,9.6,177.1801,-47.2992,2,2,7691.0,2.4956,1.81,430.344,DWARF,2,2.71435,838
TIC 142262413,142262413,100,100,8.73,180.6141,-30.3616,2,3,4856.0,8.30548,,444.723,GIANT,6,3.584729,839
TIC 23226268,23226268,100,100,12.28,166.9596,-34.3513,2,4,,,,,UNKNOWN,5,999.0,840
TIC 273279919,273279919,100,100,9.7,188.5231,-56.4681,3,1,9221.0,1.868,2.34,384.42,DWARF,2,2.482754,841
TIC 306048372,306048372,100,100,10.21,166.3964,-58.6174,3,2,8177.0,2.04611,2.0,479.47,DWARF,2,2.663858,842
TIC 343707166,343707166,100,100,9.75,206.641,-71.125,3,3,8892.0,1.97919,2.24,407.134,DWARF,2,2.542975,843
TIC 187463816,187463816,100,100,8.59,220.545,-57.806,3,4,9903.0,2.55789,2.53,337.168,DWARF,2,2.533764,844
TIC 296378354,296378354,100,100,9.74,223.6595,-65.7982,4,1,9737.0,1.93343,2.48,430.959,DWARF,2,2.520657,845
TIC 425637355,425637355,100,100,8.24,232.647,-76.3322,4,2,8722.0,2.9556,2.19,316.837,DWARF,2,2.589291,846
TIC 294441757,294441757,100,100,9.02,266.1281,-70.0277,4,3,7550.0,2.63354,1.75,347.69,DWARF,2,2.64508,847
TIC 301618699,301618699,100,100,9.38,257.6306,-67.098,4,4,8990.0,2.25734,2.27,428.498,DWARF,2,2.583194,848
TIC 179236629,179236629,100,100,8.06,158.9549,-21.6316,1,1,4715.0,7.5319,,287.601,GIANT,6,3.365809,849
TIC 452698902,452698902,100,100,8.17,172.0987,-24.8774,1,2,4923.0,10.3733,,451.724,GIANT,6,3.665834,850
TIC 347627787,347627787,100,100,8.23,169.2365,-13.0765,1,3,4806.6,11.1316,,466.522,GIANT,6,3.739115,851
TIC 281299017,281299017,100,100,8.33,151.1985,-18.2081,1,4,5031.0,10.1268,,497.231,GIANT,6,3.676944,852
TIC 389095207,389095207,100,100,8.05,177.9368,-51.4864,2,1,8687.0,4.82424,2.18,466.569,DWARF,2,2.976858,853
TIC 22857690,22857690,100,100,8.81,186.0007,-44.6699,2,2,7920.0,3.0244,1.9,380.927,DWARF,2,2.723278,854
TIC 57607316,57607316,100,100,8.08,173.5371,-33.886,2,3,4869.0,9.73203,,395.283,GIANT,6,3.592407,855
TIC 106757680,106757680,100,100,12.34,160.9018,-41.8463,2,4,4837.0,,,326.247,UNKNOWN,5,999.0,856
TIC 241366087,241366087,100,100,9.46,204.544,-53.3602,3,1,9766.0,1.97488,2.49,395.89,DWARF,2,2.483081,857
TIC 381638057,381638057,100,100,9.11,182.6172,-62.2147,3,2,9216.0,2.6468,2.34,453.066,DWARF,2,2.667442,858
TIC 338981855,338981855,100,100,9.55,199.2394,-70.9764,3,3,8092.0,2.07367,,476.469,DWARF,2,2.543479,859
TIC 262995945,262995945,100,100,9.55,216.0507,-56.1259,3,4,8027.0,2.05338,,363.011,DWARF,2,2.534939,860
TIC 454394555,454394555,100,100,9.64,226.412,-62.4384,4,1,7805.0,1.9797,,377.558,DWARF,2,2.521199,861
TIC 403320956,403320956,100,100,9.52,229.5249,-77.8139,4,2,8182.0,2.20404,2.0,394.357,DWARF,2,2.590439,862
TIC 466690273,466690273,100,100,8.59,296.6451,-77.0873,4,3,9663.0,2.93509,2.46,376.309,DWARF,2,2.653243,863
TIC 307051303,307051303,100,100,8.78,266.8304,-60.4832,4,4,7594.0,2.60125,1.77,309.233,DWARF,2,2.586364,864
TIC 188124913,188124913,100,100,8.24,161.9118,-28.994,1,1,5640.0,7.34929,,426.578,GIANT,6,3.380491,865
TIC 219068903,219068903,100,100,8.11,170.5798,-22.8948,1,2,4807.0,10.5779,,414.406,GIANT,6,3.670799,866
TIC 422278081,422278081,100,100,8.31,163.2276,-16.0681,1,3,4951.0,10.9671,,506.987,GIANT,6,3.742184,867
TIC 101363271,101363271,100,100,8.13,148.35,-22.7706,1,4,4806.0,10.6762,,438.236,GIANT,6,3.682833,868
TIC 272885406,272885406,100,100,12.97,161.7016,-49.0482,2,1,7109.0,1.57174,1.58,989.462,DWARF,2,2.986761,869
TIC 278013370,278013370,100,100,8.93,177.8928,-39.6661,2,2,9498.0,2.95889,2.42,459.866,DWARF,2,2.728258,870
TIC 448744021,448744021,100,100,8.67,182.3414,-34.1489,2,3,5314.0,8.66543,,540.012,GIANT,6,3.60958,871
TIC 158290221,158290221,100,100,12.66,162.9135,-37.5616,2,4,5366.0,,,417.195,UNKNOWN,5,999.0,872
TIC 420105895,420105895,100,100,9.51,192.4966,-55.5403,3,1,7907.0,1.95267,1.89,318.461,DWARF,2,2.483258,873
TIC 382063035,382063035,100,100,9.57,182.8582,-60.9468,3,2,9687.0,2.3864,,487.091,DWARF,2,2.669486,874
TIC 395138216,395138216,100,100,8.91,204.663,-72.9059,3,3,9196.0,2.40569,2.33,346.691,DWARF,2,2.544479,875
TIC 383880908,383880908,100,100,9.36,216.546,-60.7246,3,4,7680.0,2.14588,1.8,337.642,DWARF,2,2.535211,876
TIC 455340194,455340194,100,100,9.25,228.9406,-61.7771,4,1,8432.0,2.16756,,,DWARF,2,2.521942,877
TIC 396221513,396221513,100,100,9.33,211.6465,-73.2204,4,2,9905.0,2.30593,2.53,448.397,DWARF,2,2.591692,878
TIC 340787691,340787691,100,100,9.85,292.0469,-74.7019,4,3,8210.0,2.19768,2.01,458.87,DWARF,2,2.653929,879
TIC 365435722,365435722,100,100,9.64,273.5271,-63.3312,4,4,7369.0,2.16614,1.68,364.67,DWARF,2,2.599373,880
TIC 167904255,167904255,100,100,8.44,151.5663,-28.8633,1,1,4620.0,7.03116,,296.894,GIANT,6,3.382054,881
TIC 168448840,168448840,100,100,8.32,166.8076,-29.6879,1,2,4900.0,10.1062,,466.812,GIANT,6,3.673176,882
TIC 391807733,391807733,100,100,8.64,160.0425,-13.4012,1,3,5980.35,10.2446,,749.321,GIANT,6,3.74899,883
TIC 101416328,101416328,100,100,8.18,148.9653,-21.8414,1,4,4684.0,10.6406,,418.755,GIANT,6,3.689932,884
TIC 94179315,94179315,100,100,9.81,176.79,-49.4881,2,1,7319.0,3.26874,1.66,581.243,DWARF,2,2.990761,885
TIC 21864228,21864228,100,100,9.45,181.8276,-43.2288,2,2,8597.0,2.6256,2.15,455.063,DWARF,2,2.728457,886
TIC 448644835,448644835,100,100,8.33,177.4696,-31.4788,2,3,5060.0,9.82329,,465.335,GIANT,6,3.650514,887
TIC 158588517,158588517,100,100,8.2,164.5731,-37.1517,2,4,4910.0,3.4171,,150.8,GIANT,6,2.707315,888
TIC 169989714,169989714,100,100,9.06,194.6445,-52.9697,3,1,8871.0,2.16882,2.23,325.148,DWARF,2,2.484447,889
TIC 452281203,452281203,100,100,11.47,174.0431,-56.6242,3,2,7853.0,1.54437,1.87,627.463,DWARF,2,2.671503,890
TIC 338655299,338655299,100,100,10.04,198.9079,-69.759,3,3,7373.0,1.85573,1.68,356.11,DWARF,2,2.54503,891
TIC 209111247,209111247,100,100,9.52,209.8871,-57.3033,3,4,5809.0,2.06847,1.04,224.425,DWARF,2,2.535298,892
TIC 340883614,340883614,100,100,9.4,238.6358,-60.9903,4,1,8035.0,2.09758,1.94,337.137,DWARF,2,2.523437,893
TIC 426024859,426024859,100,100,9.91,236.8066,-77.9641,4,2,8037.0,2.02347,1.94,422.686,DWARF,2,2.594194,894
TIC 340778495,340778495,100,100,8.94,291.8237,-74.2047,4,3,7603.0,2.74768,1.77,347.012,DWARF,2,2.665932,895
TIC 75221337,75221337,100,100,9.05,266.7732,-59.1612,4,4,7588.0,2.49315,1.76,330.855,DWARF,2,2.603497,896
TIC 188036547,188036547,100,100,8.08,160.649,-26.3347,1,1,5236.0,7.89649,,374.599,GIANT,6,3.410868,897
TIC 20498843,20498843,100,100,8.01,168.9631,-26.9119,1,2,4664.0,10.8648,,387.995,GIANT,6,3.674043,898
TIC 55096063,55096063,100,100,8.35,161.9865,-9.0345,1,3,4936.0,10.9719,,519.643,GIANT,6,3.750564,899
TIC 179224226,179224226,100,100,8.25,158.3114,-18.2841,1,4,4872.0,10.5049,,458.491,GIANT,6,3.692784,900
TIC 162806127,162806127,100,100,9.76,171.1272,-45.6194,2,1,8171.0,3.32539,2.0,661.669,DWARF,2,2.995685,901
TIC 333009857,333009857,100,100,8.34,180.8028,-49.1889,2,2,8477.0,3.41191,2.11,371.314,DWARF,2,2.733995,902
TIC 345135098,345135098,100,100,8.44,177.2157,-38.3339,2,3,5215.0,9.69958,,515.389,GIANT,6,3.661506,903
TIC 49044857,49044857,100,100,8.02,164.416,-31.9162,2,4,4920.0,3.7363,,151.103,GIANT,6,2.748883,904
TIC 167214947,167214947,100,100,9.02,193.1441,-51.4679,3,1,7418.0,2.19124,1.7,273.192,DWARF,2,2.48538,905
TIC 468072254,468072254,100,100,9.2,170.0551,-61.0121,3,2,6973.0,2.66065,1.53,348.661,DWARF,2,2.689975,906
TIC 449420163,449420163,100,100,9.31,199.8611,-65.2076,3,3,8652.0,2.21801,,328.226,DWARF,2,2.553927,907
TIC 315959171,315959171,100,100,9.61,203.4,-61.7459,3,4,7945.0,2.02687,,452.213,DWARF,2,2.535652,908
TIC 402462638,402462638,100,100,9.79,247.9546,-60.1742,4,1,8625.0,1.92278,2.16,404.998,DWARF,2,2.525859,909
TIC 395741557,395741557,100,100,9.29,209.001,-74.8568,4,2,7593.0,2.34238,1.77,338.589,DWARF,2,2.597315,910
TIC 325015404,325015404,100,100,8.33,283.2278,-69.9119,4,3,8130.0,3.22216,1.98,339.69,DWARF,2,2.682294,911
TIC 420967958,420967958,100,100,8.76,252.5949,-58.8724,4,4,8209.0,2.6667,2.01,340.674,DWARF,2,2.603948,912
TIC 423443090,423443090,100,100,8.12,157.766,-22.572,1,1,4688.0,8.63423,,331.756,GIANT,6,3.496447,913
TIC 5577274,5577274,100,100,8.1,165.9801,-20.7521,1,2,4812.0,10.722,,427.415,GIANT,6,3.680552,914
TIC 53209334,53209334,100,100,8.24,166.8781,-4.6482,1,3,4802.0,11.2561,,476.039,GIANT,6,3.750776,915
TIC 334693185,334693185,100,100,8.36,157.2359,-16.148,1,4,4642.0,10.447,,421.203,GIANT,6,3.709983,916
TIC 162922904,162922904,100,100,12.02,171.845,-44.0887,2,1,6090.0,2.02635,1.14,757.84,DWARF,2,3.017429,917
TIC 72504017,72504017,100,100,9.74,187.6514,-43.9536,2,2,6315.0,2.47557,1.24,346.576,DWARF,2,2.73535,918
TIC 152366330,152366330,100,100,8.01,171.1801,-39.0068,2,3,4793.0,10.8539,,404.901,GIANT,6,3.673172,919
TIC 53668717,53668717,100,100,8.36,157.4807,-33.3305,2,4,5004.0,5.02687,,244.531,GIANT,6,3.074595,920
TIC 404340644,404340644,100,100,9.58,195.8895,-49.3366,3,1,9644.0,1.93525,2.46,408.598,DWARF,2,2.489474,921
TIC 400912862,400912862,100,100,8.94,178.5657,-53.4653,3,2,8578.0,2.83939,2.14,405.762,DWARF,2,2.69445,922
TIC 448804453,448804453,100,100,8.23,213.6629,-68.5241,3,3,9966.0,2.85286,2.55,333.952,DWARF,2,2.556561,923
TIC 381680815,381680815,100,100,9.54,207.4419,-65.7442,3,4,7389.0,2.06269,1.68,317.246,DWARF,2,2.536868,924
TIC 258335181,258335181,100,100,9.55,221.5933,-66.5248,4,1,9089.0,2.0323,2.3,406.046,DWARF,2,2.525976,925
TIC 401979797,401979797,100,100,9.03,218.6972,-75.6802,4,2,8853.0,2.51537,2.23,384.692,DWARF,2,2.607204,926
TIC 343296059,343296059,100,100,9.29,265.7573,-74.1094,4,3,8682.0,2.60835,2.17,457.125,DWARF,2,2.690732,927
TIC 306528129,306528129,100,100,9.66,265.4266,-60.3483,4,4,8013.0,2.17561,1.94,411.051,DWARF,2,2.607162,928
TIC 193160651,193160651,100,100,8.37,157.3173,-24.2791,1,1,4531.0,8.29598,,328.47,GIANT,6,3.511735,929
TIC 393420032,393420032,100,100,10.83,164.7125,-26.3252,1,2,6521.0,5.75738,,1370.64,GIANT,6,3.68645,930
TIC 305568698,305568698,100,100,8.3,163.7923,-16.7963,1,3,4883.0,11.1584,,498.604,GIANT,6,3.755204,931
