target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,selection_rank
TIC 166700282,166700282,105,105,8.24,55.583,-32.109,4,3,831
TIC 71445968,71445968,105,105,8.3,47.5761,-21.694,4,4,832
TIC 91099636,91099636,105,105,8.21,309.7683,-47.5283,1,1,833
TIC 197575748,197575748,105,105,8.28,326.4587,-41.23,1,2,834
TIC 439453212,439453212,105,105,8.22,301.5935,-35.6017,1,3,835
TIC 101453390,101453390,105,105,8.21,301.1987,-49.7551,1,4,836
TIC 234997844,234997844,105,105,8.28,350.9169,-61.0173,2,1,837
TIC 139250626,139250626,105,105,8.3,347.1456,-43.0147,2,2,838
TIC 121421450,121421450,105,105,8.34,341.7113,-46.0775,2,3,839
TIC 394017228,394017228,105,105,8.22,329.9204,-55.7246,2,4,840
TIC 118327447,118327447,105,105,8.31,10.5297,-39.2567,3,1,841
TIC 155984704,155984704,105,105,8.3,7.2097,-53.0594,3,2,842
TIC 100103909,100103909,105,105,8.34,24.8512,-47.0811,3,3,843
TIC 199730239,199730239,105,105,8.36,21.1366,-42.4258,3,4,844
TIC 122522501,122522501,105,105,8.29,38.5971,-30.6984,4,1,845
TIC 129815484,129815484,105,105,8.31,54.9839,-41.5314,4,2,846
TIC 89255336,89255336,105,105,8.25,58.6462,-28.9973,4,3,847
TIC 144537920,144537920,105,105,8.3,51.0479,-27.1382,4,4,848
TIC 387313600,387313600,105,105,8.21,312.6801,-56.2431,1,1,849
TIC 389378986,389378986,105,105,8.28,311.8406,-41.5348,1,2,850
TIC 269530556,269530556,105,105,8.24,301.7531,-36.7028,1,3,851
TIC 219924521,219924521,105,105,8.21,298.4013,-53.9286,1,4,852
TIC 355636696,355636696,105,105,8.28,358.1157,-56.6427,2,1,853
TIC 144309153,144309153,105,105,8.3,354.9031,-46.3262,2,2,854
TIC 161303459,161303459,105,105,8.34,342.7798,-50.3926,2,3,855
TIC 409699728,409699728,105,105,8.22,332.8275,-56.4172,2,4,856
TIC 7152332,7152332,105,105,8.32,5.581,-44.6492,3,1,857
TIC 158621007,158621007,105,105,8.3,22.4218,-51.7877,3,2,858
TIC 166810657,166810657,105,105,8.34,39.5963,-52.3465,3,3,859
TIC 41863376,41863376,105,105,8.37,21.0837,-38.9173,3,4,860
TIC 146246612,146246612,105,105,8.31,34.4273,-33.3824,4,1,861
TIC 160008457,160008457,105,105,8.32,51.1461,-41.2022,4,2,862
TIC 129839574,129839574,105,105,8.25,55.459,-36.9242,4,3,863
TIC 88523868,88523868,105,105,8.31,48.0078,-24.0601,4,4,864
TIC 220378886,220378886,105,105,8.22,320.7536,-55.4428,1,1,865
TIC 114950700,114950700,105,105,8.3,315.2107,-36.5363,1,2,866
TIC 355058575,355058575,105,105,8.24,303.8737,-40.0322,1,3,867
TIC 369954725,369954725,105,105,8.21,295.4245,-47.8266,1,4,868
TIC 394124583,394124583,105,105,8.28,348.3427,-60.4459,2,1,869
TIC 161403090,161403090,105,105,8.3,345.5902,-49.8644,2,2,870
TIC 152911953,152911953,105,105,8.36,337.722,-41.675,2,3,871
TIC 144000467,144000467,105,105,8.23,336.264,-53.8114,2,4,872
TIC 160148053,160148053,105,105,8.32,0.986,-45.2887,3,1,873
TIC 158537249,158537249,105,105,8.33,20.2135,-52.4744,3,2,874
TIC 158636435,158636435,105,105,8.35,24.3387,-51.4407,3,3,875
TIC 41976669,41976669,105,105,8.37,23.1946,-41.2555,3,4,876
TIC 340795327,340795327,105,105,8.31,36.768,-36.1703,4,1,877
TIC 165144579,165144579,105,105,8.32,46.3852,-37.6309,4,2,878
TIC 144602115,144602115,105,105,8.26,53.4676,-29.2247,4,3,879
TIC 137883862,137883862,105,105,8.32,48.377,-23.0269,4,4,880
TIC 79180181,79180181,105,105,8.23,317.3666,-48.4416,1,1,881
TIC 389450214,389450214,105,105,8.3,312.3984,-40.8898,1,2,882
TIC 129580353,129580353,105,105,8.25,305.6808,-42.9558,1,3,883
TIC 129081714,129081714,105,105,8.22,302.1809,-46.3051,1,4,884
TIC 237310691,237310691,105,105,8.3,343.4243,-60.9948,2,1,885
TIC 144460942,144460942,105,105,8.31,0.0087,-45.762,2,2,886
TIC 278567091,278567091,105,105,8.36,333.4052,-41.1371,2,3,887
TIC 403190647,403190647,105,105,8.23,337.073,-56.5119,2,4,888
TIC 117643381,117643381,105,105,8.33,9.4899,-40.8896,3,1,889
TIC 200691273,200691273,105,105,8.35,3.7384,-52.1669,3,2,890
TIC 7263621,7263621,105,105,8.37,33.8878,-43.6753,3,3,891
TIC 41977658,41977658,105,105,8.38,23.2968,-36.4098,3,4,892
TIC 120896927,120896927,105,105,8.32,36.8676,-27.6368,4,1,893
TIC 159967884,159967884,105,105,8.33,50.0563,-41.7114,4,2,894
TIC 166932002,166932002,105,105,8.26,60.2197,-33.056,4,3,895
TIC 88405947,88405947,105,105,8.33,45.2877,-26.8755,4,4,896
TIC 79325855,79325855,105,105,8.23,319.2611,-52.1073,1,1,897
TIC 147267222,147267222,105,105,8.31,324.2917,-43.9834,1,2,898
TIC 300399890,300399890,105,105,8.25,298.5364,-35.9864,1,3,899
TIC 441261072,441261072,105,105,8.22,295.2386,-41.3888,1,4,900
TIC 316915351,316915351,105,105,8.3,356.0228,-54.2071,2,1,901
TIC 224279320,224279320,105,105,8.31,355.569,-40.3204,2,2,902
TIC 71335277,71335277,105,105,8.38,331.1899,-45.4912,2,3,903
TIC 229806012,229806012,105,105,8.24,329.6374,-53.9874,2,4,904
TIC 229091021,229091021,105,105,8.33,3.8176,-42.1651,3,1,905
TIC 231009764,231009764,105,105,8.35,25.7543,-54.8567,3,2,906
TIC 201799652,201799652,105,105,8.38,36.0651,-54.0576,3,3,907
TIC 42056880,42056880,105,105,8.38,24.587,-37.1255,3,4,908
TIC 122608780,122608780,105,105,8.35,40.3934,-33.1032,4,1,909
TIC 142178943,142178943,105,105,8.34,37.6034,-42.251,4,2,910
TIC 407585696,407585696,105,105,8.26,49.8643,-31.5609,4,3,911
TIC 326262309,326262309,105,105,8.36,43.4494,-20.5332,4,4,912
TIC 100826322,100826322,105,105,8.23,312.0336,-52.5613,1,1,913
TIC 126818017,126818017,105,105,8.33,317.0947,-44.8471,1,2,914
TIC 326061803,326061803,105,105,8.25,303.5917,-29.2274,1,3,915
TIC 79753826,79753826,105,105,8.23,296.2694,-42.9164,1,4,916
TIC 231911238,231911238,105,105,8.31,7.0268,-61.0272,2,1,917
TIC 224275217,224275217,105,105,8.32,355.1178,-41.7475,2,2,918
TIC 147333786,147333786,105,105,8.38,325.7449,-47.3862,2,3,919
TIC 232060678,232060678,105,105,8.25,339.4627,-60.0947,2,4,920
TIC 101991235,101991235,105,105,8.35,15.4324,-42.1217,3,1,921
TIC 155951125,155951125,105,105,8.36,6.378,-50.5186,3,2,922
TIC 231287949,231287949,105,105,8.4,43.8139,-49.6595,3,3,923
TIC 100015126,100015126,105,105,8.39,23.2137,-44.0281,3,4,924
TIC 70556711,70556711,105,105,8.36,37.6192,-26.7509,4,1,925
TIC 152966636,152966636,105,105,8.34,47.0322,-45.1277,4,2,926
TIC 176799235,176799235,105,105,8.28,48.6916,-33.861,4,3,927
TIC 97518764,97518764,105,105,8.37,44.4019,-19.3084,4,4,928
TIC 219974785,219974785,105,105,8.23,306.4124,-56.7355,1,1,929
TIC 126639048,126639048,105,105,8.35,314.8756,-43.9529,1,2,930
TIC 152744780,152744780,105,105,8.27,304.8995,-33.8171,1,3,931
TIC 101582880,101582880,105,105,8.24,302.0918,-49.1077,1,4,932
TIC 235003683,235003683,105,105,8.34,351.6492,-60.2859,2,1,933
TIC 144378364,144378364,105,105,8.33,356.7487,-43.4502,2,2,934
TIC 382383386,382383386,105,105,8.38,335.2357,-42.7492,2,3,935
TIC 139772257,139772257,105,105,8.26,324.398,-51.5864,2,4,936
TIC 155941622,155941622,105,105,8.35,5.7094,-49.1848,3,1,937
TIC 158595208,158595208,105,105,8.36,22.0374,-52.639,3,2,938
TIC 160196097,160196097,105,105,8.42,27.4365,-44.8031,3,3,939
TIC 115272310,115272310,105,105,8.39,25.5124,-41.1181,3,4,940
TIC 70513478,70513478,105,105,8.37,32.5169,-29.9965,4,1,941
TIC 175532926,175532926,105,105,8.34,45.9992,-40.1064,4,2,942
TIC 89096495,89096495,105,105,8.29,54.8917,-27.364,4,3,943
TIC 65517357,65517357,105,105,8.38,43.3099,-29.8326,4,4,944
TIC 101543745,101543745,105,105,8.26,301.931,-53.1088,1,1,945
TIC 91449342,91449342,105,105,8.36,313.7017,-43.111,1,2,946
TIC 291015425,291015425,105,105,8.28,309.5339,-40.8925,1,3,947
TIC 143398024,143398024,105,105,8.24,294.31,-46.1606,1,4,948
TIC 237316813,237316813,105,105,8.34,344.2311,-61.6738,2,1,949
TIC 206361691,206361691,105,105,8.34,356.6281,-48.9579,2,2,950
TIC 152937439,152937439,105,105,8.39,338.7152,-40.3825,2,3,951
TIC 219123085,219123085,105,105,8.26,342.0333,-58.2692,2,4,952
TIC 102031398,102031398,105,105,8.36,16.0295,-43.3005,3,1,953
TIC 158535216,158535216,105,105,8.37,19.774,-53.8506,3,2,954
TIC 231023810,231023810,105,105,8.42,28.154,-55.3105,3,3,955
TIC 115319748,115319748,105,105,8.4,27.1126,-36.8525,3,4,956
TIC 122609268,122609268,105,105,8.37,40.4416,-35.6025,4,1,957
TIC 209453255,209453255,105,105,8.34,46.0614,-34.4082,4,2,958
TIC 176780257,176780257,105,105,8.3,48.2843,-34.3753,4,3,959
TIC 92361302,92361302,105,105,8.38,52.5593,-23.7452,4,4,960
TIC 220344205,220344205,105,105,8.26,307.3494,-56.4969,1,1,961
TIC 147112674,147112674,105,105,8.37,321.5467,-42.7989,1,2,962
TIC 441407954,441407954,105,105,8.28,310.712,-35.4189,1,3,963
TIC 80059947,80059947,105,105,8.25,297.9154,-43.4563,1,4,964
TIC 237319917,237319917,105,105,8.35,344.8866,-61.9866,2,1,965
TIC 175489453,175489453,105,105,8.35,351.6849,-40.4505,2,2,966
TIC 231263835,231263835,105,105,8.39,334.1031,-49.395,2,3,967
TIC 231239894,231239894,105,105,8.26,330.6558,-52.3333,2,4,968
TIC 183564529,183564529,105,105,8.36,11.6795,-40.2691,3,1,969
TIC 158549349,158549349,105,105,8.37,20.4546,-49.37,3,2,970
TIC 354655660,354655660,105,105,8.42,33.8578,-52.2679,3,3,971
TIC 180999530,180999530,105,105,8.41,16.2614,-37.8378,3,4,972
TIC 123334512,123334512,105,105,8.37,30.4313,-35.2134,4,1,973
TIC 152358667,152358667,105,105,8.35,44.7962,-36.8673,4,2,974
TIC 89149898,89149898,105,105,8.31,55.796,-28.1396,4,3,975
TIC 423781267,423781267,105,105,8.39,51.8095,-26.9094,4,4,976
TIC 231668062,231668062,105,105,8.26,319.717,-56.0624,1,1,977
TIC 382263711,382263711,105,105,8.37,323.8074,-39.7126,1,2,978
TIC 370011562,370011562,105,105,8.3,307.3629,-42.9398,1,3,979
TIC 80089548,80089548,105,105,8.26,298.0865,-42.6229,1,4,980
TIC 161403719,161403719,105,105,8.36,345.5264,-52.3038,2,1,981
TIC 144276893,144276893,105,105,8.38,353.8963,-44.5297,2,2,982
TIC 152876779,152876779,105,105,8.4,337.3264,-40.2704,2,3,983
TIC 355547387,355547387,105,105,8.26,320.9919,-58.4237,2,4,984
TIC 80261781,80261781,105,105,8.38,7.4957,-46.6817,3,1,985
TIC 155995065,155995065,105,105,8.39,7.7716,-51.2291,3,2,986
TIC 165918231,165918231,105,105,8.43,31.3109,-42.7141,3,3,987
TIC 32292960,32292960,105,105,8.42,24.6362,-32.2498,3,4,988
TIC 123336783,123336783,105,105,8.38,30.7157,-32.4859,4,1,989
TIC 152359244,152359244,105,105,8.35,44.7005,-39.8932,4,2,990
TIC 166764364,166764364,105,105,8.31,57.1363,-31.7807,4,3,991
TIC 279328531,279328531,105,105,8.4,43.5915,-28.8506,4,4,992
TIC 469850267,469850267,105,105,8.26,316.8161,-49.157,1,1,993
TIC 382321955,382321955,105,105,8.37,320.2605,-46.853,1,2,994
TIC 152167411,152167411,105,105,8.31,307.5722,-35.355,1,3,995
TIC 158343153,158343153,105,105,8.26,288.7583,-49.9899,1,4,996
TIC 200668903,200668903,105,105,8.36,3.1332,-52.3339,2,1,997
TIC 144403776,144403776,105,105,8.38,357.9265,-43.1136,2,2,998
TIC 382372903,382372903,105,105,8.4,329.8703,-45.2166,2,3,999
TIC 403137725,403137725,105,105,8.27,333.8768,-56.8676,2,4,1000
