target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,selection_rank
TIC 128913158,128913158,105,105,8.07,301.1456,-43.5594,1,4,452
TIC 234291808,234291808,105,105,8.06,357.1836,-61.2055,2,1,453
TIC 201229564,201229564,105,105,8.1,359.0018,-47.9437,2,2,454
TIC 382415461,382415461,105,105,8.12,335.6912,-44.3248,2,3,455
TIC 231708574,231708574,105,105,8.08,339.7599,-58.2286,2,4,456
TIC 80418757,80418757,105,105,8.1,10.2165,-46.8223,3,1,457
TIC 281797898,281797898,105,105,8.14,13.887,-56.7412,3,2,458
TIC 229147944,229147944,105,105,8.16,27.1872,-48.4138,3,3,459
TIC 41832541,41832541,105,105,8.19,19.4692,-36.529,3,4,460
TIC 122556717,122556717,105,105,8.12,39.4432,-30.5721,4,1,461
TIC 159894075,159894075,105,105,8.09,48.2843,-36.48,4,2,462
TIC 165219211,165219211,105,105,8.11,57.0118,-39.9307,4,3,463
TIC 257526283,257526283,105,105,8.17,45.9909,-21.0925,4,4,464
TIC 100382531,100382531,105,105,8.06,307.8869,-48.0085,1,1,465
TIC 139765633,139765633,105,105,8.17,324.113,-48.0553,1,2,466
TIC 441383419,441383419,105,105,8.08,309.9489,-32.1285,1,3,467
TIC 61857507,61857507,105,105,8.08,289.4767,-44.6104,1,4,468
TIC 235040315,235040315,105,105,8.08,354.1322,-62.7553,2,1,469
TIC 224283245,224283245,105,105,8.1,356.3595,-40.9242,2,2,470
TIC 389723412,389723412,105,105,8.12,329.2331,-44.3129,2,3,471
TIC 265610450,265610450,105,105,8.08,332.1109,-59.4878,2,4,472
TIC 183535256,183535256,105,105,8.1,5.5361,-38.3849,3,1,473
TIC 322063016,322063016,105,105,8.15,14.181,-52.2867,3,2,474
TIC 160220441,160220441,105,105,8.17,27.7814,-44.1146,3,3,475
TIC 41898948,41898948,105,105,8.19,21.8391,-39.4627,3,4,476
TIC 70513361,70513361,105,105,8.13,32.5355,-31.0712,4,1,477
TIC 146708855,146708855,105,105,8.1,43.9653,-43.2529,4,2,478
TIC 176780393,176780393,105,105,8.11,48.3002,-33.5604,4,3,479
TIC 88406214,88406214,105,105,8.18,45.4093,-25.4272,4,4,480
TIC 100615932,100615932,105,105,8.06,309.9823,-53.3926,1,1,481
TIC 147284977,147284977,105,105,8.17,324.8787,-43.0304,1,2,482
TIC 389349360,389349360,105,105,8.09,310.8651,-37.7447,1,3,483
TIC 421435209,421435209,105,105,8.08,293.0899,-42.1245,1,4,484
TIC 316967119,316967119,105,105,8.08,356.4797,-58.3699,2,1,485
TIC 224287447,224287447,105,105,8.1,356.7208,-41.8662,2,2,486
TIC 278634046,278634046,105,105,8.13,333.8198,-39.1408,2,3,487
TIC 394557413,394557413,105,105,8.08,335.1037,-63.0162,2,4,488
TIC 101935408,101935408,105,105,8.13,13.8086,-43.0485,3,1,489
TIC 234520902,234520902,105,105,8.16,15.1329,-60.6979,3,2,490
TIC 166744141,166744141,105,105,8.2,36.8985,-49.8905,3,3,491
TIC 140432638,140432638,105,105,8.19,20.2757,-35.6084,3,4,492
TIC 72668676,72668676,105,105,8.13,33.3561,-28.6897,4,1,493
TIC 152966205,152966205,105,105,8.1,47.0585,-42.8892,4,2,494
TIC 369371844,369371844,105,105,8.11,59.6386,-36.7961,4,3,495
TIC 144539383,144539383,105,105,8.18,52.2553,-24.8956,4,4,496
TIC 100668092,100668092,105,105,8.06,310.6516,-48.4151,1,1,497
TIC 139113397,139113397,105,105,8.18,319.7623,-44.2805,1,2,498
TIC 152715346,152715346,105,105,8.1,304.7538,-29.9976,1,3,499
TIC 114681345,114681345,105,105,8.1,293.971,-41.4461,1,4,500
TIC 369964729,369964729,105,105,8.08,4.2995,-61.2584,2,1,501
TIC 139283644,139283644,105,105,8.12,347.8421,-45.6251,2,2,502
TIC 143981396,143981396,105,105,8.14,335.5095,-49.0506,2,3,503
TIC 370283442,370283442,105,105,8.09,336.1962,-56.0044,2,4,504
TIC 179678584,179678584,105,105,8.17,13.4771,-37.0801,3,1,505
TIC 206590856,206590856,105,105,8.17,20.7765,-54.1832,3,2,506
TIC 165940297,165940297,105,105,8.21,31.5325,-45.2349,3,3,507
TIC 229093048,229093048,105,105,8.19,19.0764,-42.4796,3,4,508
TIC 122616490,122616490,105,105,8.13,41.5856,-34.9102,4,1,509
TIC 209407706,209407706,105,105,8.1,45.0924,-35.0945,4,2,510
TIC 209457341,209457341,105,105,8.12,46.6443,-32.6672,4,3,511
TIC 423783847,423783847,105,105,8.18,52.1282,-25.7004,4,4,512
TIC 139700081,139700081,105,105,8.07,322.383,-52.897,1,1,513
TIC 159734479,159734479,105,105,8.18,318.9345,-37.1834,1,2,514
TIC 211274192,211274192,105,105,8.11,299.8753,-33.0365,1,3,515
TIC 128789494,128789494,105,105,8.1,300.232,-42.0224,1,4,516
TIC 280794907,280794907,105,105,8.09,359.2635,-60.4035,2,1,517
TIC 139285666,139285666,105,105,8.12,347.9678,-45.137,2,2,518
TIC 88244880,88244880,105,105,8.15,332.7629,-43.4586,2,3,519
TIC 469903573,469903573,105,105,8.09,335.3437,-52.2485,2,4,520
TIC 80453215,80453215,105,105,8.18,12.1758,-47.1163,3,1,521
TIC 469974742,469974742,105,105,8.17,8.1171,-60.6729,3,2,522
TIC 219986012,219986012,105,105,8.21,29.9561,-50.5667,3,3,523
TIC 32290739,32290739,105,105,8.2,24.2929,-33.5064,3,4,524
TIC 122555448,122555448,105,105,8.15,39.2922,-32.9063,4,1,525
TIC 146728657,146728657,105,105,8.11,45.2212,-45.2801,4,2,526
TIC 142930937,142930937,105,105,8.13,52.3352,-35.5821,4,3,527
TIC 71344880,71344880,105,105,8.21,44.93,-23.3817,4,4,528
TIC 219262080,219262080,105,105,8.07,309.0104,-54.942,1,1,529
TIC 197575514,197575514,105,105,8.18,326.3488,-41.9844,1,2,530
TIC 441399632,441399632,105,105,8.11,310.4604,-33.8881,1,3,531
TIC 129028414,129028414,105,105,8.1,301.4596,-47.3788,1,4,532
TIC 201334108,201334108,105,105,8.1,4.7754,-56.4609,2,1,533
TIC 139350006,139350006,105,105,8.12,349.0984,-45.8758,2,2,534
TIC 144456476,144456476,105,105,8.15,335.8523,-43.4068,2,3,535
TIC 232062851,232062851,105,105,8.1,339.6491,-63.5728,2,4,536
TIC 115693368,115693368,105,105,8.18,6.9803,-41.9673,3,1,537
TIC 206541781,206541781,105,105,8.18,18.091,-57.3621,3,2,538
TIC 219990936,219990936,105,105,8.22,30.6458,-52.5324,3,3,539
TIC 183588622,183588622,105,105,8.2,17.1794,-39.9848,3,4,540
TIC 122669969,122669969,105,105,8.16,42.0039,-32.286,4,1,541
TIC 165163786,165163786,105,105,8.14,47.1423,-41.3378,4,2,542
TIC 44646912,44646912,105,105,8.14,59.4665,-27.8723,4,3,543
TIC 209408331,209408331,105,105,8.22,45.0536,-31.6405,4,4,544
TIC 422005639,422005639,105,105,8.07,301.4999,-55.8933,1,1,545
TIC 382319010,382319010,105,105,8.18,318.3441,-45.6436,1,2,546
TIC 211333421,211333421,105,105,8.12,300.456,-35.6111,1,3,547
TIC 421363972,421363972,105,105,8.1,292.8926,-42.9588,1,4,548
TIC 220509935,220509935,105,105,8.1,347.3421,-59.0077,2,1,549
TIC 201233593,201233593,105,105,8.13,359.4454,-49.4002,2,2,550
TIC 71314259,71314259,105,105,8.17,330.4729,-46.387,2,3,551
TIC 469943599,469943599,105,105,8.11,341.6524,-56.6,2,4,552
TIC 165878493,165878493,105,105,8.18,1.2779,-42.568,3,1,553
TIC 156000591,156000591,105,105,8.19,8.0885,-51.9906,3,2,554
TIC 199731400,199731400,105,105,8.24,21.3775,-47.2272,3,3,555
TIC 123319998,123319998,105,105,8.21,29.8358,-35.739,3,4,556
TIC 77092480,77092480,105,105,8.18,34.3364,-38.6698,4,1,557
TIC 100974442,100974442,105,105,8.15,54.3683,-42.4695,4,2,558
TIC 89186641,89186641,105,105,8.15,57.6075,-29.6762,4,3,559
TIC 326211924,326211924,105,105,8.22,41.0304,-20.5235,4,4,560
TIC 100767052,100767052,105,105,8.08,311.7493,-49.0213,1,1,561
TIC 159638876,159638876,105,105,8.2,317.7561,-40.5393,1,2,562
TIC 290632021,290632021,105,105,8.13,307.0576,-38.0002,1,3,563
TIC 114727938,114727938,105,105,8.11,294.1073,-39.7194,1,4,564
TIC 234993582,234993582,105,105,8.1,350.1351,-63.5433,2,1,565
TIC 402026984,402026984,105,105,8.13,353.4603,-45.6492,2,2,566
TIC 231240670,231240670,105,105,8.17,330.7887,-49.3298,2,3,567
TIC 231670778,231670778,105,105,8.13,320.1082,-59.2243,2,4,568
TIC 118115269,118115269,105,105,8.2,10.0574,-37.5794,3,1,569
TIC 229115589,229115589,105,105,8.19,18.2216,-48.8432,3,2,570
TIC 219992932,219992932,105,105,8.24,31.0745,-51.1542,3,3,571
TIC 140496111,140496111,105,105,8.21,21.6905,-34.1612,3,4,572
TIC 120916069,120916069,105,105,8.18,37.1503,-29.2733,4,1,573
TIC 215258001,215258001,105,105,8.15,42.6464,-38.746,4,2,574
TIC 89113546,89113546,105,105,8.16,55.3502,-25.3452,4,3,575
TIC 408249361,408249361,105,105,8.22,51.3485,-24.5778,4,4,576
TIC 370141811,370141811,105,105,8.08,310.1586,-55.7337,1,1,577
TIC 197598203,197598203,105,105,8.2,327.2365,-40.3469,1,2,578
TIC 290925810,290925810,105,105,8.13,308.8342,-40.2852,1,3,579
TIC 143762392,143762392,105,105,8.12,285.3906,-46.9669,1,4,580
TIC 237326584,237326584,105,105,8.11,345.7828,-60.4431,2,1,581
TIC 393950811,393950811,105,105,8.16,345.679,-39.7693,2,2,582
TIC 278827695,278827695,105,105,8.19,336.3075,-41.7662,2,3,583
TIC 403237036,403237036,105,105,8.13,330.6278,-62.0487,2,4,584
TIC 156004112,156004112,105,105,8.2,8.7622,-48.9341,3,1,585
TIC 281543010,281543010,105,105,8.19,6.8684,-58.9531,3,2,586
TIC 231274037,231274037,105,105,8.24,41.3801,-50.1308,3,3,587
TIC 41994005,41994005,105,105,8.22,23.6234,-40.8315,3,4,588
TIC 146249749,146249749,105,105,8.18,34.948,-35.4456,4,1,589
TIC 91555460,91555460,105,105,8.16,44.0514,-35.1639,4,2,590
TIC 129814095,129814095,105,105,8.16,54.6,-36.6249,4,3,591
TIC 65348249,65348249,105,105,8.23,39.7808,-24.5069,4,4,592
TIC 100518933,100518933,105,105,8.09,309.0638,-52.6852,1,1,593
TIC 147147526,147147526,105,105,8.21,322.2911,-46.3637,1,2,594
TIC 269634857,269634857,105,105,8.14,302.0845,-38.8008,1,3,595
TIC 101777834,101777834,105,105,8.13,303.5231,-48.8118,1,4,596
TIC 262818763,262818763,105,105,8.11,348.685,-54.5098,2,1,597
TIC 144398869,144398869,105,105,8.18,357.6579,-45.9513,2,2,598
TIC 139933139,139933139,105,105,8.2,327.2799,-48.9968,2,3,599
TIC 219137548,219137548,105,105,8.14,342.0308,-55.7911,2,4,600
TIC 180145859,180145859,105,105,8.21,14.3944,-41.257,3,1,601
TIC 281594845,281594845,105,105,8.19,8.2885,-54.1546,3,2,602
TIC 220015232,220015232,105,105,8.25,32.3188,-52.6337,3,3,603
TIC 115350571,115350571,105,105,8.22,27.9016,-38.3558,3,4,604
TIC 257723089,257723089,105,105,8.18,37.1456,-32.9289,4,1,605
TIC 142273588,142273588,105,105,8.16,40.1873,-45.1665,4,2,606
TIC 168794172,168794172,105,105,8.16,63.985,-31.9878,4,3,607
TIC 144495867,144495867,105,105,8.24,49.6071,-24.1018,4,4,608
TIC 79305024,79305024,105,105,8.11,319.1124,-53.0046,1,1,609
TIC 389587663,389587663,105,105,8.21,311.9876,-45.2177,1,2,610
TIC 278406858,278406858,105,105,8.14,303.4828,-30.9031,1,3,611
TIC 129209617,129209617,105,105,8.13,303.0443,-43.7044,1,4,612
TIC 266996987,266996987,105,105,8.12,349.9446,-54.7182,2,1,613
TIC 469934741,469934741,105,105,8.18,351.1252,-49.3477,2,2,614
TIC 92141603,92141603,105,105,8.21,333.8993,-42.9768,2,3,615
TIC 238814023,238814023,105,105,8.14,327.3881,-61.4635,2,4,616
TIC 322008992,322008992,105,105,8.21,3.2265,-43.5704,3,1,617
TIC 281639246,281639246,105,105,8.19,9.4889,-58.062,3,2,618
TIC 142218811,142218811,105,105,8.26,39.0335,-46.2546,3,3,619
TIC 140431282,140431282,105,105,8.22,19.9274,-33.7212,3,4,620
TIC 65345479,65345479,105,105,8.19,39.4211,-29.3235,4,1,621
TIC 146687419,146687419,105,105,8.16,42.9362,-47.2038,4,2,622
TIC 176841971,176841971,105,105,8.16,49.2243,-34.8024,4,3,623
TIC 218986661,218986661,105,105,8.24,42.3389,-21.6562,4,4,624
TIC 139728864,139728864,105,105,8.11,323.1056,-50.787,1,1,625
TIC 469854402,469854402,105,105,8.21,321.2964,-47.9069,1,2,626
TIC 291059336,291059336,105,105,8.14,309.4979,-39.2285,1,3,627
TIC 219925222,219925222,105,105,8.13,298.4645,-52.6572,1,4,628
TIC 234968587,234968587,105,105,8.13,349.207,-61.8612,2,1,629
TIC 197954428,197954428,105,105,8.19,347.1664,-48.9953,2,2,630
TIC 117518457,117518457,105,105,8.21,340.2011,-45.5664,2,3,631
TIC 277691038,277691038,105,105,8.15,329.5283,-60.8895,2,4,632
TIC 80474441,80474441,105,105,8.22,12.474,-43.9903,3,1,633
TIC 402028558,402028558,105,105,8.19,16.6942,-48.078,3,2,634
TIC 231048207,231048207,105,105,8.26,29.0381,-54.4029,3,3,635
TIC 41954053,41954053,105,105,8.23,21.9547,-37.668,3,4,636
TIC 49618208,49618208,105,105,8.2,37.9681,-36.9262,4,1,637
TIC 308267477,308267477,105,105,8.16,52.1388,-41.6085,4,2,638
TIC 423782901,423782901,105,105,8.17,52.052,-29.4278,4,3,639
TIC 257555692,257555692,105,105,8.24,46.5112,-19.2879,4,4,640
TIC 231641537,231641537,105,105,8.12,318.3724,-59.0977,1,1,641
TIC 147115399,147115399,105,105,8.22,321.8406,-47.1585,1,2,642
TIC 269586620,269586620,105,105,8.16,301.7065,-40.9028,1,3,643
TIC 425816002,425816002,105,105,8.13,305.9447,-46.9752,1,4,644
TIC 219338105,219338105,105,105,8.14,354.5752,-56.8353,2,1,645
TIC 139256883,139256883,105,105,8.2,347.2709,-46.7257,2,2,646
TIC 89018471,89018471,105,105,8.25,337.9469,-45.9803,2,3,647
TIC 370232454,370232454,105,105,8.15,325.679,-58.3894,2,4,648
TIC 102072525,102072525,105,105,8.22,17.9412,-45.911,3,1,649
TIC 206563239,206563239,105,105,8.2,19.7325,-54.9141,3,2,650
TIC 300997574,300997574,105,105,8.26,30.9995,-43.9998,3,3,651
TIC 32267583,32267583,105,105,8.24,23.5648,-34.3237,3,4,652
TIC 123335909,123335909,105,105,8.2,30.6137,-33.4647,4,1,653
TIC 160004409,160004409,105,105,8.19,50.8792,-38.3777,4,2,654
TIC 142888833,142888833,105,105,8.19,51.8464,-34.5061,4,3,655
TIC 64105494,64105494,105,105,8.25,39.3402,-23.7226,4,4,656
TIC 100227109,100227109,105,105,8.13,306.2134,-50.147,1,1,657
TIC 197570902,197570902,105,105,8.22,326.032,-39.2316,1,2,658
TIC 152796276,152796276,105,105,8.17,305.0077,-32.0954,1,3,659
TIC 143396585,143396585,105,105,8.14,294.2075,-44.5998,1,4,660
TIC 425931249,425931249,105,105,8.16,2.7441,-61.7464,2,1,661
TIC 144377264,144377264,105,105,8.2,356.602,-46.3309,2,2,662
TIC 161135636,161135636,105,105,8.25,338.4622,-49.7892,2,3,663
TIC 381857833,381857833,105,105,8.16,322.5175,-56.2779,2,4,664
TIC 120430137,120430137,105,105,8.22,0.7399,-39.5277,3,1,665
TIC 234502511,234502511,105,105,8.2,11.4658,-60.0054,3,2,666
TIC 158621849,158621849,105,105,8.27,22.4847,-48.3517,3,3,667
TIC 70489829,70489829,105,105,8.24,22.2586,-33.349,3,4,668
TIC 65325436,65325436,105,105,8.21,38.9345,-26.697,4,1,669
TIC 152969181,152969181,105,105,8.2,47.5509,-43.7211,4,2,670
TIC 144651951,144651951,105,105,8.19,53.9609,-26.7875,4,3,671
TIC 71400887,71400887,105,105,8.25,46.937,-22.4532,4,4,672
TIC 370132474,370132474,105,105,8.13,307.1184,-54.5996,1,1,673
TIC 207079467,207079467,105,105,8.23,320.9084,-37.111,1,2,674
TIC 290417892,290417892,105,105,8.17,305.6939,-37.2625,1,3,675
TIC 101309914,101309914,105,105,8.15,300.127,-52.3868,1,4,676
TIC 262815962,262815962,105,105,8.18,348.2335,-54.1867,2,1,677
TIC 144386733,144386733,105,105,8.2,357.2477,-45.0072,2,2,678
TIC 144002630,144002630,105,105,8.28,336.5132,-49.5655,2,3,679
TIC 265438551,265438551,105,105,8.17,321.1116,-60.6757,2,4,680
TIC 160188131,160188131,105,105,8.22,6.4984,-46.9741,3,1,681
TIC 322053620,322053620,105,105,8.22,14.2892,-49.598,3,2,682
TIC 160221083,160221083,105,105,8.27,28.0621,-47.5117,3,3,683
TIC 41898667,41898667,105,105,8.28,21.8058,-41.2485,3,4,684
TIC 72639071,72639071,105,105,8.21,32.1426,-28.5502,4,1,685
TIC 91596513,91596513,105,105,8.21,38.7795,-39.9951,4,2,686
TIC 166750610,166750610,105,105,8.19,56.7385,-33.6993,4,3,687
TIC 65481072,65481072,105,105,8.26,42.7447,-28.1325,4,4,688
TIC 79225710,79225710,105,105,8.14,317.9002,-52.1631,1,1,689
TIC 369250964,369250964,105,105,8.24,314.2953,-37.9634,1,2,690
TIC 290820376,290820376,105,105,8.17,308.1919,-36.2289,1,3,691
TIC 158509309,158509309,105,105,8.15,294.7878,-49.8568,1,4,692
TIC 220508771,220508771,105,105,8.21,346.9706,-54.075,2,1,693
TIC 175296437,175296437,105,105,8.22,347.1356,-41.8443,2,2,694
TIC 161112323,161112323,105,105,8.28,338.4091,-48.2686,2,3,695
TIC 370282395,370282395,105,105,8.17,336.221,-59.78,2,4,696
TIC 155991147,155991147,105,105,8.23,7.5823,-48.0536,3,1,697
TIC 156016142,156016142,105,105,8.23,8.945,-50.2884,3,2,698
TIC 354655848,354655848,105,105,8.28,33.787,-51.4825,3,3,699
TIC 42013134,42013134,105,105,8.28,23.9369,-39.2453,3,4,700
TIC 70523408,70523408,105,105,8.22,32.9304,-31.3983,4,1,701
TIC 159898381,159898381,105,105,8.21,48.8216,-37.0417,4,2,702
TIC 129811221,129811221,105,105,8.2,54.2934,-38.4241,4,3,703
TIC 88363281,88363281,105,105,8.26,44.4187,-27.6681,4,4,704
TIC 91397147,91397147,105,105,8.14,313.2878,-47.7766,1,1,705
TIC 91430444,91430444,105,105,8.25,313.3317,-45.318,1,2,706
TIC 300736769,300736769,105,105,8.17,299.9978,-40.8058,1,3,707
TIC 128728519,128728519,105,105,8.17,300.0295,-45.4871,1,4,708
TIC 235037404,235037404,105,105,8.22,353.8295,-63.1717,2,1,709
TIC 144277475,144277475,105,105,8.26,353.856,-47.7242,2,2,710
TIC 197734527,197734527,105,105,8.29,330.5233,-40.1543,2,3,711
TIC 197765015,197765015,105,105,8.19,326.9878,-58.0392,2,4,712
TIC 118114124,118114124,105,105,8.26,10.2276,-40.5314,3,1,713
TIC 156077913,156077913,105,105,8.23,10.8992,-50.9766,3,2,714
TIC 229147081,229147081,105,105,8.29,27.2835,-53.0114,3,3,715
TIC 181165358,181165358,105,105,8.28,16.7866,-38.723,3,4,716
TIC 65398159,65398159,105,105,8.23,40.486,-28.5467,4,1,717
TIC 129782747,129782747,105,105,8.22,53.8028,-39.9455,4,2,718
TIC 140072441,140072441,105,105,8.2,57.2638,-39.0709,4,3,719
TIC 257525895,257525895,105,105,8.26,46.0552,-23.1437,4,4,720
TIC 201746005,201746005,105,105,8.14,303.4559,-55.1699,1,1,721
TIC 126946283,126946283,105,105,8.25,318.7468,-44.2195,1,2,722
TIC 354892631,354892631,105,105,8.17,300.7419,-39.1951,1,3,723
TIC 128797775,128797775,105,105,8.17,300.3776,-42.4846,1,4,724
TIC 220508128,220508128,105,105,8.25,347.0253,-57.1251,2,1,725
TIC 184240674,184240674,105,105,8.26,359.2784,-41.4389,2,2,726
TIC 197759518,197759518,105,105,8.29,331.521,-40.2427,2,3,727
TIC 219325050,219325050,105,105,8.19,331.4016,-54.9537,2,4,728
TIC 160147850,160147850,105,105,8.26,1.0264,-44.0504,3,1,729
TIC 281850414,281850414,105,105,8.25,14.496,-55.2442,3,2,730
TIC 229150662,229150662,105,105,8.29,27.8237,-49.9741,3,3,731
TIC 41860240,41860240,105,105,8.29,20.5584,-40.4739,3,4,732
TIC 129764433,129764433,105,105,8.23,35.4793,-37.9167,4,1,733
TIC 308267142,308267142,105,105,8.23,52.0587,-39.6987,4,2,734
TIC 166699944,166699944,105,105,8.2,55.5278,-30.2579,4,3,735
TIC 92363134,92363134,105,105,8.27,52.674,-22.6206,4,4,736
TIC 370205071,370205071,105,105,8.14,314.0266,-56.703,1,1,737
TIC 159844964,159844964,105,105,8.25,320.4501,-36.4172,1,2,738
TIC 152625558,152625558,105,105,8.18,304.295,-35.3932,1,3,739
TIC 304984560,304984560,105,105,8.17,288.3608,-49.1583,1,4,740
TIC 201249058,201249058,105,105,8.26,0.5207,-56.515,2,1,741
TIC 161378663,161378663,105,105,8.27,344.6063,-50.799,2,2,742
TIC 117509447,117509447,105,105,8.3,339.1548,-46.4597,2,3,743
TIC 403135431,403135431,105,105,8.19,333.721,-58.6699,2,4,744
TIC 183582165,183582165,105,105,8.26,11.9455,-39.1563,3,1,745
TIC 234510319,234510319,105,105,8.26,12.8617,-60.4424,3,2,746
TIC 231063412,231063412,105,105,8.29,31.3757,-54.2551,3,3,747
TIC 41993482,41993482,105,105,8.29,23.4176,-39.9121,3,4,748
TIC 72667052,72667052,105,105,8.24,33.0804,-26.6402,4,1,749
TIC 160004227,160004227,105,105,8.24,50.8578,-39.1642,4,2,750
TIC 168788561,168788561,105,105,8.2,63.3905,-33.5054,4,3,751
TIC 64105756,64105756,105,105,8.29,39.5066,-22.1318,4,4,752
TIC 100566535,100566535,105,105,8.16,309.4935,-48.5459,1,1,753
TIC 320938965,320938965,105,105,8.25,324.6057,-39.3128,1,2,754
TIC 290276476,290276476,105,105,8.18,305.0516,-39.3832,1,3,755
TIC 61512415,61512415,105,105,8.18,288.0249,-45.2998,1,4,756
TIC 316936115,316936115,105,105,8.26,356.2587,-59.1753,2,1,757
TIC 206288957,206288957,105,105,8.27,353.4977,-48.5222,2,2,758
TIC 139467299,139467299,105,105,8.3,337.1567,-43.363,2,3,759
TIC 265529944,265529944,105,105,8.2,330.2246,-56.4712,2,4,760
TIC 120607450,120607450,105,105,8.27,4.6533,-40.1099,3,1,761
TIC 281461437,281461437,105,105,8.26,6.1576,-57.0367,3,2,762
TIC 231065613,231065613,105,105,8.29,31.7796,-55.1503,3,3,763
TIC 67650835,67650835,105,105,8.29,19.0286,-34.1488,3,4,764
TIC 122609480,122609480,105,105,8.24,40.5067,-34.8329,4,1,765
TIC 321055375,321055375,105,105,8.26,44.1422,-39.448,4,2,766
TIC 168786960,168786960,105,105,8.21,63.3088,-31.2835,4,3,767
TIC 88483134,88483134,105,105,8.29,47.4182,-26.2552,4,4,768
TIC 360877445,360877445,105,105,8.17,307.2945,-57.1776,1,1,769
TIC 389613626,389613626,105,105,8.25,312.2797,-45.7036,1,2,770
TIC 300284790,300284790,105,105,8.19,298.2095,-38.0847,1,3,771
TIC 158209675,158209675,105,105,8.18,287.2611,-48.6348,1,4,772
TIC 231711146,231711146,105,105,8.27,352.1073,-57.6303,2,1,773
TIC 425864422,425864422,105,105,8.27,352.1221,-44.5869,2,2,774
TIC 121421968,121421968,105,105,8.31,341.8088,-43.6062,2,3,775
TIC 403136832,403136832,105,105,8.2,333.8342,-53.9814,2,4,776
TIC 183586181,183586181,105,105,8.28,12.5322,-40.6199,3,1,777
TIC 206532868,206532868,105,105,8.27,17.1597,-59.5443,3,2,778
TIC 166767473,166767473,105,105,8.31,38.1319,-51.2876,3,3,779
TIC 262531697,262531697,105,105,8.31,20.6657,-43.4318,3,4,780
TIC 123322094,123322094,105,105,8.26,30.196,-34.4207,4,1,781
TIC 91643239,91643239,105,105,8.27,40.7635,-41.237,4,2,782
TIC 143042696,143042696,105,105,8.22,55.1538,-35.091,4,3,783
TIC 88523276,88523276,105,105,8.29,48.0218,-27.5781,4,4,784
TIC 422043310,422043310,105,105,8.17,301.6319,-54.0849,1,1,785
TIC 126745610,126745610,105,105,8.26,315.7837,-45.7528,1,2,786
TIC 48959495,48959495,105,105,8.2,302.7164,-34.769,1,3,787
TIC 143462428,143462428,105,105,8.19,294.8616,-43.8659,1,4,788
TIC 235009501,235009501,105,105,8.27,352.4417,-61.282,2,1,789
TIC 139368904,139368904,105,105,8.29,349.8457,-47.2295,2,2,790
TIC 143924219,143924219,105,105,8.32,332.7033,-48.8907,2,3,791
TIC 231694736,231694736,105,105,8.21,323.3715,-58.2054,2,4,792
TIC 165886378,165886378,105,105,8.29,1.8655,-44.644,3,1,793
TIC 229114957,229114957,105,105,8.28,17.9704,-50.5899,3,2,794
TIC 229145358,229145358,105,105,8.32,26.8152,-49.4283,3,3,795
TIC 115275931,115275931,105,105,8.32,26.0479,-41.3496,3,4,796
TIC 146269096,146269096,105,105,8.26,35.5638,-31.0464,4,1,797
TIC 165165033,165165033,105,105,8.27,47.2361,-39.6156,4,2,798
TIC 166774841,166774841,105,105,8.22,57.2654,-33.0847,4,3,799
TIC 91556441,91556441,105,105,8.29,44.1761,-30.8602,4,4,800
TIC 231626584,231626584,105,105,8.18,316.9931,-54.7404,1,1,801
TIC 159858551,159858551,105,105,8.26,325.5843,-41.2097,1,2,802
TIC 441333062,441333062,105,105,8.2,309.34,-34.7358,1,3,803
TIC 404159325,404159325,105,105,8.2,296.4415,-52.6159,1,4,804
TIC 266994864,266994864,105,105,8.27,349.6734,-55.1673,2,1,805
TIC 469935712,469935712,105,105,8.29,355.6172,-50.6995,2,2,806
TIC 144457947,144457947,105,105,8.33,336.139,-46.9274,2,3,807
TIC 139898940,139898940,105,105,8.22,326.8093,-51.1997,2,4,808
TIC 115445124,115445124,105,105,8.3,6.6171,-39.5826,3,1,809
TIC 230980897,230980897,105,105,8.29,24.2921,-56.2707,3,2,810
TIC 166852967,166852967,105,105,8.33,40.4464,-49.5749,3,3,811
TIC 180146098,180146098,105,105,8.35,14.2987,-36.4354,3,4,812
TIC 129767096,129767096,105,105,8.27,35.8932,-37.1105,4,1,813
TIC 142218258,142218258,105,105,8.28,39.1573,-43.2823,4,2,814
TIC 142866312,142866312,105,105,8.24,50.5903,-32.9947,4,3,815
TIC 71372819,71372819,105,105,8.3,45.5545,-21.751,4,4,816
TIC 219306160,219306160,105,105,8.19,316.7426,-59.5356,1,1,817
TIC 139089310,139089310,105,105,8.27,319.466,-42.0467,1,2,818
TIC 389310689,389310689,105,105,8.21,310.7094,-40.861,1,3,819
TIC 101400947,101400947,105,105,8.21,300.5995,-51.4457,1,4,820
TIC 319246375,319246375,105,105,8.27,353.5769,-59.0806,2,1,821
TIC 139207284,139207284,105,105,8.3,346.1135,-42.0744,2,2,822
TIC 71317544,71317544,105,105,8.34,330.9242,-47.1374,2,3,823
TIC 232058719,232058719,105,105,8.22,338.6749,-61.125,2,4,824
TIC 120506364,120506364,105,105,8.3,2.3847,-40.6494,3,1,825
TIC 382532335,382532335,105,105,8.29,15.7942,-50.6838,3,2,826
TIC 219984873,219984873,105,105,8.33,29.8137,-51.3267,3,3,827
TIC 115245749,115245749,105,105,8.36,19.3228,-37.3483,3,4,828
TIC 100918210,100918210,105,105,8.29,32.5175,-38.2229,4,1,829
TIC 146686867,146686867,105,105,8.28,42.9373,-43.9359,4,2,830
